"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"AUNTS CREEK RV PARK & STORE","","","","25","Ground water","2799 STATE HIGHWAY OO
REEDS SPRING, MO 65737-0000","417-739-5267","","Stone"
"AURORA VERONA","","","","8,529","Ground water","703 W OLIVE ST
AURORA, MO 65605-0000","870-727-9467","AURORA","Lawrence"
"AURORA WARD LDS CHURCH","","","","150","Ground water","6198 N HWY 105
VIDOR, TX 77662-0000","417-224-4670","","Lawrence"
"AUSTINS PLACE","","","","25","Ground water","
PO BOX 1664
RAYMORE, MO 64083-0000","816-210-3291","","Benton"
"AUXVASSE PWS","","","","983","Ground water","104 S MAIN ST
PO BOX 489
AUXVASSE, MO 65231-0000","573-386-2227","AUXVASSE","Callaway"
"AVA HEAD START","","","","75","Ground water","
PO BOX 265
AVA, MO 65608-0000","417-683-5217","WEST PLAINS","Douglas"
"AVA PWS","","","","3,082","Ground water","504 NE 5TH ST
PO BOX 967
AVA, MO 65608-0000","417-543-0195","AVA","Douglas"
"AVERY MOBILE HOME COURT","","","","110","Ground water","CHAD BRIGGS
PO BOX 1021
WASHINGTON, MO 63090-0000","636-221-1818","","Franklin"
"AVILLA ELEMENTARY SCHOOL","","","","200","Ground water","400 SARCOXIE ST
PO BOX 7
AVILLA, MO 64833-0000","417-246-5330","","Jasper"
"B AND M QUICKSTOP","","","","550","Ground water","13348 EAST STATE HIGHWAY 8
MINERAL POINT, MO 63660-0000","573-438-4052","","Washington"
"BABLER STATE PARK","","","","500","Ground water","ATTN PARK SUPERINTENDENT
800 GUY PARK DRIVE
WILDWOOD, MO 63005-0000","636-458-3813","","St. Louis"
"BACKWOODS CONVENIENCE BAR AND GRILL","","","","35","Ground water","11029 HOPEWELL RD
MINERAL POINT, MO 63660-0000","573-315-7447","","Washington"
"BAGNELL EAGLE STOP","","","","500","Ground water","3253 E CHESTNUT EXPY STE 5
RUTHANN DOBSON, GIER OIL COMPANY
SPRINGFIELD, MO 65802-0000","573-480-3405","","Miller"
"BAISCH NURSING CENTER","","","","125","Ground water","3260 BAISCH DR
DESOTO, MO 63020-0000","636-586-2291","","Jefferson"
"BAKER CREEK HEIRLOOM SEED CO","","","","35","Ground water","2278 BAKER CREEK RD
MANSFIELD, MO 65704-0000","417-924-8917","MANSFIELD","Wright"
"BAKERSFIELD PWS","","","","303","Ground water","110 WATER TOWER ST
PO BOX 87
BAKERSFIELD, MO 65609-0000","417-284-3377","BAKERSFIELD","Ozark"
"BALD EAGLE WELL LLC","","","","30","Ground water","
PO BOX 508
HOLLISTER, MO 65673-0000","417-546-4763","","Taney"
"BALDUCCI VINEYARDS","","","","25","Ground water","6601 SOUTH HIGHWAY 94
AUGUSTA, MO 63332-0000","636-346-8440","","St. Charles"
"BALLARDS CAMPGROUND","","","","50","Ground water","13965 BALLARD LOOP
CARTHAGE, MO 64836-0000","417-359-0359","","Jasper"
"BALLERINA PARK HOME COMMUNITY","","","","173","Ground water purchased","SWAN LAKE ESTATES, LLC
PO BOX 548
TREGO, MT 59934-0000","406-291-2629","","Lafayette"
"BAPTIST HILL ASSEMBLY","","","","275","Ground water","9519 HWY V
PO BOX 491
MT VERNON, MO 65712-0000","417-466-3034","","Lawrence"
"BAPTIST HOME","","","","80","Ground water","HIGHWAY 72 E
PO BOX 87
IRONTON, MO 63650-0000","573-546-7429","","Iron"
"BAR M RESORT & CAMPGROUND","","","","54","Ground water","207 BAR-M LN
REEDS SPRING, MO 65737-0000","417-338-2593","","Stone"
"BARE BONES BBQ","","","","30","Ground water","6782 HIGHWY 50
GERALD, MO 63037-0000","573-764-2130","","Gasconade"
"BARNARD PWS","","","","248","Surface water purchased","
PO BOX 74
BARNARD, MO 64423-0000","660-652-3410","BARNARD","Nodaway"
"BARNETT PWS","","","","207","Ground water","214 LOCUST ST
BARNETT, MO 65011-0000","573-392-6482","BARNETT","Morgan"
"BARRY COUNTY PWSD  2","","","","34","Ground water","
PO BOX 92
SHELL KNOB, MO 65747-0000","417-858-0525","SHELL KNOB","Barry"
"BARTON DADE CEDAR JASP COUNTYCONS PWSD 1","","","","9,375","Ground water","1009 E 11TH ST
PO BOX 586
LAMAR, MO 64759-0000","417-682-3401","","Barton, Cedar, Dade, Jasper"
"BASS COVE LODGE","","","","30","Ground water","55 BASS COVE LN
SUNRISE BEACH, MO 65079-0000","573-286-6822","","Camden"
"BASS POINT RESORT","","","","75","Ground water","33510 BASS POINT RD
GRAVOIS MILLS, MO 65037-0000","573-374-5205","","Morgan"
"BASS RIVER RESORT","","","","30","Ground water","204 BUTTS RD
PO BOX BB
STEELVILLE, MO 65565-0000","573-786-8517","","Crawford"
"BATES CITY PWS","","","","288","Ground water purchased","203 N 2ND STREET
PO BOX 225
BATES CITY, MO 64011-0000","816-690-3818","BATES CITY","Lafayette"
"BATES COUNTY PWSD 1","","","","327","Surface water purchased","7 WEST DAKOTA
PO BOX 142
BUTLER, MO 64730-0000","660-679-3877","","Bates"
"BATES COUNTY PWSD 2","","","","1,492","Surface water","11778 NW CO RD 10002
AMSTERDAM, MO 64723-0000","660-267-3617","AMSTERDAM","Bates"
"BATES COUNTY PWSD 3","","","","423","Surface water purchased","5702 NE COUNTY RD 1003
BUTLER, MO 64730-0000","","","Bates"
"BATES COUNTY PWSD 4","","","","2,500","Surface water purchased","120 N 6TH ST
RICH HILL, MO 64779-0000","","FOSTER","Bates, Vernon"
"BATES COUNTY PWSD 5","","","","2,690","Surface water purchased","43 E MAIN ST
PO BOX 155
ADRIAN, MO 64720-0155","816-297-2414","","Bates"
"BATES COUNTY PWSD 6","","","","1,712","Surface water purchased","117 W OHIO ST
BUTLER, MO 64730-0000","660-679-8381","","Bates"
"BATES COUNTY PWSD 7","","","","512","Surface water purchased","RT 1 BOX 88
ROCKVILLE, MO 64780-0000","","","Bates"
"BATES CREEK BAPTIST CAMP","","","","100","Ground water","5169 FLAT RIVER RD
FARMINGTON, MO 63640","636-937-8608","","Washington"
"BAUMERS FOOD MART","","","","350","Ground water","6107 HIGHWAY O
ASH GROVE, MO 65604-0000","417-491-4114","","Lawrence"
"BAVARIAN VILLAGE RESORT","","","","80","Ground water","TRIPLE H RESORTS INC
509 INDIAN CREEK CIRCLE
BRANSON, MO 65616-0000","417-338-2517","","Stone"
"BAY POINT CONDOMINIUMS","","","","150","Ground water","BARBA LE LANE 395 - 1A
PO BOX 2430
LAKE OZARK, MO 65049-0000","573-365-6006","","Camden"
"BAY POINT VILLAGE CONDO","","","","400","Ground water","PROFESSIONAL SERVICES
PO BOX 1686
OSAGE BEACH, MO 65065-0000","573-302-1059","OSAGE BEACH","Camden"
"BAYMONT INN & SUITES","","","","100","Ground water","5885 OSAGE BEACH PARKWAY
OSAGE BEACH, MO 65065-0000","573-348-9555","","Camden"
"BAYWOOD CONDOMINIUM","","","","40","Ground water","3202 S KETTERMAN RD
OAK GROVE, MO 64075-0000","","","Camden"
"BB BAR & RESTAURANT","","","","40","Ground water","25848 HWY BB
WARSAW, MO 65355-0000","660-223-9444","","Benton"
"BEACH CLUB CONDO ASSN","","","","65","Ground water","221 NORTHPORT DR
LAKE OZARK, MO 65049-0000","573-216-8011","","Miller"
"BEACHWOODS CAMPGROUND","","","","25","Ground water","17299 IRISH RIDGE ROAD
BURLINGTON, IA 52601-0000","319-759-8806","","Morgan"
"BEAGLE BAY RV HAVEN & CAMPGROUND","","","","50","Ground water","2041 CIMARRON RD
SARCOXIE, MO 64862-0000","417-548-0000","","Jasper"
"BEAUTY VIEW RESORT","","","","25","Ground water","27925 BEAUTYVIEW LN
GRAVOIS MILLS, MO 65037-0000","515-988-3562","","Morgan"
"BEAVER CREEK CANOE RENTAL CAMPGROUND","","","","25","Ground water","159 STATE HWY W
AVA, MO 65608-0000","417-796-2336","","Taney"
"BEE LINE","","","","25","Ground water","1470 TREE VALLEY LANE
JEFFERSON CITY, MO 65109-0000","","","Moniteau"
"BELIEVERS FAITH FELLOWSHIP","","","","50","Ground water","12176 HWY 59
PO BOX 26
NEOSHO, MO 64850-0000","417-451-5313","NEOSHO","Newton"
"BELL CITY PWS","","","","441","Ground water","25147 WALNUT ST
PO BOX 206
BELL CITY, MO 63735-0000","573-733-4425","BELL CITY","Stoddard"
"BELLA SERA CONDOS","","","","50","Ground water","BELLA SERA CONDO OWNERS ASSOCIATION INC
3168 TWIN RIVERS PT - 4B
CAMDENTON, MO 65020-0000","816-363-5530","CAMDENTON","Camden"
"BELLA TERRA POA","","","","30","Ground water","157 BELLA TERRA CT
SUNRISE BEACH, MO 65079-0000","707-344-8703","","Camden"
"BELLE PWS","","","","1,545","Ground water","200 E 3RD ST
PO BOX  813
BELLE, MO 65013-0000","573-859-3513","BELLE","Maries, Osage"
"BELLEVIEW ELEMENTARY SCHOOL","","","","143","Ground water","27431 HWY 32
BELLEVIEW, MO 63623-0000","","BELLEVIEW","Iron"
"BELLEVIEW VALLEY NURSING HOME","","","","106","Ground water","23144 HWY 32
BELLEVIEW, MO 63623-0000","573-697-5311","BELLEVIEW","Iron"
"BELLFLOWER PWS","","","","413","Ground water","S 100 MAIN ST
PO BOX 96
BELLFLOWER, MO 63333-0000","573-929-3512","BELLFLOWER","Montgomery"
"BELTON PWS","","","","23,290","Surface water purchased","506 MAIN ST
PO BOX 230
BELTON, MO 64012-0000","816-331-4331","BELTON","Cass"
"BENDCO COVE","","","","50","Ground water","4467 N COVE LANE
STOVER, MO 65078-0000","573-372-8451","","Morgan"
"BENNETT SPRING STATE PARK WELL 1","","","","322","Ground water","ATTN PARK SUPERINTENDENT
26250 HIGHWAY 64A
LEBANON, MO 65536-0000","417-532-4338","LEBANON","Laclede"
"BENNETT SPRING STATE PARK WELL 3","","","","151","Ground water","ATTN PARK SUPERINTENDENT
26250 HIGHWAY 64A
LEBANON, MO 65536-0000","417-532-4338","","Dallas"
"BENNETT SPRINGS CAMPGROUND 1","","","","200","Ground water","RR1 BOX 147
ARBELA, MO 65536-0000","660-465-2975","","Laclede"
"BENNINGTON ESTATES","","","","185","Ground water","360 EAST CHERRY
TROY, MO 63379-0000","636-528-6180","","Lincoln"
"BENT TREE HARBOR","","","","25","Ground water","31312 Bent Tree Dr
WARSAW, MO 65355-0000","660-438-7163","","Benton"
"BENTLEYS RESTAURANT","","","","150","Ground water","3100 BAGNELL DAM BLVD
LAKE OZARK, MO 65049-0000","573-365-5301","LAKE OZARK","Miller"
"BENTON PWS","","","","863","Ground water","21 WEST NORTH ST
PO BOX 185
BENTON, MO 63736-0000","","BENTON","Scott"
"BENTWOOD CONDO","","","","25","Ground water","C/O TOTAL ENVIRONMENTAL SVSC INC
PO BOX 510
OSAGE BEACH, MO 65065-0000","573-346-3810","","Camden"
"BEREAN CHRISTIAN ACADEMY","","","","145","Ground water","10385 US HWY 60
PO BOX 506
MONETT, MO 65708-0000","417-236-9088","MONETT","Barry"
"BERGER PWS","","","","200","Ground water","405 MARKET ST
PO BOX 85
BERGER, MO 63014-0000","573-834-5347","BERGER","Franklin"
"BERNIE PWS","","","","1,928","Ground water","101 W MAIN ST
PO BOX 605
BERNIE, MO 63822-0000","573-293-5318","BERNIE","Stoddard"
"BERRYLAND RV PARK & STORAGE","","","","20","Ground water","HC 77 BOX 830
PITTSBURG, MO 65724-0000","417-852-4253","PITTSBURG","Hickory"
"BERTRAND PWS","","","","821","Ground water","405 E CEDAR ST
PO BOX 27
BERTRAND, MO 63823-0000","573-683-3051","BERTRAND","Mississippi"
"BETHANY PWS","","","","3,292","Surface water","
PO BOX 344
BETHANY, MO 64424-0000","660-425-3511","BETHANY","Harrison"
"BEVIER PWS","","","","762","Surface water purchased","102 PLATTE ST
PO BOX 63
BEVIER, MO 63532-0000","660-773-5363","BEVIER","Macon"
"BIG BEAR DUPLEXES","","","","50","Ground water","1189 DUCKHEAD UNIT 1A
LAKE OZARK, MO 65049-0000","573-434-0075","LAKE OZARK","Camden"
"BIG BEAR ESTATES POA","","","","35","Ground water","1922 S MEYER AVE
SPRINGFIELD, MO 65807-0000","417-300-5473","HOLLISTER","Taney"
"BIG CEDAR LODGE RESORT","","","","2,440","Ground water","612 DEVILS POOL RD
RIDGEDALE, MO 65739-0000","417-339-5011","","Taney"
"BIG COUNTRY ACRES SUBDIVISION","","","","90","Ground water","1535 MADRE DR
FORISTELL, MO 63348-0000","636-332-1051","","St. Charles"
"BIG CREEK CHURCH","","","","76","Ground water","5986 BOSTER ROAD
HOUSTON, MO 65483-0000","417-457-6324","HOUSTON","Texas"
"BIG CREEK RV PARK","","","","25","Ground water","47247 HWY 49
ANNAPOLIS, MO 63620-0000","573-598-1064","ANNAPOLIS","Iron"
"BIG ISLAND WATER COMPANY","","","","175","Ground water","
PO BOX 491
ROACH, MO 65787-0000","573-317-1198","","Camden"
"BIG LAKE VILLAGE OF PWS","","","","1,100","Ground water purchased","481 LAKE SHORE DR
CRAIG, MO 64437-0000","660-442-3566","BIG LAKE","Holt"
"BIG RED BARN RV PARK","","","","25","Ground water","5089 COUNTY LN 138
CARTHAGE, MO 64826-0000","417-358-2432","CARTHAGE","Jasper"
"BIG RIVER HILLS LLC","","","","47","Ground water","
PO BOX 638
BONNE TERRE, MO 63628-0000","573-701-8501","BONNE TERRE","St. Francois"
"BIG SHOAL RV COUNTRY","","","","25","Ground water","6821 GATEWAY DR #1
JOPLIN, MO 64804-0000","417-438-3003","","Newton"
"BIG SURF WATERPARK INC","","","","2,500","Ground water","DARIN KEIM
954 STATE ROAD Y
LINN CREEK, MO 65052-0000","573-346-6111","","Camden"
"BIG VALLEY COURT","","","","23","Ground water","201 HIDDEN LN
FENTON, MO 63026-0000","636-349-3497","","Jefferson"
"BIG VALLEY PARK MHP","","","","158","Ground water","
PO BOX 86
SAGINAW, MO 64864-0000","417-624-5554","JOPLIN","Newton"
"BILLINGS PWS","","","","1,035","Ground water","202 NE HWY 60
PO BOX 207
BILLINGS, MO 65610-0000","417-744-2581","BILLINGS","Christian"
"BILLS PLACE","","","","35","Ground water","3491 PCR 614
PERRYVILLE, MO 63775-0000","573-547-3686","","Perry"
"BILLS QUICK MART","","","","100","Ground water","20 GLENDALE DR
ROGERSVILLE, MO 65742-0000","417-753-3043","","Webster"
"BILLYGAILS","","","","25","Ground water","5291 STATE HIGHWAY 265
BRANSON, MO 65616-0000","417-338-8883","","Stone"
"BIRCH TREE PWS","","","","679","Ground water","3106 EAST FIRST STREET
PO BOX 240
BIRCH TREE, MO 65438-0000","573-292-3414","BIRCH TREE","Shannon"
