"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"BOAT RAMP 74","","","","100","Ground water","#2 LAKE METIGOSHE STATE PARK
BOTTINEAU, ND 58318","","","Bottineau"
"BORDER LOUNGE","","","","30","Ground water","10934 HIGHWAY 30
ST JOHN, ND 58369-6910","701-477-3804","","Rolette"
"BOTTINEAU CITY OF","","","","2,211","Ground water","115 WEST 6TH
BOTTINEAU, ND 58318","701-228-3232","BOTTINEAU","Bottineau"
"BOTTINEAU WINTER PARK SKI AREA","","","","150","Ground water","
PO BOX 168
BOTTINEAU, ND 58318","701-263-4556","","Bottineau"
"BOWBELLS CITY OF","","","","336","Ground water purchased","100 MAIN STREET
PO BOX 100
BOWBELLS, ND 58721-0100","701-377-2608","BOWBELLS","Burke"
"BOWDON CITY OF","","","","131","Ground water purchased","
PO BOX 309
BOWDON, ND 58418","701-962-3808","BOWDON","Wells"
"BOWMAN CITY OF","","","","1,650","Ground water","
PO BOX 12
BOWMAN, ND 58623","701-523-3309","BOWMAN","Bowman"
"BROOKTREE WELLS INC","","","","45","Ground water","106 BROOKTREE PARK
HARWOOD, ND 58042","","","Cass"
"BUFFALO CITY OF","","","","188","Ground water purchased","409 MAIN
PO BOX 126
BUFFALO, ND 58011","701-633-2356","BUFFALO","Cass"
"BURLINGTON CITY OF","","","","1,060","Ground water","225 WALLACE
PO BOX 159
BURLINGTON, ND 58722","701-852-5233","BURLINGTON","Ward"
"BURNING HILLS AMPHITHEATER","","","","900","Ground water","475 EAST RIVER ROAD
PO BOX 198
MEDORA, ND 58645","701-623-4454","","Billings"
"CANDO CITY OF","","","","1,115","Ground water purchased","502 MAIN ST
PO BOX 396
CANDO, ND 58324","701-968-3632","CANDO","Towner"
"CARRINGTON CITY OF","","","","2,065","Ground water","103 10TH AVE N
PO BOX 501
CARRINGTON, ND 58421","701-652-2911","CARRINGTON","Foster"
"CARSON CITY OF","","","","293","Surface water purchased","100 S MAIN ST
CARSON, ND 58529","701-622-3395","CARSON","Grant"
"CASS RURAL WATER DISTRICT FARGO","","","","4,242","Surface water purchased","131 MAPLE ST
PO BOX 98
KINDRED, ND 58051","701-428-3139","","Cass"
"CASS RURAL WATER DISTRICT-PHASE I","","","","3,658","Ground water","131 MAPLE ST
PO BOX 98
KINDRED, ND 58051","701-428-3139","","Cass"
"CASS RURAL WATER DISTRICT-PHASE II","","","","1,700","Ground water","131 MAPLE ST
PO BOX 98
KINDRED, ND 58051","701-428-3139","","Cass"
"CASS RURAL WATER DISTRICT-PHASE III","","","","1,682","Ground water","131 MAPLE ST
PO BOX 98
KINDRED, ND 58051","701-428-3139","","Cass"
"CASSELTON CITY OF","","","","2,513","Ground water purchased","702 1ST N
PO BOX 548
CASSELTON, ND 58012","701-347-4861","CASSELTON","Cass"
"CATHAY CITY OF","","","","43","Ground water","232 1ST ST
CATHAY, ND 58422","701-399-9527","CATHAY","Wells"
"CAVALIER CITY OF","","","","1,302","Ground water purchased","301 DIVISION AVE NORTH
PO BOX 750
CAVALIER, ND 58220","701-265-8800","CAVALIER","Pembina"
"CENTER CITY OF","","","","588","Surface water purchased","312 LINCOLN AVE N
PO BOX 76
CENTER, ND 58530","701-794-3650","CENTER","Oliver"
"CENTRAL LIVESTOCK","","","","100","Ground water","851 ARENA RD ROOM 204
WEST FARGO, ND 58078","","","Cass"
"CENTRAL PLAINS WATER DISTRICT","","","","3,504","Ground water","105 MAIN AVE S
PO BOX 157
FESSENDEN, ND 58438","","","Wells"
"CHRISTINE CITY OF","","","","156","Ground water purchased","
PO BOX 1241
CHRISTINE, ND 58015","218-557-8827","CHRISTINE","Richland"
"CLEVELAND CITY OF","","","","83","Ground water purchased","6865 36TH ST SE
CLEVELAND, ND 58424","701-763-6128","CLEVELAND","Stutsman"
"COAL CREEK STATION","","","","532","Surface water","2875 3RD ST SW
UNDERWOOD, ND 58576","701-442-7006","","McLean"
"COLEHARBOR CITY OF","","","","79","Ground water purchased","1102 CO RD 22
WASHBURN, ND 58577","701-448-2686","COLEHARBOR","McLean"
"COLFAX CITY OF","","","","121","Ground water purchased","
PO BOX 51
COLFAX, ND 58018","701-642-3207","COLFAX","Richland"
"COLUMBUS CITY OF","","","","133","Surface water purchased","
PO BOX 27
COLUMBUS, ND 58727","701-939-5000","COLUMBUS","Burke"
"COOPERSTOWN CITY OF","","","","984","Ground water","
PO BOX 712
COOPERSTOWN, ND 58425","701-797-3613","COOPERSTOWN","Griggs"
"COTTONWOOD CAMPGROUND 6","","","","90","Ground water","315 2ND AVE
MEDORA, ND 58645","701-770-3740","","Billings"
"COUNTRY ACRES WATER CO","","","","50","Ground water","7006 103RD AVE S
HORACE, ND 58047","701-293-5851","","Cass"
"COUNTRY CLUB CO-OP","","","","162","Purchased ground water under influence of surface water source","
PO BOX 2432
BISMARCK, ND 58501","701-663-1736","","Burleigh"
"CRARY CITY OF","","","","142","Ground water purchased","
PO BOX 174
DEVILS LAKE, ND 58301","701-351-1326","CRARY","Ramsey"
"CROSBY CITY OF","","","","1,406","Surface water purchased","15 WEST CENTRAL AVE
PO BOX 67
CROSBY, ND 58730","701-965-6029","CROSBY","Divide"
"CROWN BUTTE COOP","","","","320","Surface water purchased","224 CROWN BUTTE DR
MANDAN, ND 58554","701-400-3114","","Morton"
"CRYSTAL SPRINGS BAPTIST CAMP","","","","75","Ground water","4848 36TH ST SE
MEDINA, ND 58467","701-486-3467","","Stutsman"
"DAKOTA ADVENTIST ACADEMY","","","","80","Purchased ground water under influence of surface water source","15905 SHEYENNE CIRCLE
BISMARCK, ND 58503","","","Burleigh"
"DAKOTA RURAL WATER DISTRICT NORTH","","","","1,070","Ground water","
PO BOX 476
FINLEY, ND 58230","701-524-2393","SHARON","Griggs"
"DAKOTA RURAL WATER DISTRICT SOUTH","","","","1,135","Ground water","
PO BOX 476
FINLEY, ND 58230","701-524-2393","","Griggs"
"DAVENPORT CITY OF","","","","252","Ground water purchased","120 MAIN ST
PO BOX 217
DAVENPORT, ND 58021","701-428-0134","DAVENPORT","Cass"
"DAZEY CITY OF","","","","104","Ground water purchased","424 4TH ST
DAZEY, ND 58429","701-733-2268","DAZEY","Barnes"
"DEVILS LAKE CITY OF","","","","7,141","Ground water","423 6TH STREET NE
PO BOX 1048
DEVILS LAKE, ND 58301","701-662-7600","DEVILS LAKE","Ramsey"
"DICKINSON CITY OF","http://dickinsongov.com/vertical/sites/%7BC05A6D52-8D43-4973-88DA-91DB0DE0D05A%7D/uploads/2011_Drinking_Water_Quality_Report.pdf","http://dickinsongov.com/index.asp?Type=B_BASIC&SEC={AC43EE98-2799-40EF-ADFC-7CDB6E3EE038}","","22,993","Surface water purchased","3411 PUBLIC WORKS BOULEVARD
DICKINSON, ND 58601","701-456-7003","DICKINSON","Stark"
"DODGE CITY OF","","","","87","Surface water purchased","
PO BOX 96
DODGE, ND 58625","701-846-7330","DODGE","Dunn"
"DOYLE MEMORIAL STATE PARK","","","","50","Ground water","C/O CITY OF WISHEK
PO BOX 387
WISHEK, ND 58495","701-452-2567","","McIntosh"
"DRAKE CITY OF","","","","275","Ground water","
PO BOX 243
DRAKE, ND 58736","701-465-3794","DRAKE","McHenry"
"DRAYTON CITY OF","","","","824","Surface water","507 RIVER RANGE RD
PO BOX 280
DRAYTON, ND 58225","701-454-6370","DRAYTON","Pembina"
"DUNN CENTER CITY OF","","","","146","Surface water purchased","3 MAIN STREET WEST
DUNN CENTER, ND 58626","701-548-8130","DUNN CENTER","Dunn"
"DUNSEITH CITY OF","","","","773","Ground water","101 PEACE GARDEN AVENUE
PO BOX 580
DUNSEITH, ND 58329-0580","701-244-5596","DUNSEITH","Rolette"
"EAST CENTRAL REGIONAL WD-GF","","","","5,995","Ground water","1401 7TH AVE NE
THOMPSON, ND 58278","701-599-2963","","Grand Forks"
"EAST CENTRAL REGIONAL WD-TRAILL","","","","2,800","Ground water","1401 7TH AVE NE
THOMPSON, ND 58278","701-599-2963","HILLSBORO","Traill"
"EDGELEY CITY OF","","","","563","Ground water purchased","215 6TH AVE
PO BOX 205
EDGELEY, ND 58433-0205","701-493-2208","EDGELEY","LaMoure"
"EDMORE CITY OF","","","","182","Ground water purchased","
PO BOX 67
EDMORE, ND 58330","","EDMORE","Ramsey"
"ELGIN CITY OF","","","","642","Surface water purchased","305 MAIN ST N
PO BOX 426
ELGIN, ND 58533","701-584-3001","ELGIN","Grant"
"ELLENDALE CITY OF","","","","1,394","Ground water purchased","55 3RD AVE S
PO BOX 267
ELLENDALE, ND 58436","701-349-3252","ELLENDALE","Dickey"
"EMERADO CITY OF","","","","414","Ground water purchased","201 MAIN ST
PO BOX 130
EMERADO, ND 58228","701-594-4542","EMERADO","Grand Forks"
"ENDERLIN CITY OF","","","","886","Ground water","411 RAILWAY ST
PO BOX 65
ENDERLIN, ND 58027-0065","701-437-3476","ENDERLIN","Ransom"
"FAIRMOUNT CITY OF","","","","367","Ground water","104 FIRST ST N
PO BOX 132
FAIRMOUNT, ND 58030-0132","701-474-5755","FAIRMOUNT","Richland"
"FAIRVIEW COLONY","","","","100","Ground water","9644 74TH ST SE
LAMOURE, ND 58458","701-883-4457","","LaMoure"
"FAMILY DOLLAR","","","","313","Ground water","500 VOLVO PARKWAY
DEPT 500
CHESAPEAKE, VA 23320","757-321-5339","","Rolette"
"FARGO CITY OF","","","","120,762","Surface water","435 14TH AVE SOUTH
FARGO, ND 58103","701-241-1469","FARGO","Cass"
"FENDEE ESTATES","","","","30","Surface water purchased","
PO BOX 50669
HENDERSON, NV 89016","702-742-4166","","Williams"
"FESSENDEN CITY OF","","","","479","Ground water purchased","602 RAILWAY ST S
PO BOX 42
FESSENDEN, ND 58438","701-547-3111","FESSENDEN","Wells"
"FINLEY CITY OF","","","","445","Ground water purchased","208 4TH ST E
PO BOX 321
FINLEY, ND 58230-0321","701-524-1561","FINLEY","Steele"
"FLASHER CITY OF","","","","232","Surface water purchased","
PO BOX 227
FLASHER, ND 58535","701-597-3127","FLASHER","Morton"
"FLAXTON CITY OF","","","","66","Ground water","103 DAVIS AVE NE
FLAXTON, ND 58737","701-596-3511","FLAXTON","Burke"
"FORBES CITY OF","","","","53","Surface water purchased","37129 101ST STREET
FORBES, ND 58439","605-358-8671","FORBES","Dickey"
"FORDVILLE PUBLIC SCHOOL","","","","75","Ground water","
PO BOX 127
FORDVILLE, ND 58231","701-229-3297","","Walsh"
"FOREST RIVER COLONY","","","","100","Ground water","4068 35TH AVE NE
FORDVILLE, ND 58231-9525","701-865-4294","","Grand Forks"
"FORMAN CITY OF","","","","504","Ground water","
PO BOX 122
FORMAN, ND 58032-0122","701-724-3673","FORMAN","Sargent"
"FORTUNA CITY OF","","","","35","Surface water purchased","
PO BOX 116
FORTUNA, ND 58844","701-834-2365","FORTUNA","Divide"
"FRADETS ORCHARD WATER SYSTEM","","","","56","Ground water","207 APPLE LANE
HORACE, ND 58047","","","Cass"
"FULLERTON CITY OF","","","","54","Ground water purchased","8970 HWY 1
OAKES, ND 58474","701-710-0879","FULLERTON","Dickey"
"GACKLE CITY OF","","","","310","Ground water purchased","530 3RD AVE E
GACKLE, ND 58442","701-320-3368","GACKLE","Logan"
"GALESBURG CITY OF","","","","108","Ground water purchased","
PO BOX 141
GALESBURG, ND 58035-0141","701-488-2780","GALESBURG","Traill"
"GARDNER CITY OF","","","","74","Ground water purchased","409 FRONT STREET
GARDNER, ND 58036","","GARDNER","Cass"
"GARRISON CITY OF","","","","1,453","Surface water","1 WEST CENTRAL AVE
PO BOX 459
GARRISON, ND 58540-0459","701-463-2600","GARRISON","McLean"
"GARRISON RURAL WATER DISTRICT","","","","1,805","Surface water purchased","
PO BOX 820
GARRISON, ND 58540","701-337-5682","","McLean"
"GLACIER POTABLE WATER","","","","500","Surface water purchased","7345 HWY 789
LANDER, WY 82520","701-300-0679","","Williams"
"GLADSTONE CITY OF","","","","239","Surface water purchased","405 CLIFF ST
PO BOX 218
GLADSTONE, ND 58630","701-590-3374","GLADSTONE","Stark"
"GLEN ULLIN CITY OF","","","","807","Surface water purchased","119 MAIN ST S
PO BOX 70
GLEN ULLIN, ND 58631","701-348-3683","GLEN ULLIN","Morton"
"GLENBURN CITY OF","","","","380","Ground water purchased","215 MAIN STREET
PO BOX 97
GLENBURN, ND 58740-0097","701-362-7544","GLENBURN","Renville"
"GLENFIELD CITY OF","","","","91","Ground water purchased","
PO BOX 205
GLENFIELD, ND 58443","701-785-2685","GLENFIELD","Foster"
"GOLDEN VALLEY CITY OF","","","","182","Surface water purchased","110 1ST AVE SW
PO BOX 98
GOLDEN VALLEY, ND 58541","701-983-4488","GOLDEN VALLEY (CORPORATE AND N","Mercer"
"GOLVA CITY OF","","","","61","Surface water purchased","
PO BOX 147
GOLVA, ND 58632","701-872-2152","GOLVA","Golden Valley"
"GOODRICH CITY OF","","","","98","Ground water","
PO BOX 1
GOODRICH, ND 58444","701-884-2480","GOODRICH","Sheridan"
"GRAFTON CITY OF","","","","4,284","Surface water","5 EAST 4TH STREET
PO BOX 578
GRAFTON, ND 58237","701-352-1561","GRAFTON","Walsh"
"GRAND FORKS CITY OF","","","","57,339","Surface water","503 4TH STREET SOUTH
GRAND FORKS, ND 58201","701-746-2595","GRAND FORKS","Grand Forks"
"GRANDIN CITY OF","","","","173","Ground water purchased","
PO BOX 234
GRANDIN, ND 58038","","GRANDIN","Cass"
"GRANT COLONY","","","","25","Ground water","5543 129TH AVE SE
ENDERLIN, ND 58027","701-864-2612","","Ransom"
"GRANVILLE CITY OF","","","","241","Ground water purchased","103 3RD ST SW
PO BOX 39
GRANVILLE, ND 58741","701-728-6369","GRANVILLE","McHenry"
"GREATER RAMSEY WATER DISTRICT","","","","5,280","Ground water","113 SHAMROCK LANE SE
PO BOX 1257
DEVILS LAKE, ND 58301","701-662-5781","","Ramsey"
"GREATER RAMSEY WD - CARRINGTON","","","","455","Ground water purchased","113 SHAMROCK LANE SE
PO BOX 1257
DEVILS LAKE, ND 58301","701-662-5781","","Foster"
"GRENORA CITY OF","","","","244","Ground water","#1 MAIN STREET
PO BOX 296
GRENORA, ND 58845","701-694-3391","GRENORA","Williams"
"GROUP CAMP COMPLEX 71","","","","100","Ground water","#2 LAKE METIGOSHE STATE PARK
BOTTINEAU, ND 58318","","","Bottineau"
"GWINNER CITY OF","","","","753","Ground water","4 FIRST STREET SE
PO BOX 425
GWINNER, ND 58040","701-678-2409","GWINNER","Sargent"
"HAGUE CITY OF","","","","71","Surface water purchased","10700 HIGHWAY 1804 N
PO BOX 4182
BISMARCK, ND 58502-4182","701-258-8710","HAGUE","Emmons"
"HAHNS BAY RECREATION AREA","","","","80","Ground water","307 1ST ST E
BOTTINEAU, ND 58318","701-228-5486","","Bottineau"
"HALLIDAY CITY OF","","","","188","Surface water purchased","131 MAIN STREET EAST
PO BOX 438
HALLIDAY, ND 58636","701-938-4680","HALLIDAY","Dunn"
"HANKINSON CITY OF","","","","919","Ground water purchased","319 MAIN AVE S
PO BOX 478
HANKINSON, ND 58041","701-242-7885","HANKINSON","Richland"
"HANNAFORD CITY OF","","","","131","Ground water","
PO BOX 37
HANNAFORD, ND 58448","701-769-2435","HANNAFORD","Griggs"
"HARVEY CITY OF","","","","1,783","Ground water","120 WEST 8TH ST
HARVEY, ND 58341","701-324-2851","HARVEY","Wells"
"HARWOOD CITY OF","","","","718","Ground water","108 MAIN STREET
PO BOX 65
HARWOOD, ND 58042","701-281-0314","HARWOOD","Cass"
"HATTON CITY OF","","","","777","Ground water purchased","405 RAILROAD AVE
PO BOX 270
HATTON, ND 58240","701-543-3243","HATTON","Traill"
"HAZELTON CITY OF","","","","235","Ground water","
PO BOX 266
HAZELTON, ND 58544","701-782-6878","HAZELTON","Emmons"
"HAZEN BAY RECREATION AREA","","","","25","Ground water","146 EAST MAIN
PO BOX 717
HAZEN, ND 58545","701-748-6948","","Mercer"
"HAZEN CITY OF","","","","2,411","Surface water purchased","146 EAST MAIN
PO BOX 717
HAZEN, ND 58545","701-748-2550","HAZEN","Mercer"
"HEART BUTTE F U CAMP","","","","65","Ground water","1415 12TH AVE SE
PO BOX 2136
JAMESTOWN, ND 58402","701-952-1404","","Grant"
"HEBRON CITY OF","","","","747","Surface water purchased","
PO BOX V
HEBRON, ND 58638","701-878-4600","HEBRON","Morton"
"HETTINGER CITY OF","","","","1,226","Surface water purchased","602 ADAMS AVE, ST 201
HETTINGER, ND 58639","701-567-3802","HETTINGER","Adams"
"HILLSBORO CITY OF","","","","1,603","Ground water","19 SOUTH MAIN STREET
PO BOX 400
HILLSBORO, ND 58045","","HILLSBORO","Traill"
"HOPE CITY OF","","","","258","Ground water purchased","107 STEELE AVE
PO BOX 189
HOPE, ND 58046","701-945-2772","HOPE","Steele"
"HORACE CITY OF","","","","1,378","Ground water","215 PARK DRIVE EAST
PO BOX 99
HORACE, ND 58047","701-282-9727","HORACE","Cass"
"HORSESHOE BEND","","","","110","Ground water purchased","7 HORSESHOE BEND
HORACE, ND 58047","701-356-0499","","Cass"
"HUNTER CITY OF","","","","261","Ground water purchased","
PO BOX 56
HUNTER, ND 58048","701-238-0749","HUNTER","Cass"
"HURLEY ENTERPRISES","","","","200","Surface water purchased","
PO BOX 385
FAIRVIEW, MT 59221","406-742-5312","","McKenzie"
"IMPERIAL VALLEY WATER CO","","","","345","Purchased ground water under influence of surface water source","
PO BOX 2161
BISMARCK, ND 58502","701-258-4040","","Burleigh"
"INSPIRE COMMUNITIES-SPRINGBROOK","","","","300","Surface water purchased","5112 16TH AVE WEST #1
OFFICE
WILLISTON, ND 58802","","","Williams"
"INTERNATIONAL PEACE GARDEN","","","","25","Ground water","10939 HIGHWAY 281
DUNSEITH, ND 58329","701-263-4390","","Rolette"
"JAMESTOWN CAMPGROUND","","","","25","Ground water","3605 80TH AVE SE
JAMESTOWN, ND 58401","701-252-6262","","Stutsman"
"JAMESTOWN CITY OF","","","","15,427","Ground water","102 3RD AVE SE
JAMESTOWN, ND 58401","701-252-5900","JAMESTOWN","Stutsman"
"JUD CITY OF","","","","72","Ground water purchased","
PO BOX 511
JUD, ND 58454","701-685-2268","JUD","LaMoure"
"JUNIPER CAMPGROUND","","","","67","Ground water","208 SCENIC DR
WATFORD CITY, ND 58854","701-842-2333","","McKenzie"
"K & K CONSTRUCTION AND REPAIR, INC.","","","","70","Ground water","1202 7TH AVE NE
PO BOX 679
WEST FARGO, ND 58078","701-282-6521","","Cass"
"KARLSRUHE CITY OF","","","","82","Ground water","
PO BOX 319
KARLSRUHE, ND 58744","701-833-1811","KARLSRUHE","McHenry"
"KELVIN KLINIC BAR","","","","50","Ground water","502 KERSTEN STREET
PO BOX 485
BOTTINEAU, ND 58318","701-263-4150","","Rolette"
"KENMARE CITY OF","","","","1,096","Ground water purchased","5 NE 3RD ST
PO BOX 816
KENMARE, ND 58746","701-385-4232","KENMARE","Ward"
"KENSAL CITY OF","","","","163","Ground water purchased","404 MAIN
PO BOX 188
KENSAL, ND 58455","701-435-2678","KENSAL","Stutsman"
"KILLDEER CITY OF","","","","1,173","Surface water purchased","165 RR ST SE
PO BOX 270
KILLDEER, ND 58640","701-764-5295","KILLDEER","Dunn"
"KILLDEER LODGE","","","","100","Ground water","53021 RANGE ROAD 263A
ACHESON, AL T7X-5A5","780-229-2523","","Dunn"
"KINDRED CITY OF","","","","692","Ground water purchased","
PO BOX 158
KINDRED, ND 58051","701-428-3115","KINDRED","Cass"
"KNICKERBOCKER LIQUOR LOCKER","","","","30","Ground water","412 MAIN AVENUE
HICKSON, ND 58047","","","Cass"
"KULM CITY OF","","","","354","Ground water purchased","10 1ST ST SW
PO BOX 332
KULM, ND 58456","701-647-2451","KULM","LaMoure"
"LAKOTA CITY OF","","","","672","Ground water","108 EAST B AVE
PO BOX 505
LAKOTA, ND 58344-0505","701-247-2454","LAKOTA","Nelson"
"LAMOURE CITY OF","","","","889","Ground water purchased","33 CENTER AVE SE
PO BOX 215
LAMOURE, ND 58458","701-883-5957","LA MOURE","LaMoure"
"LAMOURE COUNTY MEMORIAL PARK","","","","25","Ground water","
PO BOX 128
LAMOURE, ND 58458","701-883-6040","","LaMoure"
"LANGDON CITY OF","","","","1,878","Ground water purchased","324 8TH AVENUE
LANGDON, ND 58249","","LANGDON","Cavalier"
"LANSFORD CITY OF","","","","245","Ground water purchased","732 MAIN ST
PO BOX 68
LANSFORD, ND 58750","","LANSFORD","Bottineau"
"LARIMORE CITY OF","","","","1,346","Ground water purchased","122 WEST MAIN STREET
PO BOX 766
LARIMORE, ND 58251","701-343-2181","LARIMORE","Grand Forks"
"LARSONS DRIVE INN","","","","30","Ground water","
PO BOX 334
LARIMORE, ND 58251","701-343-2037","","Grand Forks"
"LEEDS CITY OF","","","","427","Ground water","
PO BOX 331
LEEDS, ND 58346","701-466-2930","LEEDS","Benson"
"LEGACY CO-OP","","","","150","Ground water","2988 HIGHWAY 281
PO BOX 1120
DUNSEITH, ND 58329","701-244-9765","","Rolette"
"LEHR CITY OF","","","","80","Ground water","500 MAIN STREET SOUTH
PO BOX 127
LEHR, ND 58460","701-378-2329","LEHR","McIntosh"
"LIDGERWOOD CITY OF","","","","652","Ground water purchased","15 WILEY AVE NORTH
PO BOX 290
LIDGERWOOD, ND 58053","701-538-4135","LIDGERWOOD","Richland"
"LIGNITE CITY OF","","","","155","Ground water","110 MAIN STREET
PO BOX 232
LIGNITE, ND 58752","701-933-2850","LIGNITE","Burke"
"LINCOLN CITY OF","","","","3,683","Purchased ground water under influence of surface water source","74 SANTEE RD
LINCOLN, ND 58504","701-258-7969","LINCOLN","Burleigh"
"LINTON CITY OF","","","","1,097","Surface water purchased","101 1ST ST NE
PO BOX 57
LINTON, ND 58552","701-254-4267","LINTON","Emmons"
"LISBON CITY OF","","","","2,154","Ground water","423 MAIN ST
PO BOX 1079
LISBON, ND 58054","701-683-4140","LISBON","Ransom"
"LITCHVILLE CITY OF","","","","172","Ground water purchased","421 WEST MAIN ST
VALLEY CITY, ND 58072","701-845-1117","LITCHVILLE","Barnes"
