"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ALTO","","","","2,545","Ground water","186 Wade Street
ALTO, GA 30510","706-968-2702","ALTO","Habersham"
"AMBERWOOD SUBDIVISION","","","","434","Ground water","
1800 CHANDLER ROAD
STATESBORO, GA 30458","912-852-3456","STATESBORO","Bulloch"
"AMBROSE","","","","380","Ground water","P.O. Box 147
AMBROSE, GA 31512","912-359-2078","AMBROSE","Coffee"
"AMERICUS","","","","14,524","Ground water","104 Mill Creek Road
AMERICUS, GA 31709","229-924-4419","","Sumter"
"ANDERSON S/D","","","","26","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bryan"
"ANDERSONVILLE","","","","274","Ground water","P.O. Box 35
106 N. Oglethorpe St.
ANDERSONVILLE, GA 31711-0035","229-942-2068","ANDERSONVILLE","Sumter"
"ANGLER`S EDGE SUBDIVISION","","","","25","Ground water","10 Bryce Industrial Dr.
SAVANNAH, GA 31405","912-721-5581","","Liberty"
"APPALACHEE WOODS SUBDIVISION","","","","292","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","","Morgan"
"APPLE ACRES-KINGSTON-GATEWOOD","","","","304","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","","Madison"
"APPLE PIE RIDGE SUBDIVISION","","","","44","Surface water purchased","12 Landings Way
SAVANNAH, GA 31411","912-313-1977","BALDWIN","Banks"
"ARABI","","","","450","Ground water","P.O. BOX 177
ARABI, GA 31712","229-273-5096","ARABI","Crisp"
"ARCADE MOBILE HOME PARK","","","","76","Ground water","106 MARTY WAY
JEFFERSON, GA 30549","706-367-1932","","Jackson"
"ARCADIA SUBDIVISION","","","","81","Ground water","Post Office Box 411
MELDRIM, GA 31318-0411","912-660-2551","","Liberty"
"ARCHER-LAKE LUCK","","","","100","Ground water","21000 GA HWY. 129 NORTH
CLAXTON, GA 30417","888-541-9810","","Emanuel"
"ARCHER-RANCH PARK","","","","200","Ground water","21000 GA HWY. 129 NORTH
CLAXTON, GA 30417","888-541-9810","","Emanuel"
"ARGYLE","","","","205","Ground water","Post Office Box 156
ARGYLE, GA 31623","912-548-0056","ARGYLE","Clinch"
"ARGYLE VILLAGE SUBDIVISION","","","","57","Ground water","Post Office Box 411
MELDRIM, GA 31318-0411","912-660-2551","SAVANNAH","Chatham"
"ARLINGTON","","","","1,451","Ground water","PO Box 126
ARLINGTON, GA 39813-0126","229-725-4276","ARLINGTON","Calhoun"
"ARLINGTON TERRACE MHP","","","","62","Ground water","PO Box 6685
AMERICUS, GA 31709-6685","229-942-4338","AMERICUS","Sumter"
"ARMOR BRIDGE MARINA","","","","50","Ground water","1111 Polo Circle - Suite 101
GREENSBORO, GA 30642","706-453-9690","GREENSBORO","Greene"
"ARNOLDSVILLE","","","","1,391","Ground water","PO Box 2
ARNOLDSVILLE, GA 30614","706-743-5996","LEXINGTON","Oglethorpe"
"ARROW WOOD SUBDIVISION","","","","65","Ground water","930 Newton Bridge Road
ATHENS, GA 30607","706-543-9353","","Oglethorpe"
"ARROWHEAD LAKE WATER ASSOC.","","","","234","Ground water","1182 TRIUNE MILL ROAD
THOMASTON, GA 30286","706-647-3559","THOMASTON","Upson"
"ARROWHEAD LANDING SUBDIVISION","","","","192","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","","Putnam"
"ASH MOUNTAIN WATER SYSTEM","","","","42","Ground water","9607 DUNCAN BRIDGE RD.
CLEVELAND, GA 30528","706-348-6215","","White"
"ASHBURN","","","","4,178","Ground water","P.O. BOX 766
259 EAST WASHINGTON AVENUE
ASHBURN, GA 31714","229-567-3431","ASHBURN","Turner"
"ASHLAND SUBDIVISION","","","","140","Ground water","PO Box 1168
WATKINSVILLE, GA 30677-1168","706-769-2814","WATKINSVILLE","Oconee"
"ASHLEY MARSH/EGRET'S PASS","","","","91","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","BRUNSWICK","Glynn"
"ASHURST SUBDIVISION","","","","216","Ground water","611 PINEVIEW DRIVE
VALDOSTA, GA 31602-4801","229-242-6097","VALDOSTA","Lowndes"
"ASPEN WOODS LAKE","","","","88","Ground water","25 Bannister Dr
ROSWELL, GA 30075","770-256-8310","","Coweta"
"ASPINWALL`S MOBILE HOME PARK","","","","125","Ground water","POB 586
BLACKSHEAR, GA 31516-0586","912-449-3182","BLACKSHEAR","Pierce"
"ATHENS BOAT CLUB","","","","325","Ground water","207 ABC DOGWOOD DR
DAWSONVILLE, GA 30534","706-216-2256","DAWSONVILLE","Dawson"
"ATHENS YMCA CAMP","","","","225","Ground water","P O Box 8
TALLUAH FALLS, GA 30573","706-754-6912","TALLULAH FALLS","Rabun"
"ATHENS-CLARKE CO WATER SYSTEM","https://www.accgov.com/ccr","https://www.accgov.com/214/Public-Utilities","ACC PUD, ACC Public Utilities Department, Athens Water Department, Athens-Clarke County Public Utilities Department","120,266","Surface water","124 E. Hancock Avenue
ATHENS, GA 30601","706-613-3470","ATHENS","Clarke"
"ATLANTA","http://www.atlantawatershed.org/bureaus/drink/drink.htm","","","650,000","Surface water","2630 Ridgewood Road
ATLANTA, GA 30327","404-982-1472","ATLANTA","DeKalb, Fulton"
"ATLANTA YACHT CLUB, INC.","","","","30","Ground water","2887 Know Hill Drive, SE
ATLANTA, GA 30339","404-316-0610","","Cherokee"
"ATLANTA-FULTON COUNTY WATER RESOURCES","","","","0","Surface water","9750 SPRUILL RD.
ALPHARETTA, GA 30022","678-942-2791","ALPHARETTA","Fulton"
"ATTAPULGUS","","","","723","Ground water","P.O. Box 99
ATTAPULGUS, GA 39815-0099","229-465-3322","ATTAPULGUS","Decatur"
"AUBURN","","","","7,387","Surface water purchased","1369 4TH AVE
AUBURN, GA 30011","770-963-4002","AUBURN","Barrow"
"AUBURN MOBILE HOME PARK","","","","125","Surface water purchased","275 CARTER RD LOT 3
AUBURN, GA 30011","770-513-3151","","Barrow"
"AUGUSTA SAILING CLUB","","","","112","Ground water","431 WATEROAK LANE
MARTINEZ, GA 30907","706-863-9359","","Columbia"
"AUGUSTA-RICHMOND CO WS","http://augustaga.gov/index.aspx?nid=751","","","204,000","Surface water","1731 TOBACCO RD.
AUGUSTA, GA 30906","706-821-4212","AUGUSTA","Richmond"
"AURIGA FARMS","","","","585","Ground water","10 Bryce Industrial Dr.
SAVANNAH, GA 31405","912-721-5581","","Effingham"
"AUSTELL","","","","7,774","Surface water purchased","5000 Austell-Powder Springs Road
Suite 105
AUSTELL, GA 30106-2427","678-564-0869","AUSTELL","Cobb"
"AVERA","","","","202","Ground water","POB 125
AVERA, GA 30803-0125","706-547-6272","AVERA","Jefferson"
"AZALEA MOBILE HOME PLAZA","","","","300","Ground water","950 Harbins Road N.W., Unit 111
LILBURN, GA 30047","912-234-2811","","Chatham"
"AZALEA POINT","","","","1,037","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Effingham"
"BACONTON","","","","985","Ground water","POB 399
BACONTON, GA 31716-0399","229-787-5511","BACONTON","Mitchell"
"BAILEY PLANTATION SUBDIVISION","","","","355","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bryan"
"BAINBRIDGE","","","","13,302","Ground water","POB 158
BAINBRIDGE, GA 39818-0158","229-248-2014","BAINBRIDGE","Decatur"
"BAINBRIDGE EXPRESS #2","","","","50","Ground water","1921 Spring Creek Road
BAINBRIDGE, GA 39817","229-977-7272","BAINBRIDGE","Decatur"
"BAINBRIDGE HIGH SCHOOL","","","","1,580","Ground water","POB 158
BAINBRIDGE, GA 39818-0158","229-248-2000","","Decatur"
"BAKER FARMS MIGRANT CAMP","","","","250","Ground water","38 Montgomery Lane
ADEL, GA 31620","229-251-2914","","Colquitt"
"BALDWIN","","","","4,160","Surface water","POB 247
BALDWIN, GA 30511-0247","706-778-6341","BALDWIN","Habersham"
"BALDWIN COUNTY","","","","23,067","Surface water purchased","121 N. Wilkison Suite 314
MILLEDGEVILLE, GA 31061","478-445-6320","","Baldwin"
"BALDWIN FOREST SUBDIVISION","","","","31","Ground water","607 Old Phoenix Road
EATONTON, GA 31024","706-484-1922","","Baldwin"
"BALL GROUND","","","","2,470","Ground water","PO Box 285
BALL GROUND, GA 30107-0285","770-735-2123","","Cherokee"
"BAMBOO POINT S/D HOA","","","","78","Ground water","POB 75
HARTWELL, GA 30643-0075","770-329-1377","HARTWELL","Hart"
"BANKS CO - MOUNTAIN CREEK","","","","6,453","Surface water","150 HUDSON RIDGE   SUITE 1
HOMER, GA 30547","706-677-6200","","Banks"
"BANKS LAKE POINTE SUBDIVISION","","","","198","Ground water","POB 26
NAYLOR, GA 31641-0026","229-247-2069","","Lanier"
"BANKS MOUNTAIN S/D","","","","57","Ground water","9607 Duncan Bridge Road
CLEVELAND, GA 30528","706-348-6215","","Hall"
"BAPTIST VILLAGE","","","","308","Ground water","2650 Carswell Avenue
WAYCROSS, GA 31503-4081","912-283-7050","WAYCROSS","Ware"
"BAR D RANCH SUBDIVISION","","","","57","Ground water","Post Office Box 411
MELDRIM, GA 31318-0411","912-660-2551","","Bryan"
"BAR W MOBILE HOME PARK","","","","39","Ground water","558 MIKE HORNE RD.
DOERUN, GA 31744","229-891-4855","TIFTON","Tift"
"BARBARA DEAN'S STEAKHOUSE","","","","25","Ground water","7460 Hatch Parkway North
BAXLEY, GA 31513","912-366-0300","","Appling"
"BAREFOOT HILLS SUBDIVISION","","","","62","Ground water","PO Box 2381
BLAIRSVILLE, GA 30514-2381","706-745-2033","","Towns"
"BARKCO VILLAGE SUBDIVISION","","","","99","Ground water","P.O Box 836
LAKE PARK, GA 31636-0836","229-559-7290","LAKE PARK","Lowndes"
"BARNESVILLE","","","","6,755","Surface water","109 FORSYTH STREET
BARNESVILLE, GA 30204","770-358-0181","BARNESVILLE","Lamar"
"BARNETTS BLUFF","","","","140","Ground water","PO Box 1168
WATKINSVILLE, GA 30677-1168","706-769-2814","WATKINSVILLE","Oconee"
"BARRETTS MOBILE HOME COURT","","","","62","Ground water","2937 MOORE CROSSING RD.
VALDOSTA, GA 31606","229-834-7930","VALDOSTA","Lowndes"
"BARRINGTON SUBDIVISION","","","","75","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Effingham"
"BARROW COUNTY BOC TRANSMISSION MAINS","","","","39,000","Surface water purchased","30 North Broad Street
WINDER, GA 30680","770-307-3005","","Barrow"
"BARROW COUNTY WATER SYSTEM","","","","14,043","Surface water purchased","625 Highway 211 NE
WINDER, GA 30680","770-307-3014","","Barrow"
"BARTOW","","","","280","Ground water","POB 248
BARTOW, GA 30413-0248","478-364-3300","BARTOW","Jefferson"
"BARTOW COUNTY","","","","57,720","Surface water purchased","POB 850
CARTERSVILLE, GA 30120-0850","770-387-5170","CARTERSVILLE","Bartow"
"BARWICK","","","","497","Ground water","PO BOX 146
BARWICK, GA 31720","229-735-2311","BARWICK","Brooks"
"BASF - MAIN PLANT","","","","276","Ground water","1277 Dedrick Road
MCINTYRE, GA 31054","478-946-7552","MCINTYRE","Wilkinson"
"BASF CORPORATION","","","","200","Ground water","PO Box 220
ATTAPULGUS, GA 39815-0220","229-465-2300","ATTAPULGUS","Decatur"
"BASHLORS MOBILE HOME PARK","","","","55","Ground water","1 Savannah Square Drive #52
SAVANNAH, GA 31406","912-598-0808","","Chatham"
"BAXLEY","","","","4,741","Ground water","P.O. Box 290
282 East Parker Street
BAXLEY, GA 31515","912-367-8300","BAXLEY","Appling"
"BAY MEADOWS ESTATES","","","","1,175","Ground water","209 South Grady Avenue
DOUGLAS, GA 31533","912-384-6090","","Coffee"
"BAYWOOD PLANTATION","","","","29","Ground water","10 Bryce Industrial Dr.
SAVANNAH, GA 31405","912-721-5581","","McIntosh"
"BEACHTON PLACE","","","","133","Ground water","PO Box 435
CAIRO, GA 39828","229-378-7648","CAIRO","Grady"
"BEAR BRANCH MOBILE HOME PARK","","","","31","Ground water","7739 Enoch Lake Circle
LAKE PARK, GA 31636","229-561-7400","VALDOSTA","Lowndes"
"BEAR CREEK MOBILE HOME PARK","","","","145","Ground water","60 BEAR CREEK CIRCLE
DOUGLAS, GA 31535","912-389-3933","","Coffee"
"BEAR CREEK SUBDIVISION","","","","406","Ground water","12 Landings Way
SAVANNAH, GA 31411","912-313-1977","","Colquitt"
"BEARDEN ESTATES","","","","52","Ground water","930 Newton Bridge Road
ATHENS, GA 30607","706-543-9353","","Walton"
"BEARDS CREEK MHP","","","","307","Ground water","2485 GA HWY 196
GLENNVILLE, GA 30427","912-654-4592","","Tattnall"
"BEAULIEU VILLAGE SUBDIVISION","","","","143","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","SAVANNAH","Chatham"
"BEAUMONT PLANTATION","","","","143","Ground water","P. O. BOX 322
STATESBORO, GA 30459-0322","912-536-2850","","Bulloch"
"BEAVER CREEK - CROSSWAY COTTAGES","","","","403","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bulloch"
"BEAVER DAM ESTATES","","","","99","Ground water","PO Box 1168
WATKINSVILLE, GA 30677-1168","706-769-2814","","Putnam"
"BEAVER DAM ESTATES M. H. P.","","","","78","Ground water","2430 CHEROKEE RD
ATHENS, GA 30605","704-996-2994","ATHENS","Clarke"
"BEAVER DAM MARINA","","","","50","Ground water","1155 MARINA DRIVE
ELBERTON, GA 30635","706-213-6462","ELBERTON","Elbert"
"BEAVER HILL MOBILE HOME PARK","","","","133","Ground water","9512 CECIL NOBLES HWY
LUDOWICI, GA 31316","912-256-6824","","Long"
"BEAVER RUIN SUBDIVISION","","","","94","Surface water purchased","PO Box 1216
CUMMING, GA 30028-1216","770-887-3211","","Forsyth"
"BEAVER RUN RV PARK","","","","30","Ground water","22321 Excelsior Church Road
METTER, GA 30439","912-362-4737","METTER","Candler"
"BEAVERDAM MOBILE HOME PARK","","","","39","Ground water","22 Henley Cr
POWDER SPRINGS, GA 30127","770-653-9166","ELBERTON","Elbert"
"BEDFORD ACRES","","","","31","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Glynn"
"BEL-AIRE ESTATES ANNEX S/D","","","","117","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","BRUNSWICK","Glynn"
"BELFAST RIVER LANDING - JERICO S/D","","","","135","Ground water","10 Bryce Industrial Dr.
SAVANNAH, GA 31405","912-721-5581","","Bryan"
"BELL VIEW SHORES SUBDIVISION","","","","65","Ground water","PO Box 1168
WATKINSVILLE, GA 30677-1168","706-769-2814","","Morgan"
"BELLAIRE VILLAGE SUBDIVISION","","","","57","Ground water","Post Office Box 411
MELDRIM, GA 31318-0411","912-660-2551","SAVANNAH","Chatham"
"BELLE BLUFF CAMPGROUND","","","","78","Ground water","116 Cedar Point Drive
SAVANNAH, GA 31405","912-656-5351","","McIntosh"
"BELLE BLUFF ESTATES","","","","88","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","McIntosh"
"BELLVILLE","","","","365","Ground water","Post Office Box 121
BELLVILLE, GA 30414-0121","912-739-1310","BELLVILLE","Evans"
"BELVEDERE ISLAND","","","","283","Ground water","1010 CLUBHOUSE LOOP   NE
TOWNSEND, GA 31331","912-832-2819","","McIntosh"
"BENNETT ESTATES","","","","52","Ground water","2885 Beechwood Drive
Lot 16
JESUP, GA 31545","912-294-4500","JESUP","Wayne"
"BENT CREEK SUBDIVISION","","","","203","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","","Barrow"
"BENT TREE","","","","2,909","Surface water","40 Little Pine Mtn. Rd. #20202
JASPER, GA 30143","770-893-2629","JASPER","Pickens"
"BENTON BAY MOBILE HOME PARK","","","","66","Ground water","212 Lyman Hall
SAVANNAH, GA 31410","912-409-2875","","Long"
"BERKSHIRE SUBDIVISION","","","","218","Ground water","PO BOX 1808
STATESBORO, GA 30459-1808","912-212-0437","","Bulloch"
"BERLIN","","","","575","Ground water","P. O. BOX 188
BERLIN, GA 31722","229-324-2444","BERLIN","Colquitt"
"BERRY COLLEGE","","","","2,200","Surface water","POB 490339
MOUNT BERRY, GA 30149-0339","706-236-2231","MOUNT BERRY","Floyd"
"BERRYVILLE (FKA INDIGO WOODS)","","","","26","Ground water","601 North Laurel Street
SPRINGFIELD, GA 31329","912-754-2111","","Effingham"
"BETHANY HILLS WATER SYSTEM","","","","123","Ground water","PO BOX 3610
VALDOSTA, GA 31604-3610","229-242-4088","VALDOSTA","Lowndes"
"BETHESDA HOME FOR BOYS","","","","126","Ground water","9520 FERGUSON AVENUE
SAVANNAH, GA 31406","912-313-0374","","Chatham"
"BEVEL CREEK SUBDIVISION","","","","156","Ground water","P.O Box 836
LAKE PARK, GA 31636-0836","229-559-7290","LAKE PARK","Lowndes"
"BIG CANOE SUBDIVISION","","","","6,396","Surface water","12 Landings Way
SAVANNAH, GA 31411","912-313-1977","JASPER","Pickens"
"BIG HOUSE-ATTAPULGUS","","","","100","Ground water","344 Scott Road
BRINSON, GA 39825","229-248-0485","BAINBRIDGE","Decatur"
"BIG OAK ESTATES","","","","109","Ground water","12 Landings Way
SAVANNAH, GA 31411","912-313-1977","","Lee"
"BIG TREE ESTATES","","","","38","Ground water","166 Merion
ST. SIMONS ISLAND, GA 31522","912-222-4575","","McIntosh"
"BIRCHMORE HILLS SUBDIVISION","","","","122","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","WATKINSVILLE","Oconee"
"BIRD ROAD TRAILER PARK","","","","107","Ground water","950 Harbins Road NW, Unit 111
LILBURN, GA 30047","770-780-8773","STATESBORO","Bulloch"
"BIRDSONG PEANUTS","","","","50","Ground water","P.O.Box 279
SYLVESTER, GA 31791","229-400-8222","SYLVESTER","Worth"
"BLACK CREEK FARMS SUBDIVISION","","","","320","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bryan"
"BLACK CREEK FARMS WEST","","","","291","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bryan"
"BLACK CREEK GOLF-BREWTON ACRES","","","","541","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Bryan"
"BLACK CREEK SCHOOL","","","","58","Ground water","8810 Highway 280  East
BLACK CREEK, GA 31308","912-851-4000","PEMBROKE","Bryan"
"BLACKSHEAR","","","","5,811","Ground water","318 Taylor St
BLACKSHEAR, GA 31516","912-449-7001","BLACKSHEAR","Pierce"
"BLAIRSVILLE","","","","4,035","Surface water","POB 307
BLAIRSVILLE, GA 30512-0307","706-745-2000","BLAIRSVILLE","Union"
"BLAKELY","","","","5,643","Ground water","POB 350
BLAKELY, GA 39823-0350","229-723-3677","BLAKELY","Early"
"BLAND FARMS #1","","","","200","Ground water","1126 RAYMOND BLAND RD.
GLENNVILLE, GA 30427","912-654-7122","REIDSVILLE","Tattnall"
"BLAND FARMS #2","","","","200","Ground water","1126 RAYMOND BLAND RD.
GLENNVILLE, GA 30427","912-654-7122","","Tattnall"
"BLOOD MOUNTAIN CABINS","","","","50","Ground water","12829 Gainesville Hwy
BLAIRSVILLE, GA 30512","706-745-9154","BLAIRSVILLE","Union"
"BLOOMINGDALE","","","","2,500","Ground water","POB 216
BLOOMINGDALE, GA 31302","912-748-0970","BLOOMINGDALE","Chatham"
"BLUE HOLE MOBILE HOME PARK","","","","35","Ground water","PO Box 158
NEWINGTON, GA 30446-0158","912-857-3534","NEWINGTON","Screven"
"BLUE RIDGE WATER SYSTEM","","","","6,112","Surface water","480 W FIRST ST
BLUE RIDGE, GA 30513","706-632-2091","BLUE RIDGE","Fannin"
"BLUE SPRINGS S/D","","","","138","Ground water","P.O. BOX 80745
ATLANTA, GA 30366","404-234-3629","","Morgan"
"BLUERIDGE OVERLOOK SUBDIVISION","","","","205","Ground water","9607 DUNCAN BRIDGE RD.
CLEVELAND, GA 30528","706-348-6215","","Lumpkin"
"BLUFFTON","","","","143","Ground water","205 Pine Street N
BLUFFTON, GA 39824","229-641-2675","BLUFFTON","Clay"
"BLYTHE","","","","1,022","Ground water","294 Church Street
BLYTHE, GA 30805","706-592-6255","BLYTHE","Richmond"
"BLYTHE ISLAND REGIONAL PARK","","","","252","Ground water","1725 REYNOLDS STREET
SUITE 302
BRUNSWICK, GA 31520","912-554-7401","BRUNSWICK","Glynn"
"BOBBY BROWN PARK","","","","150","Ground water","45 Forest Ave.
ELBERTON, GA 30635","706-283-2000","ELBERTON","Elbert"
"BOGGS ACADEMY","","","","35","Ground water","PO Box 178
4729 Quaker Road
KEYSVILLE, GA 30816","706-247-1912","","Burke"
"BON AIR APARTMENTS","","","","31","Ground water","2030 Savannah Hwy
JESUP, GA 31545","912-530-7665","JESUP","Wayne"
"BONAPARTE`S RETREAT, INC.","","","","351","Ground water","38 WELLINGTON AVENUE
GEORGETOWN, GA 39854","229-894-8333","GEORGETOWN","Quitman"
"BOND CROSSING S/D","","","","57","Surface water purchased","607 Old Phoenix Road
EATONTON, GA 31024","706-484-1922","","Oconee"
"BONNER TRIPLE B RESTAURANT","","","","210","Ground water","ROUTE 1, BOX 1500 BONNER LANE
BUCKHEAD, GA 30625","706-342-9610","BUCKHEAD","Morgan"
"BOSTON","","","","1,388","Ground water","POB 370
BOSTON, GA 31626-0370","229-498-6743","BOSTON","Thomas"
"BOSTWICK WATER SYSTEM","","","","471","Surface water purchased","POB 129
5941 Bostwick Highway (City Hall)
BOSTWICK, GA 30623-0129","706-343-0065","BOSTWICK","Morgan"
"BOWDON","","","","6,045","Surface water","136 City Hall Avenue
BOWDON, GA 30108","770-258-8980","BOWDON","Carroll"
"BOWEN MOBILE ESTATES","","","","55","Ground water","112 ROOSEVELT ST.
CAMILLA, GA 31730","229-336-5669","CAMILLA","Mitchell"
"BOWERSVILLE","","","","523","Surface water purchased","P.O. BOX 106
1126 WEST MAIN STREET
BOWERSVILLE, GA 30516","706-245-8971","BOWERSVILLE","Hart"
"BOWMAN WATER SYSTEM","","","","1,025","Ground water","POB 549
BOWMAN, GA 30624","706-245-5432","BOWMAN","Elbert"
"BOYETTE FARMS","","","","139","Ground water","PO BOX 4166
VALDOSTA, GA 31604-4166","229-740-2166","LAKELAND","Lanier"
"BOYKIN RIDGE SUBDIVISION","","","","109","Ground water","10 Bryce Industrial Dr
SAVANNAH, GA 31405","912-352-9339","","Glynn"
"BOYNTON GROVE MHP","","","","39","Ground water","7185 FLINT RD.
BACONTON, GA 31716","229-336-0160","BACONTON","Mitchell"
"BRADFORD PLACE","","","","245","Ground water","PO BOX 1808
STATESBORO, GA 30459-1808","912-212-0437","STATESBORO","Bulloch"
"BRANTLEY CO MIDDLE SCHOOL","","","","570","Ground water","272 School Circle
NAHUNTA, GA 31553","912-462-6176","","Brantley"
