"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"BLACK MTN UTILITY/COXTON","","","","356","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/DAYHOIT","","","","1,954","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/KENVIR","","","","1,396","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/LOUELLEN","","","","520","Purchased ground water under influence of surface water source","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/ROSSPOINT","","","","1,889","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/SUKEY RIDGE","","","","740","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLACK MTN UTILITY/WALLINS","","","","1,485","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"BLOOMFIELD WATER & SEWER DEPT","","","","5,771","Surface water purchased","PO BOX 204
BLOOMFIELD, KY 40008","502-249-0741","","Nelson"
"BLUE GRASS ARMY DEPOT","","","","500","Surface water","431 BATTLEFIELD MEMORIAL HWY
RICHMOND, KY 40475","859-779-6268","","Madison"
"BLUEGRASS STATION","","","","3,000","Surface water purchased","5751 BRIAR HILL RD
LEXINGTON, KY 40516","859-293-4213","","Fayette"
"BOONE CO WATER & SEWER DISTRICT","","","","66,300","Surface water purchased","PO BOX 18
BURLINGTON, KY 41005","859-586-6155","","Boone"
"BOONE-FLORENCE WATER COMMISSION","","","","25","Surface water purchased","PO BOX 998
BURLINGTON, KY 41005","859-586-5190","","Boone"
"BOONEVILLE WATER AND SEWER","","","","5,346","Surface water","PO BOX 218
BOONEVILLE, KY 41314","606-593-5281","","Owsley"
"BOWLING GREEN MUNICIPAL UTILITIES","","","","44,912","Surface water","PO BOX 10300
BOWLING GREEN, KY 42102","270-782-4366","","Warren"
"BRACKEN COUNTY WATER DISTRICT","","","","6,456","Ground water purchased","PO BOX 201
BROOKSVILLE, KY 41004","606-735-3513","","Bracken"
"BRANDENBURG WATER WORKS","","","","4,333","Ground water","PO BOX 305
BRANDENBURG, KY 40108","270-422-4981","","Meade"
"BREATHITT CO WATER DISTRICT","","","","5,068","Surface water purchased","1137 MAIN ST SUITE 305
JACKSON, KY 41339","606-666-3800","","Breathitt"
"BRODHEAD WATER WORKS","","","","1,613","Surface water purchased","PO BOX 556
BRODHEAD, KY 40409","606-758-8635","","Rockcastle"
"BRONSTON WATER ASSOCIATON INC","","","","5,114","Surface water purchased","PO BOX 243
BRONSTON, KY 42518","606-561-5209","","Pulaski"
"BROOKSVILLE UTILITY","","","","977","Ground water purchased","PO BOX 216
BROOKSVILLE, KY 41004","606-735-2619","","Bracken"
"BROWNSVILLE MUNICIPAL WATER SYSTEM","","","","1,441","Surface water purchased","PO BOX 238
BROWNSVILLE, KY 42210","270-597-3814","","Edmonson"
"BUFFALO TRAIL WATER ASSOC","","","","4,514","Surface water purchased","41135 US HWY 62
MAYSLICK, KY 41055","606-763-6516","","Mason"
"BULLOCK PEN WATER DISTRICT","","","","20,048","Surface water","PO BOX 188
CRITTENDEN, KY 41030","859-428-2112","","Grant"
"BURGIN WATER DEPARTMENT","","","","1,426","Surface water purchased","PO BOX 323
BURGIN, KY 40310","859-748-5220","","Mercer"
"BURKESVILLE WATER WORKS","","","","2,566","Surface water","PO BOX 250
BURKESVILLE, KY 42717","270-864-5670","","Cumberland"
"BURNSIDE WATER COMPANY","","","","2,284","Surface water","PO BOX 304
BURNSIDE, KY 42519","606-561-4216","","Pulaski"
"BUTLER COUNTY WATER SYSTEM INC","","","","14,256","Surface water","PO BOX 10180
BOWLING GREEN, KY 42102","270-842-0052","","Butler"
"BUTLER WATER WORKS","","","","980","Surface water purchased","PO BOX 229
BUTLER, KY 41006","859-472-5015","","Pendleton"
"BUZZARD ROCK RESORT AND MARINA","","","","150","Ground water","985 BUZZARD ROCK RD
KUTTAWA, KY 42055","270-388-7925","","Lyon"
"CADIZ MUNICIPAL WATER CO","","","","5,609","Surface water","PO BOX 1465
CADIZ, KY 42211","270-522-8144","","Trigg"
"CALDWELL COUNTY WATER DISTRICT","","","","6,000","Surface water purchased","118 W MARKET ST
PRINCETON, KY 42445","270-365-9381","","Caldwell"
"CALHOUN WATER WORKS","","","","966","Surface water purchased","PO BOX 294
CALHOUN, KY 42327","270-977-7716","","McLean"
"CALVERT CITY MUNICIPAL WATER DEPARTMENT","","","","4,381","Ground water","PO BOX 36
CALVERT CITY, KY 42029","270-395-7138","","Marshall"
"CAMP MICHAELS DAN BEARD COUNCIL","","","","50","Ground water purchased","3486 HATHAWAY RD
UNION, KY 41091","859-912-0691","","Boone"
"CAMP NATHANIEL","","","","200","Ground water","PO BOX 129
EMMALENA, KY 41740","606-251-3231","","Knott"
"CAMP ROBERT C WEBB","","","","250","Ground water","1486 CAMP WEBB RD
GRAYSON, KY 41143","606-474-5055","","Carter"
"CAMP TURNABOUT","","","","429","Ground water","68 VIVIAN DR
FLORENCE, KY 41042","859-525-7598","","Boone"
"CAMPBELLSVILLE MUNICIPAL WATER","","","","24,874","Surface water","110 S COLUMBIA AVE, SUITE A
CAMPBELLSVILLE, KY 42718","270-789-3133","","Taylor"
"CAMPTON WATER SYSTEM","","","","6,600","Surface water","PO BOX 35
CAMPTON, KY 41301","606-668-3574","","Wolfe"
"CANEYVILLE MUNICIPAL WATER WORKS","","","","2,171","Surface water purchased","PO BOX 69
CANEYVILLE, KY 42721","270-879-9701","","Grayson"
"CANNONSBURG WATER DISTRICT","","","","8,953","Surface water purchased","1606 CANNONSBURG RD
ASHLAND, KY 41102","606-928-9808","","Boyd"
"CARLISLE CO BOARD OF EDUCATION","","","","1,050","Ground water","4557 STATE RTE 1377
BARDWELL, KY 42023","270-628-3800","","Carlisle"
"CARLISLE WATER DEPARTMENT","","","","2,059","Surface water","107 E CHESTNUT ST
CARLISLE, KY 40311","859-289-3715","","Nicholas"
"CARROLL CO WATER DISTRICT #1","","","","5,934","Ground water","205 MAIN CROSS
GHENT, KY 41045","502-347-9500","","Carroll"
"CARROLLTON UTILITIES","","","","5,729","Ground water","PO BOX 269
CARROLLTON, KY 41008","502-732-7065","","Carroll"
"CAVE RUN REGIONAL WT COMM","","","","25","Surface water","PO BOX 20
WELLINGTON, KY 40387","606-768-6665","","Menifee"
"CAVELAND ENVIRONMENTAL AUTHORITY, INC.","","","","4,256","Surface water purchased","PO BOX 426
CAVE CITY, KY 42127","270-773-2887","","Barren"
"CAWOOD WATER DISTRICT","","","","4,428","Surface water","PO BOX 429
CAWOOD, KY 40815","606-573-3744","","Harlan"
"CAWOOD WATER-PATHFORK","","","","463","Surface water purchased","PO BOX 429
CAWOOD, KY 40815","606-573-3744","","Harlan"
"CENTER RIDGE WATER DISTRICT #2","","","","377","Ground water","1980 BUFFALO RD
NEW CONCORD, KY 42076","270-436-6304","","Calloway"
"CENTER RIDGE WATER DISTRICT #3","","","","208","Ground water","1980 BUFFALO RD
NEW CONCORD, KY 42076","270-436-6304","","Calloway"
"CENTER RIDGE WATER DISTRICT #4","","","","140","Ground water","1980 BUFFALO RD
NEW CONCORD, KY 42076","270-436-6304","","Calloway"
"CENTER RIDGE WATER SYSTEM","","","","273","Ground water","1980 BUFFALO RD
NEW CONCORD, KY 42076","270-436-6304","","Calloway"
"CENTERTOWN WATER SYSTEM","","","","1,485","Surface water purchased","PO BOX 517
CENTERTOWN, KY 42328","270-232-5801","","Ohio"
"CENTRAL CITY WATER & SEWER","","","","5,601","Surface water","P.O. BOX 430
CENTRAL CITY, KY 42330","270-754-5160","","Muhlenberg"
"CENTURY ALUMINUM SEBREE LLC","","","","600","Surface water","9404 STATE RTE 2096
ROBARDS, KY 42452","270-521-6321","","Henderson"
"CHRISTIAN CO WATER DISTRICT","","","","15,841","Surface water purchased","PO BOX 7
HOPKINSVILLE, KY 42241","270-886-3696","","Christian"
"CITY OF SOUTH SHORE WATER WORKS","","","","6,798","Ground water","P.O. BOX 516
SOUTH SHORE, KY 41175","606-932-6144","","Greenup"
"CITY OF WEST POINT","","","","975","Surface water purchased","350 E NEW ST
RADCLIFF, KY 40160","270-351-6270","","Hardin"
"CLAY CITY WATER SYSTEM","","","","2,153","Surface water purchased","PO BOX 548
CLAY CITY, KY 40312","606-569-6533","","Powell"
"CLAY WATER WORKS","","","","1,287","Surface water purchased","PO BOX 425
CLAY, KY 42404","270-635-2595","","Webster"
"CLOVERPORT WATER & SEWER SYSTEM","","","","1,560","Ground water purchased","212 W MAIN ST
CLOVERPORT, KY 40111","270-788-6487","","Breckinridge"
"COLUMBIA/ADAIR UTILITIES DISTRICT","","","","22,113","Surface water","PO BOX 567
COLUMBIA, KY 42728","270-384-2181","","Adair"
"COLUMBUS WATER WORKS","","","","300","Ground water","PO BOX 17
COLUMBUS, KY 42032","270-562-0851","","Hickman"
"CORBIN UTILITIES COMMISSION","","","","16,065","Surface water","PO BOX 1350
CORBIN, KY 40702","606-528-4026","","Whitley"
"CORINTH WATER DISTRICT","","","","3,139","Surface water purchased","PO BOX 218
CORINTH, KY 41010","859-824-7110","","Grant"
"CRAB ORCHARD WATER DISTRICT","","","","1,488","Surface water purchased","PO BOX 87
CRAB ORCHARD, KY 40419","606-355-2319","","Lincoln"
"CRITTENDEN-LIVINGSTON CO WATER DISTRICT","","","","9,571","Surface water","620 EAST MAIN
SALEM, KY 42078","270-988-2680","","Livingston"
"CUMBERLAND CO WATER DISTRICT","","","","7,099","Surface water purchased","133 LOWER RIVER ST
BURKESVILLE, KY 42717","270-864-3133","","Cumberland"
"CUMBERLAND FALLS HIGHWAY WATER DISTRICT","","","","8,969","Surface water purchased","6926 CUMBERLAND FALLS HWY
CORBIN, KY 40701","606-528-0222","","Whitley"
"CUMBERLAND GAP NHP/HENSLEY","","","","25","Ground water","91 BARTLETT RD
MIDDLESBORO, KY 40965","606-246-1109","","Bell"
"CUMBERLAND GAP NHP/PINNACLE","","","","50","Ground water","91 BARTLETT RD
MIDDLESBORO, KY 40965","606-246-1109","","Bell"
"CUMBERLAND MUNICIPAL WATER WORKS","","","","3,505","Surface water","402 W. MAIN ST
CUMBERLAND, KY 40823","606-589-4002","","Harlan"
"CUNNINGHAM WATER DISTRICT","","","","475","Ground water","626 ELMOS RD
SEDALIA, KY 42079","270-748-7040","","Carlisle"
"CYNTHIANA MUNICIPAL WATER WORKS","","","","7,263","Surface water","PO BOX 67
CYNTHIANA, KY 41031","859-234-7159","","Harrison"
"CYPRESS COVE RV PARK LLC","","","","118","Ground water","255 LAKEVIEW CABIN DR
NEW CONCORD, KY 42076","270-436-2150","","Calloway"
"CYPRESS SPRINGS RESORT","","","","200","Ground water","2740 CYPRESS TRAIL
NEW CONCORD, KY 42076","270-436-5496","","Calloway"
"DANVILLE CITY WATER WORKS","","","","32,600","Surface water","387 E LEXINGTON AVE
DANVILLE, KY 40422","859-238-1241","","Boyle"
"DAWSON SPRINGS WATER & SEWER","","","","3,505","Surface water","PO BOX 345
DAWSON SPRINGS, KY 42408","270-797-2844","","Hopkins"
"DEXTER ALMO HEIGHTS WATER DISTRICT","","","","2,275","Ground water purchased","351 ALMO RD
ALMO, KY 42020","270-753-9101","","Calloway"
"DIXON WATER DEPARTMENT","","","","1,253","Surface water purchased","PO BOX 197
DIXON, KY 42409","270-639-5088","","Webster"
"DOE VALLEY UTILITIES INC","","","","2,260","Ground water purchased","147 DOE VALLEY PARKWAY W
BRANDENBURG, KY 40108","270-422-2188","","Meade"
"DOMTAR PAPER BLEACHED PULP","","","","450","Ground water","PO BOX 130
HAWESVILLE, KY 42348","270-927-6961","","Hancock"
"DOMTAR PAPER CORRUGATED ME","","","","100","Ground water","PO BOX 130
HAWESVILLE, KY 42348","270-927-6961","","Hancock"
"DRAKESBORO WATER DEPARTMENT","","","","888","Surface water purchased","PO BOX 129
DRAKESBORO, KY 42337","270-476-8986","","Muhlenberg"
"DRY RIDGE WATER WORKS COMMISSION","","","","2,400","Surface water purchased","PO BOX 145
DRY RIDGE, KY 41035","859-824-3335","","Grant"
"DUKE ENERGY KY EAST BEND","","","","120","Ground water","1000 E MAIN ST
PLAINFIELD, IN 46168","317-838-1729","","Boone"
"E DAVIESS CO WATER ASSOC INC","","","","11,997","Ground water purchased","9210 STATE RTE 144
KNOTTSVILLE, KY 42366","270-281-5187","","Daviess"
"EARLINGTON WATER & SEWER","","","","1,708","Surface water purchased","103 WEST MAIN ST
EARLINGTON, KY 42410","270-383-5364","","Hopkins"
"EAST CASEY CO WATER DISTRICT","","","","12,460","Surface water purchased","PO BOX 56
LIBERTY, KY 42539","606-787-9961","","Casey"
"EAST CLARK CO WATER DISTRICT","","","","7,366","Surface water purchased","PO BOX 112
WINCHESTER, KY 40392","859-745-1458","","Clark"
"EAST LAUREL WATER DISTRICT","","","","15,857","Surface water purchased","PO BOX 726
LONDON, KY 40741","606-878-9420","","Laurel"
"EAST LOGAN WATER DISTRICT","","","","8,613","Surface water purchased","333 S FRANKLIN ST.
RUSSELLVILLE, KY 42276","270-717-0991","","Logan"
"EAST PENDLETON WATER DISTRICT","","","","5,515","Surface water purchased","PO BOX 29
FALMOUTH, KY 41040","859-654-2100","","Pendleton"
"EDDY CREEK MARINA RESORT LLC","","","","150","Ground water","7612 STATE RT 93 S
EDDYVILLE, KY 42038","270-388-2271","","Lyon"
"EDDYVILLE WATER DEPARTMENT","","","","3,843","Surface water","P.O. BOX 744
EDDYVILLE, KY 42038","270-625-0848","","Lyon"
"EDMONSON CO WATER DISTRICT","","","","29,872","Surface water","PO BOX 208
BROWNSVILLE, KY 42210","270-246-0500","","Edmonson"
"EDMONTON WATER WORKS","","","","8,515","Surface water purchased","PO BOX 374
EDMONTON, KY 42129","270-432-4844","","Metcalfe"
"ELKHORN CITY WATER DEPT","","","","1,723","Surface water purchased","PO BOX 681
ELKHORN CITY, KY 41522","606-754-5080","","Pike"
"ELKHORN WATER DISTRICT","","","","1,590","Surface water purchased","PO BOX 67
FRANKFORT, KY 40602","502-695-4431","","Franklin"
"ELKTON WATER WORKS","","","","2,780","Surface water purchased","PO BOX 578
ELKTON, KY 42220","270-265-5703","","Todd"
"ELLIS PARK RACE COURSE","","","","1,500","Ground water","PO BOX 33
HENDERSON, KY 42420","270-860-6675","","Henderson"
"EMINENCE WATER WORKS","","","","2,554","Ground water purchased","128 EMINENCE TERRACE
EMINENCE, KY 40019","502-845-4159","","Henry"
"ESTILL CO WATER DISTRICT","","","","9,501","Surface water purchased","76 CEDAR GROVE
IRVINE,, KY 40336","606-723-3795","","Estill"
"EUBANK WATER SYSTEM","","","","12,492","Surface water purchased","PO BOX 159
EUBANK, KY 42567","606-379-2211","","Pulaski"
"EVARTS MUNICIPAL WATER PLANT","","","","3,059","Groundwater under influence of surface water","PO BOX 208
EVARTS, KY 40828","606-837-3232","","Harlan"
"FALMOUTH WATER DEPARTMENT","","","","3,861","Surface water","508 E SHELBY ST
FALMOUTH, KY 41040","859-654-3328","","Pendleton"
"FARMDALE WATER DISTRICT","","","","8,203","Surface water purchased","100 HIGHWOOD DR
FRANKFORT, KY 40601","502-223-3562","","Franklin"
"FLATWOODS WATER COMPANY","","","","9,649","Surface water purchased","2513 REED ST
FLATWOODS, KY 41139","606-836-8678","","Greenup"
"FLEMING CO WATER ASSOCIATION","","","","9,693","Surface water purchased","PO BOX 327
FLEMINGSBURG, KY 41041","606-845-3981","","Fleming"
"FLEMING-NEON WATER COMPANY","","","","3,212","Surface water purchased","PO BOX 66
NEON, KY 41840","606-855-7916","","Letcher"
"FLEMINGSBURG UTILITY SYSTEM","","","","4,583","Surface water","PO BOX 406
FLEMINGSBURG, KY 41041","606-845-6861","","Fleming"
"FLORENCE WATER & SEWER","","","","29,351","Surface water purchased","8100 EWING BLVD
FLORENCE, KY 41042","859-647-5416","","Boone"
"FONDE WATER SYSTEM","","","","65","Ground water purchased","PO BOX 277
PINEVILLE, KY 40977","606-337-6611","","Bell"
"FORDSVILLE WATER DISTRICT","","","","927","Surface water purchased","PO BOX 164
FORDSVILLE, KY 42343","270-276-3008","","Ohio"
"FORT CAMPBELL","","","","18,000","Surface water purchased","PO BOX 595
FORT CAMPBELL, KY 42223","505-414-9641","","Christian"
"FOUNTAIN RUN WATER DISTRICT #1","","","","1,485","Surface water purchased","PO BOX 118
FOUNTAIN RUN, KY 42133","270-434-4080","","Monroe"
"FOUR RIVERS NUCLEAR PARTNERSHIP, LLC","","","","2,000","Surface water","5511 HOBBS RD
KEVIL, KY 42053","270-441-6412","","McCracken"
"FRANCIS WATER COMPANY","","","","459","Ground water","PO BOX 38
GARRETT, KY 41630","606-358-0111","","Floyd"
"FRANKFORT PLANT BOARD","","","","52,153","Surface water","PO BOX 308
FRANKFORT, KY 40602","502-352-4431","","Franklin"
"FRANKLIN WATER WORKS","","","","13,068","Surface water","PO BOX 2805
FRANKLIN, KY 42134","270-586-5431","","Simpson"
"FREDONIA WATER DEPARTMENT","","","","1,040","Surface water purchased","PO BOX 152
FREDONIA, KY 42411","270-545-3925","","Caldwell"
"FRENCHBURG WATER COMPANY","","","","5,401","Surface water purchased","PO BOX 113
FRENCHBURG, KY 40322","606-768-3457","","Menifee"
"FULTON MUNICIPAL WATER SYSTEM","","","","4,662","Ground water","PO BOX 1350
FULTON, KY 42041","270-472-2434","","Fulton"
"GALLATIN COUNTY WATER DISTRICT","","","","5,860","Ground water","4500 HIGHWAY 455
SPARTA, KY 41086","859-393-2735","","Gallatin"
"GARRARD CO WATER ASSOC INC","","","","14,806","Surface water purchased","PO BOX 670
LANCASTER, KY 40444","859-792-4501","","Garrard"
"GARRISON QUINCY HEIGHTS WATER DISTRICT","","","","3,185","Ground water","PO BOX 279
GARRISON, KY 41141","606-757-4898","","Lewis"
"GEORGETOWN MUNICIPAL WATER SERVICE","","","","35,714","Surface water","PO BOX 640
GEORGETOWN, KY 40324","502-863-7816","","Scott"
"GLADIE HISTORIC SITE","","","","25","Surface water","3451 SKY BRIDGE RD HWY 715
STANTON, KY 40380","606-663-0576","","Menifee"
"GLASGOW WATER COMPANY","","","","36,766","Surface water","1321 NARROWS RD
GLASGOW, KY 42141","270-646-2042","","Barren"
"GRAND RIVERS WATER SYSTEM","","","","3,980","Surface water purchased","PO BOX 265
GRAND RIVERS, KY 42045","270-362-8272","","Livingston"
"GRAVES CO WATER DIST - CONSUMERS","","","","4,689","Ground water purchased","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAVES CO WATER DIST - FANCY FARM","","","","1,301","Ground water","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAVES CO WATER DIST - HARDEMAN","","","","1,129","Ground water purchased","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAVES CO WATER DIST - HICKORY","","","","4,069","Ground water","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAVES CO WATER DIST - SEDALIA","","","","410","Ground water","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAVES CO WATER DIST - SOUTH GRAVES","","","","1,844","Ground water","PO BOX 329
MAYFIELD, KY 42066","270-247-4661","","Graves"
"GRAYSON COUNTY WATER DISTRICT","","","","20,033","Surface water","517 WATERSIDE DR
FALLS OF ROUGH, KY 40119","270-879-8632","","Grayson"
"GRAYSON UTILITY COMMISSION","","","","10,950","Surface water","671 S STATE HWY 7
GRAYSON, KY 41143","606-474-7569","","Carter"
"GREATER FLEMING CO WT COMM","","","","25","Ground water","9147 GARRETT RUN ROAD
VANCEBURG, KY 41179","606-563-0850","","Fleming"
"GREEN HILLS WATER DISTRICT","","","","1,443","Surface water purchased","609 4 MILE RD
BAXTER, KY 40806","606-573-1277","","Harlan"
"GREEN RIVER VALLEY WATER DISTRICT","","","","17,431","Surface water","1180 E MAIN ST PO BOX 460
HORSE CAVE, KY 42749","270-786-2134","","Hart"
"GREEN TAYLOR WATER DISTRICT","","","","15,497","Surface water purchased","250 INDUSTRIAL PARK
GREENSBURG, KY 42743","270-932-4947","","Green"
"GREENSBURG WATER WORKS","","","","2,396","Surface water","1 SOUTH DEPOT ST
GREENSBURG, KY 42743","270-932-4298","","Green"
"GREENUP WATER SYSTEM","","","","12,193","Surface water","1005 WALNUT ST
GREENUP, KY 41144","606-473-6757","","Greenup"
"GREENVILLE UTILITIES COMMISSION","","","","5,649","Surface water","PO BOX 283
GREENVILLE, KY 42345","270-338-3103","","Muhlenberg"
"GUTHRIE WATER WORKS","","","","2,421","Surface water purchased","PO BOX 125
GUTHRIE, KY 42234","270-483-2909","","Todd"
"HANSON WATER SYSTEM","","","","1,414","Surface water purchased","PO BOX 337
HANSON, KY 42413","270-322-8521","","Hopkins"
"HARDIN CO. WATER DIST #1/FT. KNOX","","","","23,600","Surface water","1400 ROGERSVILLE RD
RADCLIFF, KY 40160","270-351-3222","","Hardin"
"HARDIN COUNTY WATER DISTRICT #1","","","","27,033","Surface water","1400 ROGERSVILLE RD
RADCLIFF, KY 40160","270-351-3222","","Hardin"
"HARDIN COUNTY WATER DISTRICT #2","","","","76,326","Surface water","PO BOX 970
ELIZABETHTOWN, KY 42702","270-737-1056","","Hardin"
"HARDIN WATER DEPARTMENT","","","","1,606","Ground water purchased","PO BOX 57
HARDIN, KY 42048","270-437-4361","","Marshall"
"HARDINSBURG RO WTP","","","","15,602","Ground water","PO BOX 753
HARDINSBURG,, KY 40143","270-788-3329","","Breckinridge"
"HARLAN MUNICIPAL WATER WORKS","","","","4,574","Surface water","PO BOX 1151
HARLAN, KY 40831","606-573-1540","","Harlan"
"HARRISON CO WATER ASSOC","","","","16,736","Surface water purchased","PO BOX 215
CYNTHIANA, KY 41031","859-234-4284","","Harrison"
"HARRODSBURG MUNICIPAL WATER DEPARTMENT","","","","8,310","Surface water","4023 SHAKERTOWN RD
HARRODSBURG, KY 40330","859-748-5198","","Mercer"
"HARTFORD MUNICIPAL WATER WORKS","","","","3,119","Surface water","102 NORTH MAIN ST
HARTFORD, KY 42347","270-298-3101","","Ohio"
"HAWESVILLE WATER WORKS","","","","3,225","Ground water","PO BOX 157
HAWESVILLE, KY 42348","270-927-6282","","Hancock"
"HAZARD WATER DEPARTMENT","","","","26,730","Surface water","PO BOX 420
HAZARD, KY 41701","606-436-2033","","Perry"
"HENDERSON COUNTY WATER DISTRICT","","","","19,008","Surface water purchased","PO BOX 655
HENDERSON, KY 42419","270-826-9802","","Henderson"
"HENDERSON WATER UTILITY/NORTH","","","","31,705","Surface water","230 N ALVASIA ST
HENDERSON, KY 42420","270-826-2824","","Henderson"
"HENDERSON WATER UTILITY/SOUTH","","","","54","Surface water","230 N ALVASIA ST
HENDERSON, KY 42420","270-826-2824","","Henderson"
"HENRY COUNTY WATER DISTRICT #2","","","","17,716","Ground water","8955 MAIN ST
CAMPBELLSBURG, KY 40011","502-532-6279","","Henry"
"HICKMAN WATER DEPARTMENT","","","","3,191","Ground water","1812 S. 7TH ST.
HICKMAN, KY 42050","731-388-3015","","Fulton"
"HINDMAN MUN WATER WORKS","","","","1,883","Surface water purchased","PO BOX 496
HINDMAN, KY 41822","606-785-5545","","Knott"
"HODGENVILLE WATER WORKS","","","","4,629","Surface water","PO BOX 189
HODGENVILLE, KY 42748","270-358-8717","","Larue"
"HOPKINSVILLE WATER ENVIRONMENT AUTHORITY","http://hwea-ky.com/waterqualityreport.html","http://hwea-ky.com/","","41,350","Surface water","PO BOX 628
HOPKINSVILLE, KY 42240","270-887-4241","","Christian"
"HORSE CAVE WATER SYSTEM","","","","2,744","Surface water purchased","PO BOX 460
HORSE CAVE, KY 42749","270-786-2134","","Hart"
"HUSTONVILLE WATER WORKS","","","","5,420","Surface water purchased","PO BOX 110
HUSTONVILLE, KY 40437","606-346-2501","","Lincoln"
"HYDEN LESLIE CO WATER DISTRICT","","","","9,614","Surface water","PO BOX 96
HYDEN, KY 41749","606-672-2791","","Leslie"
"IRVINE MUNICIPAL UTILITIES","","","","5,649","Surface water","238 BROADWAY
IRVINE, KY 40336","606-723-2197","","Estill"
