"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ALMA PLANTATION LTD","","","","129","Ground water","Alma Plantation, LTD
4612 Alma Rd.
LAKELAND, LA 70752","225-627-6666","","Pointe Coupee Parish"
"ANGIE WATER SUPPLY","","","","400","Ground water","CITY OF ANGIE
64475 CHERRY ST
ANGIE, LA 70426","985-986-2444","","Washington Parish"
"ARBY'S","","","","900","Ground water","
100 Mariner's Blvd. Suite #8
MANDEVILLE, LA 70448","985-966-1106","","St. Tammany Parish"
"ARCADIA WATER SYSTEM","","","","3,508","Ground water","Town of Arcadia
P.O. Box 767
ARCADIA, LA 71001","318-607-5370","","Bienville Parish"
"ARCHIBALD WATER SYSTEM","","","","3,600","Ground water","ARCHIBALD WATER SYSTEM
P O BOX 27
ARCHIBALD, LA 71218","318-248-3609","","Richland Parish"
"ARCOSA MARINE PRODUCTS","","","","343","Ground water","JERRI SHULL / TRINITY INDUSTRIES, INC
1050 TRINITY ROAD
ASHLAND CITY, TN 37015","615-792-8288","","St. Tammany Parish"
"ARDAGH GLASS WATER SYSTEM","","","","480","Ground water","ARDAGH GLASS INC.
P O BOX 789
RUSTON, LA 71237","318-247-8041","","Lincoln Parish"
"ASCENSION CHRISTIAN SCHOOL","","","","500","Ground water","FAITH DAY SCHOOL & ACADEMY
10473 AIRLINE HWY
GONZALES, LA 70737","225-644-3111","","Ascension Parish"
"ASCENSION CONSOLIDATED UTILITY DIST 1","","","","1,869","Surface water purchased","
9039 St. Landry Road
GONZALES, LA 70737","225-450-1136","","Ascension Parish"
"ASCENSION PARISH WATER WORKS DISTRICT 2","","","","1,206","Ground water purchased","PARISH WATER COMPANY
P.O. BOX 96016
BATON ROUGE, LA 70896","225-952-7616","","Ascension Parish"
"ASSEMBLY OF GOD CHURCH CAMP","","","","486","Ground water","ASSEMBLY OF GOD CHURCH CAMP
9215 Hwy 165
WOODWORTH, LA 71485","318-487-0021","","Rapides Parish"
"ASSUMPTION PARISH WW DISTRICT 1","","","","22,862","Surface water","PO DRAWER 575
4633 HWY1
NAPOLEONVILLE, LA 70390","985-369-6156","","Assumption Parish"
"ASSUNTAS RESTAURANT","","","","70","Ground water","
16488 Spanish Oaks Blvd
PRAIRIEVILLE, LA 70769","","","St. Tammany Parish"
"ATCHAFALAYA BASIN LANDING WATER SYSTEM","","","","50","Ground water","ATCHAFALAYA BASIN LANDING & MARINA
1377 HENDERSON LEVEE RD
BREAUX BRIDGE, LA 70517","337-228-7880","","St. Martin Parish"
"ATHENS WATER SYSTEM","","","","486","Ground water","VILLAGE OF ATHENS
P.O. BOX 69
ATHENS, LA 71003","318-258-5275","","Claiborne Parish"
"ATLANTA WATER SUPPLY","","","","900","Ground water","VILLAGE OF ATLANTA
525 HWY 1129
ATLANTA, LA 71404","318-628-3971","","Winn Parish"
"AUDUBON PARK APARTMENTS WATER SYSTEM","","","","534","Ground water","AUDUBON PARK APARTMENTS WATER SYSTEM
1233 East Mount Pleasant Road
ZACHARY, LA 70791","225-202-0813","","East Baton Rouge Parish"
"AUTUMN ACRES MHP WATER SYSTEM","","","","90","Ground water","AUTUMN ACRES MHP
2919 RISINGER DRIVE
SHREVEPORT, LA 71119","318-208-4641","","Caddo Parish"
"AVOYELLES PARISH WATERWORKS DISTRICT 1","","","","3,900","Ground water","AVOYELLES PARISH WATERWORKS DISTRICT 1
4432 HWY 451
BORDELONVILLE, LA 71320","318-997-2122","","Avoyelles Parish"
"AVOYELLES WARD 3 WATERWORKS DISTRICT","","","","2,433","Ground water purchased","AVOYELLES WARD THREE WATERWORKS DISTRICT
1106 COCOVILLE ROAD
MANSURA, LA 71350","318-253-8715","","Avoyelles Parish"
"AVOYELLES WARD ONE WATER SYSTEM  INC","","","","3,450","Ground water","AVOYELLES WARD 1 WATER SYSTEM
162 HAYES CEMETERY ROAD
EFFIE, LA 71331","318-253-7375","","Avoyelles Parish"
"AVOYELLES WATER COMMISSION","","","","0","Ground water","AVOYELLES WATER COMMISSION
PO BOX 6
MOREAUVILLE, LA 71355","318-253-2100","","Avoyelles Parish"
"AZALEA LANE TRAILER PARK","","","","84","Ground water","COUNTRY CLUB TRAILER PARK
P.O. BOX 578
SLIDELL, LA 70459-0578","985-643-6080","","St. Tammany Parish"
"B & B GROCERY & DELI","","","","50","Ground water","B & B Grocery
32470 HWY 190 W
SLIDELL, LA 70460","985-641-0135","","St. Tammany Parish"
"BACKROADS MERCANTILE","","","","25","Ground water","
77495 HWY 21
COVINGTON, LA 70435","985-893-3223","","St. Tammany Parish"
"BACKWOOD VILLAGE WATER SYSTEM","","","","783","Ground water","BACKWOOD VILLAGE WATER SYSTEM
15564 HWY 126
SALINE, LA 71070","318-576-3502","","Winn Parish"
"BARKSDALE AFB WATER SYSTEM","","","","13,000","Surface water purchased","BAFB
334 Davis Ave West Suite 208
BARKSDALE AFB, LA 71110","318-456-3489","","Bossier Parish"
"BARRON RIDGE SUBDIVISION WATER SYSTEM","","","","148","Ground water","EAGLE WATER
P.O. BOX 296
KEITHVILLE, LA 71047","318-925-8601","","Caddo Parish"
"BASF CORPORATION","","","","1,391","Ground water","8404 River Road
P.O. Box 457
GEISMAR, LA 70734","225-339-2043","","Ascension Parish"
"BASTROP WATER SYSTEM","http://water.com/CCR.html","http://water.com/CCR.html","","18,741","Ground water","PEOPLES WATER OF BASTROP
P O BOX 70
BASTROP, LA 71220","318-281-2161","","Morehouse Parish"
"BATON ROUGE WATER COMPANY","http://www.batonrougewater.com/indexfrhome.htm","","","527,067","Ground water","Dennis McGehee
PO BOX 96016
BATON ROUGE, LA 70896","225-928-1000","","East Baton Rouge Parish"
"BAYOU ADVENTURE","","","","50","Ground water","
27725 MAIN ST
LACOMBE, LA 70445","985-882-9208","","St. Tammany Parish"
"BAYOU BOEUF RV PARK WATER SYSTEM","","","","100","Ground water","11791 US Highway 165
11791 US Highway 165
STERLINGTON, LA 71280","318-665-2405","","Ouachita Parish"
"BAYOU BONNE IDEE WS","","","","1,701","Ground water","BAYOU BONNE IDEE WATER SYSTEM, INC
8300 GREEN LANE
MER ROUGE, LA 71261","318-647-5148","","Morehouse Parish"
"BAYOU DES CANNES WATER SYSTEM","","","","4,200","Ground water","Bayou Des Cannes Water System
3864 George Soileau Road
BASILE, LA 70515","337-457-7171","","Evangeline Parish"
"BAYOU INDUSTRIAL PARK","","","","25","Ground water","BAYOU INDUSTRIAL PARK
119 RIVERDALE DRIVE
COVINGTON, LA 70433","504-892-3411","","St. Tammany Parish"
"BAYOU LACOMBE MIDDLE SCHOOL","","","","266","Ground water","STPSB Maintenance
19380 Claiborne Ave.
COVINGTON, LA 70433","985-898-3355","","St. Tammany Parish"
"BAYOU LIBERTY WATER ASSOCIATION","","","","10,500","Ground water","BAYOU LIBERTY WATER ASSOC
34578 Hwy 433
SLIDELL, LA 70458","985-643-1216","","St. Tammany Parish"
"BAYOU MACON WATER SYSTEM","","","","1,041","Ground water purchased","BAYOU MACON WATER SYSTEM
P O BOX 545
DELHI, LA 71232","318-878-2111","","Madison Parish"
"BAYOU PIERRE WATER SYSTEM","","","","1,371","Ground water","Rte 1, Box 349 1/2, Shreveport, LA 71115
P. O. Box 631
COUSHATTA, LA 71019","318-663-1294","","Red River Parish"
"BAYOU TECHE WATER WORKS","","","","9,690","Ground water","CITY OF BROUSSARD WATER SYSTEM
P O Box 450
LOREAUVILLE, LA 70552","337-319-6237","","St. Martin Parish"
"BAYVIEW DEVELOPMENT","","","","100","Ground water","GARY BEGNAUD
565 BAYVIEW DRIVE
FRANKLIN, LA 70538","337-867-4250","","St. Mary Parish"
"BAYWOOD ESTATES SUBD","","","","57","Ground water purchased","BAYWOOD ESTATES WATER SYSTEM
17469 BAYWOOD DRIVE
PONCHATOULA, LA 70454","985-345-3492","","Tangipahoa Parish"
"BCC DETENTION CENTER WS","","","","150","Ground water","BCC DETENTION CENTER
456 HIGHWAY 15
RAYVILLE, LA 71269","318-248-3057","","Richland Parish"
"BEACON LOUNGE","","","","25","Ground water","GATOR'S DEN CAJUN CAFE'
10 Manchac Way
AKERS, LA 70421","985-386-7902","","St. John the Baptist Parish"
"BEAR CREEK WATER SYSTEM","","","","384","Ground water","J & R SERVICES
1647 ARCADIA HIGHWAY
QUITMAN, LA 71268","318-259-4086","","Jackson Parish"
"BEAU CHENE WATER SYSTEM","","","","4,440","Ground water","BEAU CHENE HOMEOWNERS ASSOC.
105 Beau Chene Blvd.
MANDEVILLE, LA 70471-1787","985-231-6285","","St. Tammany Parish"
"BEAUREGARD DISTRICT NO 2 WARD NO 5","","","","6,116","Ground water","BEAUREGARD DISTRICT 2 WARD 5
P.O. BOX 97
SINGER, LA 70660","337-462-6805","","Beauregard Parish"
"BEAUREGARD WATER DISTRICT #5","","","","705","Ground water","BEAUREGARD WATER DISTRICT NO 5
3189 HWY 389
MERRYVILLE, LA 70653","337-825-8861","","Beauregard Parish"
"BEAUREGARD WATER WORKS DIST #3","","","","21,600","Ground water","WATERWORKS DIST #3 OF BEAUREGARD PARISH
7062 HWY 113
DRY CREEK, LA 70637","337-725-3000","","Beauregard Parish"
"BEBOS CASINO","","","","50","Ground water","BEBOS CASINO
2938 HWY 38
KENTWOOD, LA 70422","985-229-8878","","St. Helena Parish"
"BEC'S AT THE LAKE RESTAURANT AND CATERIN","","","","150","Ground water","George Becnel
P.O. Box 3031
LAPLACE, LA 70069","985-224-8172","","St. John the Baptist Parish"
"BEEKMAN WATER SYSTEM","","","","1,275","Ground water","BEEKMAN WATER SYSTEM
P.O. BOX 540
GILBERT, LA 71336","318-435-5999","","Morehouse Parish"
"BEL-DI-GIL WATER SYSTEM","","","","1,132","Ground water","BEL-DI-GIL WATER SYSTEM
P. O. BOX 270
BELCHER, LA 71004","318-686-7190","","Caddo Parish"
"BELAH FELLOWSHIP WATER SYSTEM","","","","1,863","Ground water","BELAH FELLOWSHIP WATER SYSTEM
PO BOX 533
TROUT, LA 71371","318-992-4200","","La Salle Parish"
"BELLA VISTA MHP WATER SYSTEM","","","","330","Ground water","BELLA VISTA MHP WATER SYSTEM
P.O. BOX 32
KEITHVILLE, LA 71047","318-925-0931","","Caddo Parish"
"BELLE CHASSE WATER DISTRICT","","","","17,391","Surface water","
333 F. Edward Hebert BLVD, Bldg. 100
BELLE CHASSE, LA 70037","504-934-6630","","Plaquemines Parish"
"BELLE PLACE TRAILER PARK WATER SYSTEM","","","","330","Ground water","BELLE PLACE MOBILE HOME PARK
1000 RENAUD DRIVE, #98
SCOTT, LA 70583","337-263-0888","","Lafayette Parish"
"BELLE RINA","","","","88","Ground water","PARISH WATER COMPANY
P.O. BOX 96016
BATON ROUGE, LA 70896","225-952-7616","","Ascension Parish"
"BELLEVILLE SUBDIVISION WATER SYSTEM","","","","222","Ground water","Acadiana Water and Sewer, Inc.
1307 South Fieldspan Road
DUSON, LA 70529","337-873-3128","","Lafayette Parish"
"BELLEVUE WATER SYSTEM","","","","1,275","Ground water","BELLEVUE WATER SYSTEM
4646 BELLEVUE ROAD
HAUGHTON, LA 71037","318-349-0876","","Bossier Parish"
"BELLWOOD WATER SYSTEM","","","","981","Ground water","BELLWOOD WATER SYSTEM
135 BELLWOOD CHURCH ROAD
PROVENCAL, LA 71468","318-472-6106","","Natchitoches Parish"
"BELMONT WATERWORKS INC","","","","2,805","Ground water","
PO Box 28
BELMONT, LA 71406","318-256-9510","","Sabine Parish"
"BERNICE WATER SYSTEM","","","","2,199","Ground water","TOWN OF BERNICE
P O BOX 633
BERNICE, LA 71222","318-285-9071","","Union Parish"
"BERWICK BAYOU VISTA WW COMMISSION","","","","0","Surface water","Kenny Bertrand
P.O Box 322
BERWICK, LA 70342","985-384-8990","","St. Mary Parish"
"BEST STOP # 5","","","","25","Ground water","Best Stop #5
P.o. BOX 448
FRENCH SETTLEMENT, LA 70733","225-675-8870","","Ascension Parish"
"BEST STOP 15","","","","60","Ground water","BEST STOP 15
20850  LA HWY 444
LIVINGSTON, LA 70754","225-305-7467","","Livingston Parish"
"BETTER WATERWORKS WATER SYSTEM","","","","2,160","Ground water","BETTER WATERWORKS, INC
P O BOX 1257
WEST MONROE, LA 71294","318-343-6851","","Ouachita Parish"
"BEVERLY HEIGHTS MANOR","","","","100","Ground water","DR WATERWORKS, LLC
500 S. DESTREHAN AVE.
DESTREHAN, LA 70047","985-201-0258","","St. Tammany Parish"
"BIENVILLE WATER SYSTEM","","","","360","Ground water","VILLAGE OF BIENVILLE
P.O. BOX 207
BIENVILLE, LA 71008","318-385-7532","","Bienville Parish"
"BIG BRANCH TRAILER PARK","","","","92","Ground water","DAN HAYDEL/ BIG BRANCH MOBILE HOME COMM.
158 TCHEFUNCTE PARC DR
MADSIONVILLE, LA 70447","985-966-4617","","St. Tammany Parish"
"BIG CAJUN II POWER PLANT","","","","300","Ground water","BIG CAJUN 2 WATER SYSTEM
P.O. BOX 39
VENTRESS, LA 70783","225-618-4786","","Pointe Coupee Parish"
"BIG LAKE RV PARK WATER SYSTEM","","","","150","Ground water","BIG LAKE RV PARK WATER SYSTEM
8650 BIG LAKE ROAD
LAKE CHARLES, LA 70605","337-794-8396","","Calcasieu Parish"
"BIG OAKS WATER SYSTEM","","","","108","Ground water","EAGLE WATER
P.O. BOX 296
KEITHVILLE, LA 71047","318-925-8601","","Caddo Parish"
"BIOLAB, INC","","","","40","Ground water","BIOLAB
P.O. BOX 520
WESTLAKE, LA 70669","337-433-3030","","Calcasieu Parish"
"BISTINEAU STATE PARK #1","","","","500","Ground water","LAKE BISTINEAU STATE PARK
103 STATE PARK ROAD
DOYLINE, LA 71023","318-745-3503","","Webster Parish"
"BISTINEAU STATE PARK #2","","","","200","Ground water","LAKE BISTINEAU STATE PARK
103 STATE PARK ROAD
DOYLINE, LA 71023","318-745-3503","","Webster Parish"
"BISTINEAU WATER SYSTEM","","","","882","Ground water","BISTINEAU WATER SYSTEM
543 MARTHA WOODS ROAD
HEFLIN, LA 71039-3217","318-371-1006","","Webster Parish"
"BLACK RIVER WATER SYSTEM","","","","1,941","Ground water","BLACK RIVER WATER SYSTEM
PO BOX 624
HARRISONBURG, LA 71340","318-481-3933","","Catahoula Parish"
"BLANCHARD WATER SYSTEM","","","","13,650","Surface water","TOWN OF BLANCHARD
P.O. BOX 428
BLANCHARD, LA 71009","318-929-7593","","Caddo Parish"
"BLOCKER WATER SYSTEM","","","","1,200","Ground water","BLOCKER WATERWORKS
211 SMITH LOOP
SAREPTA, LA 71071","318-994-2544","","Webster Parish"
"BO S STEAKHOUSE","","","","300","Ground water","GERALDS STEAKHOUSE
30184 HWY 25
FRANKLINTON, LA 70438","985-839-3330","","Washington Parish"
"BOASSO INDUSTRIES,LLC","","","","43","Ground water","PHOENIX ENERGY SERVICES
39189 Ashwood Lane
PEARL RIVER, LA 70452","985-246-7959","","St. Tammany Parish"
"BOB COMMUNITY WATERWORKS","","","","756","Surface water purchased","BOB COMMUNITY WATERWORKS
3976 WALKER FERRY ROAD
POLLOCK, LA 71467","318-765-9498","","Grant Parish"
"BODCAU WATER WORKS","","","","159","Ground water","BODCAU WATERWORKS
1027 BODCAU STATION ROAD
HAUGHTON, LA 71037-9573","318-949-0506","","Bossier Parish"
"BOGUE CHITTO STATE PARK- BOTTOMLAND","","","","500","Ground water","BOGUE CHITTO STATE PARK
17049 STATE PARK BLVD.
FRANKLINTON, LA 70438","985-839-5710","","Washington Parish"
"BOGUE CHITTO STATE PARK- CABINS","","","","50","Ground water","BOGUE CHITTO STATE PARK
17049 STATE PARK BLVD.
FRANKLINTON, LA 70438","985-839-5710","","Washington Parish"
"BOGUE CHITTO STATE PARK- UPLAND CAMPGROU","","","","150","Ground water","BOGUE CHITTO STATE PARK
17049 STATE PARK BLVD.
FRANKLINTON, LA 70438","985-839-5710","","Washington Parish"
"BOGUE-LUSA WATER WORKS DISTRICT","","","","4,200","Ground water","VARNADO WATER WORKS DIST
26070 HWY 21
ANGIE, LA 70426","985-735-1669","","Washington Parish"
"BON TERRE CORPORATION WATER SYSTEM","","","","27","Ground water","Bon Terre Corporation
11485 Country Club Drive
GONZALES, LA 70707","225-647-7391","","Ascension Parish"
"BONITA WATER SYSTEM","","","","576","Ground water","VILLAGE OF BONITA
PO BOX 278
BONITA, LA 71223","318-823-2128","","Morehouse Parish"
"BONNIE & CLYDE TRADE DAYS","","","","500","Ground water","
20550 LA 9
ARCADIA, LA 71001","318-229-7358","","Bienville Parish"
"BORDER TOWN TRAVEL PLAZA","","","","100","Ground water","BORDERTOWN TRAVEL PLAZA
2466 TOOMEY ROAD
VINTON, LA 70668","337-589-5628","","Calcasieu Parish"
"BOURNES SEAFOOD","","","","25","Ground water","REGINALD J. BOURNE
25430 AUSTIN CRAIN RD
FRANKLINTON, LA 70438","985-848-5379","","Washington Parish"
"BRADY MOBILE HOME PARK","","","","96","Surface water purchased","BRADY MOBILE HOME PARK
1925 ALFRED LN
BOSSIER, LA 71112","318-208-5917","","Caddo Parish"
"BREAUX BRIDGE CASINO TRUCK STOP WS","","","","205","Ground water","BREAUX BRIDGE TRUCK & CASINO PLAZA WATER
1911 MILLS HWY
BREAUX BRIDGE, LA 70517","337-519-8394","","St. Martin Parish"
"BREAUX BRIDGE GAMING WATER SYSTEM","","","","25","Ground water","BREAUX BRIDGE GAMING WATER SYSTEM
P.O. BOX 74770
BATON ROUGE, LA 70874","225-387-0955","","St. Martin Parish"
"BRIER LAKE UTILITIES INC","","","","591","Ground water","JOE BURFORD
61383 Timberland Drive
LACOMBE, LA 70445","985-290-5053","","St. Tammany Parish"
"BRIGAS ESTATES WATER SYSTEM","","","","294","Ground water","BRIGAS ESTATES WATER SYSTEM
P.O. BOX 6161
LAKE CHARLES, LA 70606","337-477-9784","","Calcasieu Parish"
"BRIGGS OF HWY 190","","","","500","Ground water","Briggs of Hwy 190
1115 N Causeway Blvd. Suite 200
MANDEVILLE, LA 70471","504-831-9415","","St. Tammany Parish"
"BROOKHOLLOW SUBDIVISION WATER SYSTEM","","","","165","Ground water purchased","Howell Environmental Companies
P.O. Box 430
SCOTT, LA 70583","337-354-2800","","Lafayette Parish"
"BROUILLETTE WATER SYSTEM INC","","","","3,732","Ground water","BROUILLETTE WATER SYSTEM
3053 HWY 1192
MARKSVILLE, LA 71351","318-253-8670","","Avoyelles Parish"
"BROWNVILLE WATER SYSTEM","","","","10,872","Ground water","GREATER OUACHITA WATER COMPANY
P O BOX 1257
WEST MONROE, LA 71294","318-322-3741","","Ouachita Parish"
"BRYCELAND WATER SYSTEM","","","","243","Ground water","Village of Brycland
100 Fire Station Road #7
BIENVILLE, LA 71108","","","Bienville Parish"
"BUCKEYE WATER DISTRICT 50","","","","11,700","Ground water","BUCKEYE WATER DISTRICT NUMBER 50
P.O. Box 6
DEVILLE, LA 71328","318-466-5746","","Rapides Parish"
"BUSH SHELL 2","","","","200","Ground water","ANDREW BULLOCK
P O BOX 89
COVINGTON, LA 70433","985-898-2663","","St. Tammany Parish"
"BUTTE LA ROSE REST AREA WATER SYSTEM","","","","1,001","Ground water","Butte LaRose Rest Stop Water System
1908 Atchafalaya River Highway
BREAUX BRIDGE, LA 70517","337-262-6217","","St. Martin Parish"
"C K B TRAILER PARK WATER SYSTEM","","","","150","Ground water","C K B PROPERTIES INC.
1005 ESPLANADE ST.
LAKE CHARLES, LA 70605","337-478-1566","","Calcasieu Parish"
"CA INST OF TECH - LIGO OBSERVATORY","","","","25","Ground water","CA INST OF TECH- LIGO OBSERVATORY
PO BOX 940
LIVINGSTON, LA 70754","225-686-3120","","Livingston Parish"
"CADEVILLE WATER DISTRICT","","","","4,800","Ground water","CADEVILLE WATER SYSTEM
P.O. Box 1316
WEST MONROE, LA 71294","318-644-2090","","Ouachita Parish"
"CAJUN C'S RESTAURANT","","","","25","Ground water","
63304 Highway 10
BOGALUSA, LA 70427","504-320-9634","","Washington Parish"
"CAJUN HERITAGE RV PARK WATER SYSTEM","","","","450","Ground water","CAJUN HERITAGE RV PARK WATER SYSTEM
2026 ATHCHAFALAYA RIVER HIGHWAY
BREAUX BRIDGE, LA 70517","337-228-2616","","St. Martin Parish"
"CAJUN MOBILE HOME PARK WATER SYSTEM","","","","180","Ground water","CAJUN MOBILE HOME PARK WATER SYS
P.O. BOX 52388
LAFAYETTE, LA 70505","337-856-5339","","Lafayette Parish"
"CAJUN OASIS WATER SYSTEM","","","","118","Ground water","CAJUN OASIS WATER SYSTEM
3380 Sand Pit Road
VINTON, LA 70668","337-764-6176","","Calcasieu Parish"
"CAJUN PRIDE WATER SYSTEM","","","","25","Ground water","2501 BARK AVE
2501 BARK AVE
MARRERO, LA 70072","985-651-4477","","St. John the Baptist Parish"
"CAL MAINE FOODS, INC","","","","57","Ground water","Cal-Maine Foods
263 Calmaine Road
PINE GROVE, LA 70453","225-222-4148","","St. Helena Parish"
"CALCASIEU PARISH WW 12 WARD 3","","","","2,142","Ground water","CALCASIEU PARISH POLICE JURY
P.O. DRAWER 3287
LAKE CHARLES, LA 70602","337-721-3700","","Calcasieu Parish"
"CALCASIEU PARISH WW DIST 9 CARLYSS","","","","13,500","Ground water","CALCASIEU PARISH WWD 9 CARLYSS
P.O. BOX 10
SULPHUR, LA 70664","337-583-2266","","Calcasieu Parish"
"CALCASIEU PARISH WW DISTRICT 7","","","","4,632","Ground water","CALCASIEU WW DISTRICT #7
1270 RIGMAIDEN CEMETERY ROAD
DEQUINCY, LA 70633","337-786-5578","","Calcasieu Parish"
"CALCASIEU PARISH WW DISTRICT 8","","","","7,650","Ground water","CALCASIEU PARISH WW DISTRICT 8
6407 HWY 3059
LAKE CHARLES, LA 70615","337-582-3064","","Calcasieu Parish"
"CALCASIEU PARISH WW DISTRICT NO 1","","","","20,837","Ground water","CALCASIEU WATERWORKS DIST #1
P O BOX 12549
LAKE CHARLES, LA 70612","337-855-7250","","Calcasieu Parish"
"CALCASIEU PARISH WW DISTRICT NO 4","","","","5,379","Ground water","CALCASIEU WW DIST #4
P.O. BOX 515
WESTLAKE, LA 70669","335-433-8353","","Calcasieu Parish"
"CALCASIEU PARISH WW DISTRICT NO 5","","","","5,100","Ground water","CALCASIEU PARISH POLICE JURY
P.O. DRAWER 3287
LAKE CHARLES, LA 70602","337-721-3700","","Calcasieu Parish"
"CALCASIEU WW #14 WARD 5","","","","3,114","Ground water","CALCASIEU WWD #14 WARD #5
P.O. BOX 37
STARKS, LA 70661","337-743-6278","","Calcasieu Parish"
"CALHOUN WATER SYSTEM","","","","1,113","Ground water","CALHOUN WATER SYSTEM INC
P O BOX 68
CALHOUN, LA 71225","318-644-9795","","Ouachita Parish"
"CAMERON PARISH WATER AND WW DISTRICT 1","","","","972","Ground water","CAMERON PARISH W & WW DIST #1
P.O. Box 960
CAMERON, LA 70631","337-775-5660","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 10","","","","1,503","Ground water","CAMERON PARISH WW DISTRICT #10
6246 GULF BEACH HWY.
JOHNSON BAYOU, LA 70631","337-569-2286","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 11 - BIG LAKE","","","","1,716","Ground water","CAMERON PAR WW DISTRICT NO 11
111 DENNIS LANE
BELL CITY, LA 70630","337-598-3439","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 11-SWEET LAKE","","","","3,696","Ground water","CAMERON PAR WW DISTRICT NO 11
111 DENNIS LANE
BELL CITY, LA 70630","337-598-3439","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 2","","","","1,600","Ground water","CAMERON PARISH WW DIST NO 2
P.O. BOX 334
HACKBERRY, LA 70645","337-762-3935","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 7","","","","927","Ground water","CAMERON PARISH WATER WORKS #7
184 EAST CREOLE HWY
CREOLE, LA 70632","","","Cameron Parish"
"CAMERON PARISH WW DISTRICT 9","","","","1,376","Ground water","CAMERON PARISH WW DIST #9
4011 GRAND CHENIER HWY
GRAND CHENIER, LA 70634","337-538-2440","","Cameron Parish"
"CAMP BETHANY WATER SYSTEM","","","","999","Ground water","Camp Bethany
9766 Hwy 79
BETHANY, LA 71007","318-938-1221","","Caddo Parish"
"CAMP COVINGTON GIRL SCT","","","","75","Ground water","
16013 Million Dollar Road
COVINGTON, LA 70435-7960","985-892-0500","","St. Tammany Parish"
"CAMP JOY MARINA WATER SYSTEM","","","","132","Ground water","CAMP JOY MARINA
4911 CAMP JOY ROAD
HAUGHTON, LA 71037","318-987-3100","","Bossier Parish"
"CAMPTI WATER SYSTEM","","","","1,734","Ground water","Town of Campti
P.O. Box 216
CAMPTI, LA 71411","318-476-3321","","Natchitoches Parish"
"CANE VIEW MOBILE HOME VILLAGE","","","","108","Ground water","Cane View Mobile Home Villa Water System
201 RAYBURN STREET
LAFAYETTE, LA 70506","337-233-4444","","St. Landry Parish"
