"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"82ND ABN DIV PRE RANGER FACILTY","","","","50","Ground water","BLDG 3-1631 BUTNER RD - DEPT OF ARMY DPW
HQ FT BRAGG GARRISON - INSTALLATION MGMT
FORT BRAGG, NC 28310-5000","910-907-1755","FT BRAGG","Hoke"
"A B FOODMART","","","","100","Ground water","17331 US HWY 421
WATHA, NC 28478","910-283-7780","WATHA","Pender"
"A COUNTRY PLACE","","","","91","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","WAKE FOREST","Wake"
"A TASTE OF COUNTRY DINER","","","","25","Ground water","1724 DINKINS BOTTOM RD
YADKINVILLE, NC 27055","336-961-0255","YADKINVILLE","Yadkin"
"ABBEY INN","","","","25","Ground water","7008 WILKINSON BLVD
BELMONT, NC 28012","704-825-5506","BELMONT","Gaston"
"ABERDEEN TRAINING FACILITY","","","","75","Ground water","BLDG 3-1631 BUTNER RD - DEPT OF ARMY DPW
HQ FT BRAGG GARRISON - INSTALLATION MGMT
FORT BRAGG, NC 28310-5000","910-907-1755","FORT BRAGG","Hoke"
"ABERDEEN, TOWN OF","","","","10,380","Ground water","PO BOX 785
ABERDEEN, NC 28315","910-944-4504","ABERDEEN","Moore"
"ABINGTON S/D","","","","1,506","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","704-319-0523","KERNERSVILLE","Forsyth"
"ABSHER FLOWERS VFW POST 9337","","","","30","Ground water","PO BOX 1403
GASTONIA, NC 28053","704-864-7321","GASTONIA","Gaston"
"ABUNDANT LIFE ASSEMBLY OF GOD","","","","100","Ground water","5384 JAMES B WHITE HWY
WHITEVILLE, NC 28472","910-642-5003","WHITEVILLE","Columbus"
"ABUNDANT LIFE FOUR SQUARE CHURCH","","","","100","Ground water","119 FOUR SQUARE RD
MOORESVILLE, NC 28115","704-663-1523","MOORESVILLE","Iredell"
"ACONY BELL COMMUNITY","","","","25","Ground water","17 ARLINGTON STREET
ASHEVILLE, NC 28801","828-232-4700","HENDERSONVILLE","Henderson"
"ACORN RIDGE BAPT CHURCH","","","","100","Ground water","288 ACORN RIDGE CHURCH RD
ROBBINS, NC 28325","910-464-3310","ROBBINS","Moore"
"ACRES OF SPACE MHP","","","","332","Ground water","7536 NC 39 HWY
ZEBULON, NC 27597","919-404-1668","KNIGHTDALE","Wake"
"ADAMS MHP","","","","80","Ground water","12862 BUCK ROAD
MIDDLESEX, NC 27557","","MIDDLESEX","Johnston"
"ADVANCED DIGITAL CABLE","","","","68","Ground water","94 EAGLE FORK RD
HAYESVILLE, NC 28904","828-389-0445","HAYESVILLE","Clay"
"ADVENTURE VILLAGE","","","","114","Ground water","2020 HOWARD GAP RD
HENDERSONVILLE, NC 28792","828-691-7191","BREVARD","Transylvania"
"AFFORDABLE DENTURES","","","","50","Ground water","3055 SANDEROSA RD
FAYETTEVILLE, NC 28312","910-438-9301","FAYETTEVILLE","Cumberland"
"AGAPE BAPTIST CHURCH","","","","99","Ground water","1451 MEBANE OAKS RD
MEBANE, NC 27302","919-563-1990","MEBANE","Alamance"
"AGATE`S INN AT THE PONDS","","","","25","Ground water","9189-4 NC HWY 105 SOUTH
BANNER ELK, NC 28604","828-963-6547","BANNER ELK","Watauga"
"AHOSKIE, TOWN OF","","","","5,479","Ground water","PO BOX 767
AHOSKIE, NC 27910","252-209-0096","AHOSKIE","Hertford"
"AJ`S FOOD MART","","","","100","Ground water","6204 TEN TEN RD
APEX, NC 27502","919-779-3900","APEX","Wake"
"ALAMANCE PRESBYTERIAN CH/DAYCA","","","","170","Ground water","1543 ABBEY COURT
WINSTON SALEM, NC 27103","336-972-3778","GREENSBORO","Guilford"
"ALAN ACRES","","","","483","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","GASTONIA","Gaston"
"ALBANY ACRES S/D","","","","81","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","CLAYTON","Johnston"
"ALBEMARLE WESLEYAN CHURCH","","","","25","Ground water","417 EAST ST
ALBEMARLE, NC 28001","704-983-2413","ALBEMARLE","Stanly"
"ALBEMARLE, CITY OF","","","","17,874","Surface water","PO BOX 190
ALBEMARLE, NC 28002","704-984-9609","ALBEMARLE","Stanly"
"ALDERMAN ROAD ELEMENTARY","","","","770","Ground water","810 GILLESPIE ST
FAYETTEVILLE, NC 28306","910-678-2648","FAYETTEVILLE","Cumberland"
"ALERT PENTECOSTAL HOLINESS CH","","","","40","Ground water","2403 PETE SMITH ROAD
LOUISBURG, NC 27549","","LOUISBURG","Franklin"
"ALEXANDER CO WTR DIST","","","","12,587","Surface water purchased","PO BOX 398
HICKORY, NC 28603","828-323-7427","TAYLORSVILLE","Alexander"
"ALEXANDER MISSIONARY BAPT CH","","","","75","Ground water","1179 OLD HWY 20
ALEXANDER, NC 28701","","ALEXANDER","Buncombe"
"ALEXIS BAPTIST CHURCH","","","","250","Ground water","PO BOX 39
ALEXIS, NC 28006","704-263-2301","ALEXIS","Gaston"
"ALL GOD'S CHILDREN CEC","","","","50","Ground water","89 GOUGHES BRANCH ROAD
LEICESTER, NC 28748","828-515-0661","LEICESTER","Buncombe"
"ALL SAINTS ANGLICAN CHURCH","","","","75","Ground water","15 MCDOWELL RD
MILLS RIVER, NC 28759","828-891-7216","ARDEN","Henderson"
"ALL STAR MHP","","","","530","Ground water","2054 KILDAIRE FARM RD #413
CARY, NC 27518","919-924-8907","RALEIGH","Wake"
"ALLEN CHAPEL BAPTIST CHURCH","","","","125","Ground water","PO BOX 670
ENVIROLINK
BAILEY, NC 27807","252-235-4900","LOUISBURG","Franklin"
"ALLEN FISHING AREA","","","","25","Ground water","526 SOUTH CHURCH ST
CHARLOTTE, NC 28202","980-373-7240","BELMONT","Gaston"
"ALLEN MHP LLC","","","","64","Ground water","2542 LINCOLNTON HWY BOX 30
CHERRYVILLE, NC 28021","980-429-0450","CHERRYVILLE","Gaston"
"ALLEN WOODS VILLAGE","","","","81","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","ELKIN","Surry"
"ALLENDALE HEIGHTS","","","","78","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","SOPHIA","Randolph"
"ALLIGATOR RIVER MARINA","","","","100","Ground water","PO BOX 307
MANTEO, NC 27954","252-796-0333","COLUMBIA","Tyrrell"
"ALLISON WOODS FAMILY PARTNERSHIP","","","","25","Ground water","PO BOX 211
STATESVILLE, NC 28687-0211","704-873-5976","","Iredell"
"ALMOND BOAT PARK & RV","","","","64","Ground water","1165 BOAT PARK RD
BRYSON CITY, NC 28713","828-488-6423","ALMOND","Swain"
"ALOHA VETERINARY HOSPITAL","","","","25","Ground water","106 STUMPY CREEK RD
MOORESVILLE, NC 28117","704-256-8340","MOORESVILLE","Iredell"
"ALSTON CHAPEL UNITED HOLY CHURCH","","","","175","Ground water","108 MILLKEN RD
PITTSBORO, NC 27312","919-444-3845","PITTSBORO","Chatham"
"ALTAMAHAW BAPTIST DAYCARE","","","","60","Ground water","3445 ALTAMAHAW CHURCH ST
ALTAMAHAW BAPTIST CHILD CARE
ELON, NC 27244","336-584-5949","ALTAMAHAW","Alamance"
"ALTAMAHAW-OSSIPEE ELEM SCHOOL","","","","692","Ground water","307 PRISON CAMP ROAD
GRAHAM, NC 27253","336-570-6482","ELON COLLEGE","Alamance"
"ALTAMONT METHODIST CHURCH","","","","50","Ground water","PO BOX 366
NEWLAND, NC 28657","828-733-5442","NEWLAND","Avery"
"ALTAPASS BAPTIST CHURCH","","","","120","Ground water","94 ALTAPASS TRAIL
SPRUCE PINE, NC 28777","828-765-0660","SPRUCE PINE","Mitchell"
"ALTICE ESTATES S/D","","","","330","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","RALEIGH","Wake"
"AMAZING GRACE BAPTIST CHURCH","","","","25","Ground water","1053 BLEVINS STORE RD
MT AIRY, NC 27030","","MT AIRY","Surry"
"AMBER ACRES","","","","239","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","800-525-7990","KNIGHTDALE","Wake"
"AMBER ACRES NORTH S/D","","","","752","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","800-525-7990","KNIGHTDALE","Wake"
"AMBER RIDGE S/D","","","","742","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","800-525-7990","KNIGHTDALE","Wake"
"AMERICAN TRUETZSCHLER INC","","","","60","Ground water","12300 MOORES CHAPEL RD
CHARLOTTE, NC 28214","704-391-5335","CHARLOTTE","Mecklenburg"
"AMHERST S/D","","","","325","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","800-525-7990","FUQUAY-VARINA","Wake"
"AMIS CHAPEL BAPTIST CHURCH","","","","175","Ground water","1632 Grassy Creek Virgilina Road
OXFORD, NC 27565","919-693-6074","OXFORD","Granville"
"AMITY BAPTIST CHURCH","","","","90","Ground water","5056 STAGE COACH ROAD
IRON STATION, NC 28080","704-240-9709","IRON STATION","Lincoln"
"AMITY HILLS BAPTIST CHURCH","","","","25","Ground water","PO BOX 3322
ASHEBORO, NC 27204","336-629-3767","ASHEBORO","Randolph"
"AMY ACRES S/D","","","","358","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","GASTONIA","Gaston"
"ANCHOR BAPTIST","","","","300","Ground water","3232 HENDERSONVILLE HWY
PISGAH FOREST, NC 28768","828-884-7610","PISGAH FOREST","Transylvania"
"ANCHORED IN JESUS BAPTIST","","","","100","Ground water","P. O. BOX 822
DOBSON, NC 27017","","DOBSON","Surry"
"ANCHORS BEND MARINA","","","","75","Ground water","3301 BENSON DR
SUITE 103
RALEIGH, NC 27609","919-239-8235","WILMINGTON","New Hanover"
"ANDERSEN ENERGY INC","","","","88","Ground water","3151 CAROLINA DR
HAW RIVER, NC 27258","336-376-3000","HAW RIVER","Alamance"
"ANDERSON COMMUNITY PARK","","","","25","Ground water","301 W MAIN STREET
CARRBORO, NC 27510","","CARRBORO","Orange"
"ANDREW TYSON FARMS MLC","","","","68","Ground water","906 EVANS RD
NASHVILLE, NC 27856","252-459-9545","NASHVILLE","Nash"
"ANDREWS, TOWN OF","","","","3,365","Surface water","PO BOX 1210
ANDREWS, NC 28901","828-321-3126","ANDREWS","Cherokee"
"ANGIER, TOWN OF","","","","7,612","Surface water purchased","PO BOX 278
ANGIER, NC 27501","919-639-2071","ANGIER","Harnett"
"ANNE LOUISE WILKERSON NATURE PRESERVE","","","","25","Ground water","222 WEST HARGETT STREET
ATTN: CHAD BOUFFIOU
RALEIGH, NC 27601","919-996-3285","RALEIGH","Wake"
"ANSON COUNTY WATER SYSTEM","","","","13,380","Surface water","907 N WASHINGTON ST
UTILITIES DIR
WADESBORO, NC 28170","704-694-5208","LILESVILLE","Anson"
"ANSONVILLE WATER SYSTEM","","","","1,262","Surface water purchased","PO BOX 437
ANSONVILLE, NC 28007","704-826-8404","ANSONVILLE","Anson"
"ANTIOCH BAPTIST CHURCH","","","","45","Ground water","968 TRIPLETTE RD
CLEVELAND, NC 27013","704-528-3123","CLEVELAND","Iredell"
"ANTIOCH BAPTIST CHURCH","","","","50","Ground water","1707 WHITE CROSS RD
CHAPEL HILL, NC 27516","919-929-2230","CHAPEL HILL","Orange"
"ANTIOCH BAPTIST CHURCH","","","","100","Ground water","170 OLD TRAM ROAD
WHITEVILLE, NC 28472","910-640-1467","WHITEVILLE","Columbus"
"ANTIOCH BAPTIST CHURCH","","","","80","Ground water","2177 FR COFFEY RD
MORGANTON, NC 28655","828-430-0096","MORGANTON","Burke"
"ANTIOCH BAPTIST CHURCH","","","","50","Ground water","124 HOLCOMBE BRANCH ROAD
WEAVERVILLE, NC 28787","828-712-8066","WEAVERVILLE","Buncombe"
"ANTIOCH BAPTIST CHURCH","","","","350","Ground water","542 IRON DUFF RD
WAYNESVILLE, NC 28785","828-627-1200","CLYDE","Haywood"
"ANTIOCH BAPTIST CHURCH","","","","55","Ground water","16920 STOKES FERRY RD
C/O ANTIOCH BAPTIST CHURCH
RICHFIELD, NC 28137","704-463-7502","RICHFIELD","Rowan"
"ANTIOCH BAPTIST CHURCH","","","","25","Ground water","PO BOX 1969
OXFORD, NC 27565","919-693-4581","OXFORD","Granville"
"APEX, TOWN OF","","","","60,000","Surface water purchased","PO BOX 250
APEX, NC 27502","919-249-3536","APEX","Wake"
"APOLLO CAMPGROUND #1","","","","40","Ground water","4275 MOREHEAD RD
CONCORD, NC 28027","704-455-2409","","Cabarrus"
"APOLLO CAMPGROUND #2","","","","30","Ground water","4275 MOREHEAD RD
CONCORD, NC 28027","704-455-2409","","Cabarrus"
"APPALACHIAN ADVENT CHRIST CG","","","","80","Ground water","2060 TALL OAK DR
LENOIR, NC 28645","","BLOWING ROCK","Watauga"
"APPALACHIAN EFFICIENCIES","","","","25","Ground water","PO BOX 123
BOONE, NC 28607","828-406-5354","BOONE","Watauga"
"APPALACHIAN SKI MTN","","","","25","Ground water","PO BOX 106
BLOWING ROCK, NC 28605","828-295-7828","BLOWING ROCK","Watauga"
"APPALACHIAN STATE UNIV WTP","","","","11,150","Surface water","265 DALE STREET
APPALACHIAN ST UNIVERSITY
BOONE, NC 28608","828-262-8787","BOONE","Watauga"
"APPALCART TRANSIT FACILITY","","","","93","Ground water","305 NC HWY 105 BYPASS
BOONE, NC 28607","828-297-1300","","Watauga"
"APPLEGATE WATER SYSTEM","","","","429","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","KERNERSVILLE","Forsyth"
"APPLETREE GROUP CAMP","","","","150","Ground water","90 SLOAN RD
C/O USFS NANTAHALA RANGER DISTRICT
FRANKLIN, NC 28734","828-524-6441","AQUONE","Macon"
"APPLIED PLASTIC SERVICES INC","","","","25","Ground water","PO BOX 99
BOLTON, NC 28423","910-655-4357","BOLTON","Columbus"
"ARBA WATER CORPORATION","","","","203","Surface water purchased","4114 HULL ROAD
SNOW HILL, NC 28580","","SNOW HILL","Greene"
"ARBOR DALE PRESBYTERIAN CH","","","","50","Ground water","PO BOX 235
BANNER ELK, NC 28604","828-898-4628","BANNER ELK","Avery"
"ARBOR HILL MHP","","","","85","Ground water","4228 US HWY 70E
DURHAM, NC 27705","919-768-2921","DURHAM","Orange"
"ARBOR RUN/CHARLES PLACE S/D","","","","582","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","OAK RIDGE","Guilford"
"ARCHDALE, CITY OF","","","","12,700","Surface water purchased","P O BOX 14068
ARCHDALE, NC 27263","336-434-7364","ARCHDALE","Randolph"
"ARCHDALE/TRYON MHP","","","","74","Ground water","PO BOX 4133
ROCK, SC 29732","704-962-2861","CHERRYVILLE","Gaston"
"ARDIS CHAPEL AME ZION CHURCH","","","","30","Ground water","306 CEDAR DRIVE
SALISBURY, NC 28147","704-638-2324","SALISBURY","Rowan"
"ARLINGTON BAPTIST CHURCH INC","","","","350","Ground water","9801 ARLINGTON CHURCH ROAD
CHARLOTTE, NC 28227","704-545-4589","CHARLOTTE","Mecklenburg"
"ARMFIELD S/D PHASE IA","","","","132","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","SUMMERFIELD","Guilford"
"ARMFIELD S/D PHASE IB","","","","86","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","SUMMERFIELD","Guilford"
"ARROW SPRINGS","","","","53","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","RALEIGH","Wake"
"ARROWHEAD CAMPGROUND","","","","100","Ground water","160-A ZILLICOA ST
US FOREST SERVICE - ASHEVILLE
ASHEVILLE, NC 28801-1082","828-257-4231","TROY","Montgomery"
"ARTHUR MORGAN SCHOOL","","","","42","Ground water","60 AMS CIRCLE
BURNSVILLE, NC 28714","828-675-4262","BURNSVILLE","Yancey"
"ASBURY METHODIST CHURCH","","","","25","Ground water","4613 OLD US HWY 421
HAMPTONVILLE, NC 27020-8385","","HAMPTONVILLE","Yadkin"
"ASHCROFT PARK","","","","100","Ground water","4700 HOMEWOOD COURT, SUITE 108
ENVIROLINK
RALEIGH, NC 27609","252-235-4900","GREENSBORO","Guilford"
"ASHE BAPTIST SUMMER CAMP","","","","30","Ground water","PO BOX 850
JEFFERSON, NC 28640","336-846-5631","FLEETWOOD","Ashe"
"ASHE COUNTY MIDDLE SCHOOL","","","","535","Ground water","P.O. BOX 604, 320 SOUTH STREET
JEFFERSON, NC 28640","336-246-7175","WARRENVILLE","Ashe"
"ASHE COUNTY PARK","","","","25","Ground water","626 ASHE CENTRAL SCHOOL RD.
JEFFERSON, NC 28640","336-982-6185","JEFFERSON","Ashe"
"ASHEBORO CONG JEHOVAH WITNESS","","","","25","Ground water","4336 US HWY 64 E
ASHBORO-CONG JEHOVAH WITNESS
ASHEBORO, NC 27203","","ASHEBORO","Randolph"
"ASHEBORO COUNTRY CLUB ESTATES","","","","26","Ground water","4700 HOMEWOOD CT SUITE 108
C/O OLD NORTH STATE WATER CO
RALEIGH, NC 27609","252-235-4900","ASHEBORO","Randolph"
"ASHEBORO COUNTRY CLUB INC","","","","25","Ground water","5150 OLD LEXINGTON ROAD
ASHEBORO, NC 27205","336-628-0028","ASHEBORO","Randolph"
"ASHEBORO, CITY OF","","","","25,791","Surface water","PO BOX 1106
ASHEBORO, NC 27204","336-626-1201","ASHEBORO","Randolph"
"ASHEBROOK PARK","","","","231","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","GASTONIA","Gaston"
"ASHEBROOK S/D","","","","48","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","","Wake"
"ASHEBROOK WOODS","","","","96","Surface water purchased","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","ARCHDALE","Randolph"
"ASHEVILLE ACADEMY FOR GIRLS","","","","75","Ground water","126 CAMP ELLIOTT ROAD
BLACK MOUNTAIN, NC 28711","828-419-8100","BLACK MOUNTAIN","Buncombe"
"ASHEVILLE ACADEMY FOR GIRLS- CABINS","","","","75","Ground water","126 CAMP ELLIOTT ROAD
BLACK MOUNTAIN, NC 28711","828-419-8100","BLACK MOUNTAIN","Buncombe"
"ASHEVILLE CITY OF","http://www.ashevillenc.gov/departments/water_services/default.aspx?id=556&ekmensel=12_submenu_0_link_14","","","124,300","Surface water","PO BOX 7148
ASHEVILLE, NC 28802","828-259-5959","ASHEVILLE","Buncombe"
"ASHLEY GROVE BAPTIST CHURCH","","","","45","Ground water","PO BOX 3344
HENDERSON, NC 27536","","HENDERSON","Vance"
"ASHLEY HILLS NORTH S/D","","","","602","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","800-525-7990","KNIGHTDALE","Wake"
"ASHLEY HILLS S/D","","","","436","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","KNIGHTDALE","Wake"
"ASHLEY WOODS S/D","","","","97","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","MOORESVILLE","Iredell"
"ASHWORTH ROAD BAPTIST CHURCH","","","","50","Ground water","P O BOX 734
MARION, NC 28752","","MARION","McDowell"
"ASPEN GROVE FWB CHURCH","","","","50","Ground water","1812 OAKDALE DRIVE
WILSON, NC 27893","","FOUNTAIN","Wilson"
"ATLANTIC BEACH, TOWN OF","","","","6,380","Ground water","PO BOX 1094
TOWN OF ATLANTIC BEACH
ATLANTIC BEACH, NC 28512","252-726-1366","ATLANTIC BEACH","Carteret"
"ATLANTIC ELEMENTARY","","","","115","Ground water","107 SAFRIT DR
BEAUFORT, NC 28516","252-728-6115","ATLANTIC","Carteret"
"ATLANTIC MHP","","","","113","Ground water","493 MASON TOWN RD
NEWPORT, NC 28570","","NEWPORT","Carteret"
"ATLANTIC MHP II","","","","106","Ground water","493 MASON TOWN RD
NEWPORT, NC 28570","","NEWPORT","Carteret"
"ATLANTIC VENEER CORP","","","","35","Ground water","611 VERDUN ST
NEWPORT, NC 28570","","BEAUFORT","Carteret"
"ATLANTIC VILLAGE MHP","","","","175","Ground water","493 MASON TOWN RD
NEWPORT, NC 28570","","NEWPORT","Carteret"
"AUBURN ESTATES","","","","98","Ground water","7300 BATTLE BRIDGE ROAD
RALEIGH, NC 27610","","RALEIGH","Wake"
"AUBURN HILLS S/D","","","","94","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","KNIGHTDALE","Wake"
"AULANDER, TOWN OF","","","","1,438","Ground water","PO BOX 100
AULANDER, NC 27805","252-345-3541","AULANDER","Bertie"
"AULDERN ACADEMY","","","","75","Ground water","990 GLOVERS GROVE CHURCH RD
SILER CITY, NC 27344","919-837-2336","SILER CITY","Chatham"
"AURORA WATER SYSTEM","","","","502","Ground water","PO BOX 86
AURORA, NC 27806","252-322-5208","AURORA","Beaufort"
"AUSTIN COMMUNITY CENTER","","","","25","Ground water","BLUE RIDGE OPPORTUNITY COMMISSION, INC.
710 VETERANS DRIVE
N WILKESBORO, NC 28659","336-667-7174","AUSTIN","Wilkes"
"AUTRYVILLE, TOWN OF","","","","472","Ground water purchased","PO BOX DRAWER 10
AUTRYVILLE, NC 28318","910-525-4567","AUTRYVILLE","Sampson"
"AUTUMN ACRES S/D","","","","84","Ground water","4163 SINCLAIR STREET
DENVER, NC 28037","704-489-9404","GASTONIA","Gaston"
"AUTUMN FOREST MHP","","","","490","Ground water","4100 US HWY 29 NORTH #84
GREENSBORO, NC 27405","919-457-1279","BROWN SUMMIT","Guilford"
"AVALON ACRES MHP","","","","65","Ground water","PO BOX 1796
FAIRVIEW, NC 28730","828-702-3912","FAIRVIEW","Buncombe"
"AVALYN S/D","","","","25","Ground water","4700 HOMEWOOD CT SUITE 108
C/O OLD NORTH STATE WATER CO
RALEIGH, NC 27609","252-235-4900","WAKE FOREST","Wake"
"AVOCET S/D","","","","566","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","HOLLY SPRINGS","Wake"
"AYDEN TOWN OF","","","","6,366","Surface water purchased","P.O. BOX 219
AYDEN, NC 28513","252-481-5833","AYDEN","Pitt"
"AYERSVILLE BAPTIST CHURCH","","","","25","Ground water","673 MEANS CREEK RD
MAYODAN, NC 27027","","MAYODAN","Rockingham"
"AZALEA HILLS MHP","","","","80","Ground water","PO BOX 670
PINEVILLE, NC 28134","704-258-7242","GASTONIA","Gaston"
"AZALEA WALK","","","","25","Ground water","706 MEETING STREET
CHARLESTON, SC 29403","843-371-4564","CASHIERS","Jackson"
"B EVERETT JORDAN ELEM SCHOOL","","","","432","Ground water","307 PRISON CAMP ROAD
GRAHAM, NC 27253","336-570-6482","SAXAPAHAW","Alamance"
"B H CORPENING TRAINING CENTER","","","","60","Ground water","6065 LINVILLE FALLS HIGHWAY
NEWLAND, NC 28657","828-733-4242","CROSSNORE","Avery"
"B SCOTT WALROND DDS PA","","","","25","Ground water","PO BOX 515
PLEASANT GARDEN, NC 27313","336-674-2328","PLEASANT GARDEN","Guilford"
"BACK CREEK FRIENDS MEETING","","","","25","Ground water","139 BACK CREEK CHURCH RD
ASHEBORO, NC 27203","","ASHEBORO","Randolph"
"BACK CREEK PRESBYTERIAN CHURCH","","","","160","Ground water","2145 BACK CREEK CHURCH RD
MOUNT ULLA, NC 28125","704-278-2798","MOUNT ULLA","Rowan"
"BACKWOODS-SADDLEBROOK COMM WS","","","","122","Ground water","417-D CARATOKE HWY
MOYOCK, NC 27958","252-435-2718","MOYOCK","Currituck"
"BADIN GROUP CAMP-REC AREA","","","","100","Ground water","160-A ZILLICOA ST
US FOREST SERVICE - ASHEVILLE
ASHEVILLE, NC 28801-1082","828-257-4231","TROY","Montgomery"
"BADIN LAKE C.G.-UPPER LOOP","","","","100","Ground water","160-A ZILLICOA ST
US FOREST SERVICE - ASHEVILLE
ASHEVILLE, NC 28801-1082","828-257-4231","TROY","Montgomery"
"BADIN SHORES RESORT","","","","2,743","Surface water purchased","NO I. CLUBHOUSE DR
NEW LONDON, NC 28127","336-461-3833","NEW LONDON","Montgomery"
"BAHAMA BAPTIST CHURCH","","","","110","Ground water","7918 WILLARDVILLE STATION ROAD
BAHAMA, NC 27503","","BAHAMA","Durham"
"BAHIA BAY S/D","","","","350","Ground water","PO BOX 240908
CHARLOTTE, NC 28224","704-319-0523","CORNELIUS","Mecklenburg"
"BAILEY FARMS SUBDIVISION","","","","64","Ground water","4700 HOMEWOOD CT SUITE 108
C/O OLD NORTH STATE WATER CO
RALEIGH, NC 27609","252-235-4900","LOUISBURG","Franklin"
"BAILEY MHP  NO 1","","","","94","Ground water","130 BAILEY LN
PILOT MTN, NC 27041","","PILOT MOUNTAIN","Surry"
"BAILEY, TOWN OF","","","","569","Ground water","4700 HOMEWOOD CT SUITE 108
C/O OLD NORTH STATE WATER CO
RALEIGH, NC 27609","252-235-4900","BAILEY","Nash"
"BAILEYS GROVE BAPTIST SCHOOL","","","","90","Ground water","622 PLEASANT CROSS RD
ASHEBORO, NC 27203","336-672-9318","ASHEBORO","Randolph"
"BAILEYTOWN CHRISTIAN CHURCH","","","","25","Ground water","1114 BAILEYTOWN CHURCH ROAD
WALNUT COVE, NC 27052","336-591-7349","WALNUT COVE","Stokes"
"BAILEY`S AT GLENMOOR S/D","","","","41","Ground water","4700 HOMEWOOD CT SUITE 108
C/O OLD NORTH STATE WATER CO
RALEIGH, NC 27609","252-235-4900","RALEIGH","Wake"
"BAILEY`S LANDING S/D","","","","114","Ground water","202 MACKENAN COURT
CARY, NC 27511","919-467-8712","RALEIGH","Wake"
"BAKERS MARKET & TIRE SERVICE","","","","150","Ground water","4189 SUGAR HILL ROAD
MARION, NC 28702","828-738-4999","MARION","McDowell"
"BAKERSVILLE, TOWN OF","","","","725","Ground water","PO BOX 53
TOWN OF BAKERSVILLE
BAKERSVILLE, NC 28705","828-688-2113","BAKERSVILLE","Mitchell"
"BALD CREEK CHILD DEVELOPMENT","","","","25","Ground water","PO BOX 190
BURNSVILLE, NC 28714","828-284-2356","BURNSVILLE","Yancey"
