"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"AUGUSTA WATERWORKS","","","","2,128","Ground water","PO BOX 459
AUGUSTA, AR 72006","870-347-2041","","Woodruff"
"AUSTIN WATERWORKS","","","","2,585","Surface water purchased","202 HENDRICKS
AUSTIN, AR 72007","501-941-2648","","Lonoke"
"AUTUMN ACRES MHP","","","","88","Ground water","4748 HWY 126 N
GASSVILLE, AR 72635","870-736-6234","","Baxter"
"BALD KNOB NORTH WATER ASSOC","","","","2,354","Surface water purchased","488 HIGHWAY 167
BALD KNOB, AR 72010","501-724-3955","","Jackson, White"
"BALD KNOB WATERWORKS","","","","29,000","Surface water purchased","PO BOX 550
BALD KNOB, AR 72010","501-724-3821","","White"
"BANKS WATERWORKS","","","","248","Ground water","PO BOX 104
BANKS, AR 71631","870-465-2570","","Bradley"
"BARKADA WATER ASSOCIATION","","","","381","Ground water purchased","3664 HWY 35 WEST
WILMAR, AR 71675","870-723-3745","","Drew"
"BARLING WATERWORKS","","","","4,583","Surface water purchased","304 CHURCH ST
BARLING, AR 72923-0000","479-452-2462","","Sebastian"
"BARTON LEXA WATER ASSOCIATION","","","","3,900","Ground water","PO BOX 80
BARTON, AR 72312","870-572-1263","","Phillips"
"BASIN VALLEY WATER SYSTEM","","","","376","Ground water","P.O. BOX 195
MARBLE FALLS, AR 72648","870-391-1046","","Newton"
"BASSETT WATERWORKS","","","","143","Ground water","PO BOX 73
BASSETT, AR 72313-0073","870-537-4648","","Mississippi"
"BATESVILLE WATER UTILITIES","","","","12,375","Surface water","P O BOX 2375
BATESVILLE, AR 72503","870-698-2448","","Independence"
"BATTS-LAPILE WATER ASSOCIATION","","","","583","Ground water","2912 PIGEON HILL RD
STRONG, AR 71765","870-862-0340","","Union"
"BAUXITE WATER","","","","574","Surface water purchased","6055 STANLEY CR
BAUXITE, AR 72011","501-574-1301","","Saline"
"BAXTER MARION RURAL WATER ASSOCIATION","","","","360","Surface water purchased","PO BOX 67
OAKLAND, AR 72661","870-431-0050","","Baxter, Marion"
"BAY WATERWORKS","","","","1,821","Ground water","902 PARDOW ST
BAY, AR 72411","870-781-3820","","Craighead"
"BAYOU RESORT","","","","25","Ground water","2325 FOUT ROAD
GAMALIEL, AR 72537","870-467-5277","","Baxter"
"BEAR CREEK COUNTRY STORE","","","","50","Ground water","7 MARANS DRIVE
LITTLE ROCK, AR 72223","347-993-4507","","Pulaski"
"BEARDEN WATERWORKS","","","","2,450","Ground water","P O BOX 134
BEARDEN, AR 71720-0000","870-687-2204","","Ouachita"
"BEAVER RV PARK","","","","100","Ground water","P O BOX 15
BEAVER, AR 72613","479-253-5469","","Carroll"
"BEAVER WATER DISTRICT","","","","54","Surface water","PO BOX 400
LOWELL, AR 72745-0400","479-756-3651","","Benton"
"BEAVERFORK VOLUNTEER FD WSD","","","","3,458","Surface water purchased","P O BOX 2319
CONWAY, AR 72033-2319","501-329-4200","","Faulkner"
"BEDFORD FALLS MHP","","","","108","Ground water","101 RIDGE HAVEN DR
BERRYVILLE, AR 72616","870-654-2674","","Carroll"
"BEE BRANCH WATER","","","","3,135","Surface water purchased","PO BOX 180
BEE BRANCH, AR 72013","501-654-2292","","Van Buren"
"BEEBE WATERWORKS","","","","8,120","Surface water purchased","P O BOX 1120
BEEBE, AR 72012-0000","501-882-6438","","White"
"BEEDEVILLE WATER WORKS","","","","112","Ground water","P O BOX 116
BEEDEVILLE, AR 72014-0000","870-217-1733","","Jackson"
"BELLA VISTA POA","","","","27,228","Surface water purchased","51 HUNTLEY LANE
BELLA VISTA, AR 72715","479-855-5060","","Benton"
"BELLEFONTE WATER","","","","490","Ground water","180 BELLEFONTE ROAD
HARRISON, AR 72601","870-715-7798","","Boone"
"BELLEVILLE WATER","","","","1,103","Surface water purchased","PO BOX 238
BELLEVILLE, AR 72824","479-493-2326","","Yell"
"BEN LOMOND WATERWORKS","","","","210","Surface water purchased","P O BOX 92
BEN LOMOND, AR 71823","903-898-8294","","Sevier"
"BENNY'S  COUNTRY STORE","","","","25","Ground water","6227 HWY 5 SOUTH
MOUNTAIN HOME, AR 72653","870-491-5558","","Baxter"
"BENTON CO WATER","","","","5,743","Surface water purchased","P O BOX 127
AVOCA, AR 72711","479-636-0002","","Benton"
"BENTON COUNTY WATER AUTHORITY4","","","","555","Surface water purchased","10878 ERVIN MCGARRAH RD
LOWELL, AR 72745","479-877-9364","","Benton"
"BENTON COUNTY WATER AUTHORITY5","","","","1,468","Surface water purchased","PO BOX 591
LOWELL, AR 72745-0591","479-877-9364","","Benton"
"BENTON WATERWORKS","","","","30,681","Surface water","1314 VENTURI DR
BENTON, AR 72019","501-776-5942","","Saline"
"BENTON-WASHINGTON REGIONAL PWA","","","","20","Surface water","15531 WOODS LODGE RD
ROGERS, AR 72756-0000","479-925-7655","","Benton, Washington"
"BENTONVILLE WATER UTILITIES","","","","42,343","Surface water purchased","117 W CENTRAL AVE
BENTONVILLE, AR 72712-0000","479-271-3140","","Benton"
"BERGMAN WATERWORKS","","","","2,945","Ground water","P O BOX 158
BERGMAN, AR 72615-0000","870-754-9201","","Boone"
"BERRYVILLE WATERWORKS","","","","6,025","Surface water purchased","PO BOX 227
BERRYVILLE, AR 72616","870-423-4074","","Carroll"
"BETHESDA WATER ASSOCIATION","","","","1,302","Surface water purchased","6465 BETHESDA LANE
BATESVILLE, AR 72501-0000","870-793-7887","","Independence"
"BIG CLIFTY WATER","","","","170","Ground water","325 CR 1522
EUREKA SPRINGS, AR 72632-0000","479-244-5158","","Carroll"
"BIG FLAT WATERWORKS","","","","523","Ground water","PO BOX 101
BIG FLAT, AR 72617","870-448-5054","","Baxter"
"BIGELOW WATERWORKS","","","","544","Ground water","P O BOX 116
PERRYVILLE, AR 72126","501-391-2160","","Perry"
"BIGGERS BED AND BREADFAST","","","","25","Ground water","20 BLUFF ROAD
HARDY, AR 72542","876-856-4718","","Sharp"
"BIGGERS WATERWORKS","","","","404","Ground water","P O BOX 202
BIGGERS, AR 72413","870-769-2381","","Randolph"
"BILL JUNIOR'S POLAR ICE BEEBE","","","","30","Ground water purchased","2145 HWY 31 NORTH
BEEBE, AR 72012","501-425-9033","","White"
"BIRDSONG WHITTON WATER ASSOC","","","","464","Ground water","PO BOX 2391
BLYTHEVILLE, AR 72316","870-525-2300","","Mississippi"
"BISCOE WATERWORKS","","","","440","Ground water","P O BOX 187
BISCOE, AR 72017-0000","870-998-2226","","Prairie"
"BLACK BEAR SPRINGS","","","","25","Surface water","809 N LEWIS
TULSA, OK 74110","800-643-4596","","Polk"
"BLACK OAK WATERWORKS","","","","264","Ground water","1309 ROSS LEIGHANN ST
LAKE CITY, AR 72437-0000","870-919-3078","","Craighead"
"BLACK ROCK WATERWORKS","","","","663","Ground water","491 ELM ST
BLACK ROCK, AR 72415","870-878-6792","","Lawrence"
"BLEVINS WATERWORKS","","","","335","Ground water","PO BOX 97
BLEVINS, AR 71825","870-874-3333","","Hempstead"
"BLUE BELL CAFE","","","","25","Surface water purchased","P O BOX 128
STORY, AR 71970","870-867-3999","","Montgomery"
"BLUE HERON CAMPGROUND","","","","25","Ground water","PO BOX 1253
FLIPPIN, AR 72634","870-453-4678","","Marion"
"BLUE LADY RESORT","","","","45","Ground water","149CR 820
GAMALIEL, AR 72537","870-467-5115","","Baxter"
"BLUE MOUNTAIN WATERWORKS","","","","357","Surface water purchased","P O BOX 89
BLUE MOUNTAIN, AR 72826-0000","479-947-2210","","Logan"
"BLUE WATER S RESORT","","","","52","Ground water","4962 MCBRIDE ROAD
PROTEM, MO 66733","417-785-4375","","Marion"
"BLYTHEVILLE WATERWORKS","","","","16,293","Ground water","124 W WALNUT
BLYTHEVILLE, AR 72315","870-763-5450","","Mississippi"
"BNR U2-01 BUFFALO POINT CAMPGROUND","","","","25","Ground water","2229 HWY 268 EAST
YELLVILLE, AR 72687","870-449-4751","","Marion"
"BNR U2-02 DILLARDS FERRY","","","","25","Ground water","2229 HWY 268 EAST
YELLVILLE, AR 72687","870-449-4751","","Marion"
"BNR U2-48 RUSH CAMPROUND","","","","25","Ground water","2229 HWY 268 EAST
YELLVILLE, AR 72687","870-449-4751","","Marion"
"BODCAW RURAL WATER SYSTEM","","","","1,430","Surface water purchased","124 NEVADA 129
ROSSTON, AR 71858-0000","870-899-2407","","Hempstead, Nevada"
"BOGG SPRINGS BAPTIST CAMP","","","","25","Ground water","784 HWY 84
WICKES, AR 71973","870-385-2443","","Polk"
"BOIS D ARC WATER SYSTEM","","","","53","Ground water","1422 HWY 355 WEST
HOPE, AR 71801","870-703-5054","","Hempstead"
"BOLL WEEVIL","","","","300","Ground water","17446 HWY 67 WEST
FULTON, AR 71838","870-896-2222","","Miller"
"BONANZA WATERWORKS","","","","555","Surface water purchased","200 SHERWOOD AVE
BONANZA, AR 72916","479-636-8649","","Sebastian"
"BONO WATERWORKS","","","","2,074","Ground water","P O BOX 127
BONO, AR 72416-0000","870-932-0100","","Craighead"
"BOONEVILLE DEVELOPMENT CENTER","","","","275","Surface water","87 REED RD HWY 116 SO
BOONEVILLE, AR 72927-0000","479-675-1487","","Logan"
"BOONEVILLE WATERWORKS","","","","4,108","Surface water","232 NORTH KENNEDY
BOONEVILLE, AR 72927","479-675-2696","","Logan"
"BOWSER WATER ASSN","","","","580","Ground water purchased","1957 MIDWAY ROUTE
MONTICELLO, AR 71655","870-367-8671","","Drew"
"BOY SCOUT CAMP ORR","","","","300","Ground water","HCR 70 BOX 140
JASPER, AR 72641","870-446-5444","","Newton"
"BRADFORD WATERWORKS","","","","950","Ground water","308 W WALNUT
BRADFORD, AR 72020-0000","501-344-2252","","White"
"BRADLEY CO RURAL WATER ASSOCIATION","","","","2,537","Ground water purchased","PO BOX 207
WARREN, AR 71671","870-226-6757","","Bradley"
"BRADLEY WATERWORKS","","","","567","Ground water","P O BOX 759
BRADLEY, AR 71826-0000","870-894-3463","","Lafayette"
"BRADY MOUNTAIN RESORT & MARINA","","","","1,000","Ground water","4120 BRADY MOUNTAIN ROAD
ROYAL, AR 71968","501-767-3422","","Garland"
"BRANCH WATER WORKS","","","","480","Surface water purchased","211 HWY 22 EAST
BRANCH, AR 72928-0000","479-965-2972","","Franklin"
"BRECKENRIDGE UNION WATER ASSOC","","","","1,443","Ground water","480 JACKSON CO RD 1245
NEWPORT, AR 72112","870-217-1693","","Jackson, Woodruff"
"BRENTWOOD REST AREA WVM","","","","30","Ground water purchased","280 N COLLEGE STE 500
FAYETTEVILLE, AR 72701","479-444-1895","","Washington"
"BRIARCLIFF WATERWORKS","","","","313","Ground water","945 SCENIC DRIVE
MOUNTAIN HOME, AR 72653","870-491-5762","","Baxter"
"BRINKLEY WATERWORKS","","","","8,140","Ground water","PO BOX 746
BRINKLEY, AR 72021","870-734-1721","","Monroe"
"BROOKHILL RANCH","","","","250","Ground water","431 BROOKS LANE
HOT SPRINGS, AR 71909","501-623-5983","","Garland"
"BROOKLAND WATERWORKS","","","","2,797","Ground water","P O BOX 7
BROOKLAND, AR 72417-0000","870-935-0538","","Craighead"
"BRUNNER HILL WATER ASSOC","","","","1,023","Ground water","P O BOX 134
DOLPH, AR 72528-0000","870-499-0409","","Izard"
"BRYANT WATERWORKS","","","","19,607","Surface water purchased","1017 SW 2ND ST BLDG1
BRYANT, AR 72022","501-386-0157","","Saline"
"BUCKNER WATERWORKS","","","","290","Ground water","701 S MAIN
BUCKNER, AR 71827","","","Lafayette"
"BUENA VISTA-OGEMAW WATER ASSOCIATION","","","","384","Surface water purchased","646 OUACHITA RD 54
STEPHENS, AR 71764-0000","870-231-4360","","Ouachita"
"BUFFALO ISLAND REG WATER DIST","","","","3,429","Surface water purchased","P O BOX 328
MONETTE, AR 72447-0000","870-486-2313","","Craighead, Mississippi, Poinsett"
"BUFFALO NATRV U4-08 OZARK CG","","","","25","Ground water","HC 73 BOX 176-B
MARBLE FALLS, AR 72648","870-446-5547","","Boone"
"BUFFALO NATRV U4-24 KYLES CG","","","","25","Ground water","HC 73 BOX 176-B
MARBLE FALLS, AR 72648","870-446-5547","","Boone"
"BUFFALO NRVU4-02LOST VALLEYCG","","","","25","Ground water","HC 73 BOX 176-B
MARBLE FALLS, AR 72648","870-446-5547","","Boone"
"BUFFALO NRVU4-06 UPPER PRUITT","","","","25","Ground water","HC 73 BOX 176-B
MARBLE FALLS, AR 72648","870-446-5547","","Boone"
"BUFFALO OUTDOOR CENTER","","","","25","Ground water","PO BOX 1
PONCA, AR 72670","870-861-5514","","Newton"
"BUFFALO RV TYLER BEND CGU3-13","","","","25","Ground water","170 RANGER RD
ST JOE, AR 72675","870-439-2088","","Searcy"
"BUFFALO RV TYLER BEND MTU3-12","","","","30","Ground water","170 RANGER RD
ST JOE, AR 72675","870-439-2088","","Searcy"
"BULL SHOALS WATER SYSTEM","","","","2,723","Surface water purchased","PO BOX 390
BULL SHOALS, AR 72619","870-445-4775","","Marion"
"BURDETTE WATERWORKS","","","","606","Ground water","P O BOX 208
BURDETTE, AR 72321-0000","870-763-3920","","Mississippi"
"BYRD'S ADVENTURE CENTER, INC.","","","","25","Ground water","7037 CASS OARK RD
OZARK, AR 72949","479-667-4066","","Franklin"
"CABOT WATERWORKS","","","","25,465","Surface water purchased","PO BOX 1287
CABOT, AR 72023","501-843-4654","","Lonoke, Pulaski"
"CADDO VALLEY WATERWORKS","","","","635","Surface water purchased","137 MALVERN RD
CADDO VALLEY, AR 71923","870-246-8283","","Clark"
"CALDWELL WATER","","","","1,585","Ground water purchased","P O BOX 193
CALDWELL, AR 72322-0000","870-633-2921","","St. Francis"
"CALHOUN COUNTY WATER ASSN","","","","1,591","Ground water","1582 HWY 278 WEST
HAMPTON, AR 71744","870-798-4993","","Calhoun"
"CALICO ROCK WATERWORKS","","","","1,726","Groundwater under influence of surface water","P O BOX 370
CALICO ROCK, AR 72519-0000","870-297-3772","","Izard"
"CALION WATER WORKS","","","","494","Ground water","PO BOX 406
CALION, AR 71724","870-748-2564","","Union"
"CAMDEN WATERWORKS","","","","13,275","Surface water","P O BOX J
CAMDEN, AR 71711-0000","870-836-7331","","Ouachita"
"CAMP CANFIELD","","","","25","Ground water","1042 MC 17
FOUKE, AR 71837","903-824-9048","","Lafayette"
"CAMP HARVEST","","","","25","Surface water purchased","PO BOX 29
WITTER, AR 72776","479-677-2199","","Madison"
"CAMP KARLTON KEMP","","","","25","Ground water","670 MC 15
TEXARKANA, AR 71854","903-826-2454","","Miller"
"CAMP KIA KIMA","","","","500","Ground water","630 KIA KIMA TRAIL
HARDY, AR 72542","","","Fulton"
"CAMP ROBINSON","","","","1,500","Surface water purchased","DCSEN-E BOX 5
NORTH LITTLE ROCK, AR 72199-9600","501-212-5875","","Pulaski"
"CAMP WAR EAGLE","","","","700","Ground water","14323  CAMP WAR EAGLE ROAD
ROGERS, AR 72756","479-751-8899","","Benton"
"CAMPBELL STATION WATERWORKS","","","","234","Ground water purchased","5005 KEETER CIRCLE
TUCKERMAN, AR 72473-0000","870-523-6201","","Jackson"
"CARAWAY WATERWORKS","","","","1,375","Ground water purchased","PO BOX 549
CARAWAY, AR 72419","870-482-3571","","Craighead"
"CARLISLE WATERWORKS","","","","2,214","Ground water","PO BOX 49
CARLISLE, AR 72024","870-552-3120","","Lonoke"
"CARROLL-BOONE WATER DISTRICT","","","","30","Surface water","11510 HWY 187
EUREKA SPRINGS, AR 72631","479-253-7269","","Boone, Carroll"
"CARTHAGE WATER AND SEWER","","","","345","Ground water","848 BENTON DR
FORDYCE, AR 71742","870-254-2463","","Dallas"
"CASA WATER DEPT","","","","1,200","Surface water purchased","PO BOX 6
CASA, AR 72025","601-233-6210","","Conway, Perry, Yell"
"CASH WATERWORKS","","","","342","Ground water purchased","P O BOX 14
CASH, AR 72421","870-930-6277","","Craighead"
"CAVE CITY WATERWORKS","","","","2,484","Ground water","120 E SPRING ST
CAVE CITY, AR 72521","870-383-5103","","Independence, Sharp"
"CAVE SPRINGS WATERWORKS","","","","3,993","Surface water purchased","PO BOX 5
CAVE SPRINGS, AR 72718","479-248-1040","","Benton"
"CEDAR GLADES PARK","","","","25","Ground water","P O BOX 638
HOT SPRINGS, AR 71902","501-627-2826","","Garland"
"CEDAR RIDGE COUNTRY CUPBOARD","","","","25","Ground water","384 CR 7083
BERRYVILLE, AR 72616","870-438-5742","","Carroll"
"CEDAR VALLEY INC","","","","250","Ground water","104 BOY SCOUT TRAIL
VIOLA, AR 72583","870-458-2603","","Fulton"
"CEDARVILLE WATERWORKS","","","","8,423","Surface water purchased","PO BOX 88
CEDARVILLE, AR 72932","479-474-5865","","Crawford"
"CENTER GROVE WATER ASSOCIATION","","","","4,398","Ground water","PO BOX 277
SHERIDAN, AR 72150","870-942-3058","","Grant, Jefferson"
"CENTERTON WATERWORKS","","","","16,380","Surface water purchased","P O BOX 366
CENTERTON, AR 72719","479-795-0222","","Benton"
"CENTRAL ARKANSAS WATER","http://www.carkw.com/source/water_quality_reports.asp","","","330,667","Surface water","P.O. BOX 1789
LITTLE ROCK, AR 72203","501-223-1579","","Pulaski"
"CENTRAL CITY WATER DEPARTMENT","","","","1,235","Surface water purchased","910 BUTLER
CENTRAL CITY, AR 72941","479-452-3027","","Sebastian"
"CENTRAL LOGAN COUNTY PWFB","","","","1,268","Surface water purchased","1812 EAST WALNUT
PARIS, AR 72855","479-963-6847","","Logan"
"CG ROXANE","","","","25","Ground water","PO BOX 458
NORMAN, AR 71960","999-999-9999","","Montgomery"
"CHARLESTON WATERWORKS","","","","3,265","Surface water purchased","P O BOX 426
CHARLESTON, AR 72933","479-965-2269","","Franklin"
"CHEROKEE VILLAGE WATER ASSOC","","","","4,717","Ground water purchased","PO BOX 600
CHEROKEE VILLAGE, AR 72529","870-257-2932","","Fulton, Sharp"
"CHERRY VALLEY WATERWORKS","","","","651","Ground water","166 HWY 1B
CHERRY VALLEY, AR 72324","870-588-3323","","Cross"
"CHESTER WATER WORKS","","","","205","Surface water purchased","P O BOX 26
CHESTER, AR 72934-0000","479-369-2618","","Crawford"
"CHICOT JUNCTION WATER ASSOC","","","","681","Ground water purchased","4815 HWY 82 EAST
LAKE VILLAGE, AR 71653-0000","870-265-3064","","Chicot"
"CHIDESTER WATER WORKS","","","","534","Ground water","2050 CALIFORNIA AVE SW
CAMDEN, AR 71701","870-685-2902","","Ouachita"
"CHRISTIAN MINISTRY ACADEMY","","","","300","Ground water","146 BUCHHEIT
ROYAL, AR 71968","501-624-1952","","Garland"
"CITGO FOOD MART","","","","250","Ground water","224 EAST BINGHAM ROAD
LITTLE ROCK, AR 72206","","","Pulaski"
"CITY CORPORATION","","","","29,260","Surface water","P O BOX 3186
RUSSELLVILLE, AR 72811","479-968-2105","","Pope"
"CLARENDON WATERWORKS","","","","1,293","Ground water","270 MADISON STREET
CLARENDON, AR 72029","870-747-5414","","Monroe"
"CLARK COUNTY COUNTRY WATER FACILITIES","","","","2,450","Surface water purchased","937 UNITY ROAD
ARKADELPHIA, AR 71923-0000","870-246-5075","","Clark"
"CLARKEDALE-JERICHO WATER ASSOC","","","","925","Ground water purchased","PO BOX 98
PROCTOR, AR 72339","870-823-9558","","Crittenden"
"CLARKSVILLE CONNECTED UTILITIES","","","","9,288","Surface water","P O BOX 1807
CLARKSVILLE, AR 72830","479-754-3148","","Johnson"
"CLAY CO REG WATER DISTRICT","","","","5,515","Ground water","P O BOX 10
MC DOUGAL, AR 72441-0000","870-259-3327","","Clay, Greene, Randolph"
"CLEARWATER PAPER CORPORATION","","","","339","Ground water","PO BOX 727
MCGEHEE, AR 71654","870-730-2620","","Desha"
"CLEVELAND CO RURAL WATER USERS ASSOC","","","","1,637","Ground water","PO BOX 507
RISON, AR 71665","870-325-7052","","Cleveland"
"CLINTON WATERWORKS","","","","5,733","Surface water","PO BOX 277
CLINTON, AR 72031","501-745-2206","","Van Buren"
"CLOUD 9 RV PARK","","","","25","Ground water","136 CLOUD 9 DR
HOT SPRINGS, AR 71901","501-262-1996","","Garland"
"COAL HILL WATERWORKS","","","","1,300","Surface water purchased","PO BOX 38
COAL HILL, AR 72832","479-497-2204","","Johnson"
"COLLINS WATER ASSOCIATION","","","","269","Ground water","149 COLLINS LINE ROAD
DERMOTT, AR 71638","870-723-4366","","Drew"
"COLT WATER ASSOCIATION","","","","853","Ground water","P O BOX 207
COLT, AR 72326-0000","870-633-9170","","St. Francis"
"COMMUNITY WATER SYSTEM","","","","17,412","Surface water","299 LAKESHORE DRIVE
GREERS FERRY, AR 72067","501-825-7294","","Cleburne, Faulkner, Van Buren"
"COMPTON WATERWORKS","","","","811","Surface water purchased","PO BOX 825
COMPTON, AR 72624","870-420-3930","","Newton"
"CONCORD WATER & SEWER PFB OF CRAWFORD CO","","","","3,020","Surface water purchased","PO BOX 622
VAN BURE, AR 72957","","","Crawford"
"CONWAY CO REGIONAL WATER DIST","","","","18,943","Surface water","P O BOX 296
MORRILTON, AR 72110-0000","501-354-3503","","Conway"
"CONWAY WATER SYSTEM","","","","64,960","Surface water","PO BOX 99
CONWAY, AR 72033","501-548-3031","","Faulkner"
"CORINTH VALLEY WATER SYSTEM","","","","84","Ground water purchased","106 N MYRTLE ST
WARREN, AR 71671","870-226-2321","","Bradley"
"CORNER CAFE & DIARY BAR","","","","25","Ground water","PO BOX 241087
LITTLE ROCK, AR 72223","501-590-1604","","Pulaski"
"CORNING WATERWORKS","","","","3,650","Ground water purchased","P O BOX 538
CORNING, AR 72422","870-857-6746","","Clay"
"COTTER WATERWORKS","","","","980","Ground water","P O BOX 9
COTTER, AR 72626","870-435-6325","","Baxter"
"COTTON PLANT WATERWORKS","","","","435","Ground water","PO BOX 220
COTTON PLANT, AR 72036","870-459-3661","","Woodruff"
"COTTONSHED WATERWORKS","","","","72","Ground water","9302 SANDERSON
TEXARKANA, AR 71854-0000","870-772-5662","","Howard"
"COTTONWOOD WATER ASSOCIATION","","","","703","Surface water purchased","10717 JONES RD
EVERTON, AR 72633","870-741-5807","","Boone"
"COUNTRY MOUNTAIN INN","","","","100","Ground water","4112 EAST VAN BUREN
EUREKA SPRINGS, AR 72632","479-253-7120","","Carroll"
"COVE WATERWORKS","","","","651","Surface water purchased","PO BOX 57
COVE, AR 71937","870-387-5791","","Polk"
