"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ARTESIAN WATER COMPANY","http://www.artesianwater.com/customer-service-center/artesian-pipeline-newsletter/customer-service-centerartesian-pipeline-newsletterspring-2010-water-quality-reports","","","208,875","Surface water purchased","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","BEAR, HOCKESSIN","New Castle"
"ASHLAND NATURE CENTER SYSTEM #1","","","","200","Ground water","P. O. BOX 700
HOCKESSIN, DE 19707","302-239-2334","HOCKESSIN","New Castle"
"ASHLAND NATURE CENTER SYSTEM #2","","","","125","Ground water","P. O. BOX 700
HOCKESSIN, DE 19707","302-239-2334","HOCKESSIN","New Castle"
"AUGUSTINE CREEK","","","","621","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","PORT PENN","New Castle"
"AUGUSTINE INN RESTAURANT","","","","32","Ground water","PO Box 157
PORT PENN, DE 19731","302-836-8391","PORT PENN","New Castle"
"AVALON WOODS OWNERS ASSOC INC","","","","306","Ground water","28076 Avalon Drive
GEORGETOWN, DE 19947","302-947-0956","GEORGETOWN","Sussex"
"BALTIMORE AIRCOIL","","","","430","Ground water","1162 Holly Hill Rd
MILFORD, DE 19963","","MILFORD","Kent"
"BANKS PLAZA","","","","48","Ground water","PO BOX 1776
MILLSBORO, DE 19966","302-236-6422","FRANKFORD","Sussex"
"BARKERS LANDING","","","","498","Ground water purchased","126 Jury Drive
MAGNOLIA, DE 19962","302-335-1171","MAGNOLIA","Kent"
"BAVARIAN BAKERY AND DELI","","","","100","Ground water","15 Acorn Forest Drive
FELTON, DE 19943","302-535-7766","CAMDEN-WYOMING","Sussex"
"BAYSHORE MOBILE HOME PARK","","","","490","Ground water","BAY SHORE INC
30145  Bayshore Rd
OCEAN VIEW, DE 19970","302-539-7200","OCEAN VIEW","Sussex"
"BAYSIDE PUMP DISTRICT","","","","7,500","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","FENWICK ISLAND","Sussex"
"BAYVIEW IMPROVEMENT COMPANY","","","","214","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","PORT PENN","New Castle"
"BAYWOOD GOLF AND RESIDENTIAL COMMUNITY","","","","888","Ground water purchased","32783 Long Neck Road
Suite 6
LONG NECK, DE 19966","302-947-9600","MILLSBORO","Sussex"
"BEACH BABIES DAY CARE","","","","180","Ground water","31169 Learning Lane
LEWES, DE 19958","302-644-1585","LEWES","Sussex"
"BETHANY BAY PUMP DISTRICT","","","","34,500","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","MILLVILLE","Sussex"
"BETHANY BEACH WATER DEPARTMENT","","","","12,000","Ground water","Bethany Town Office
P.O. Box 109
BETHANY BEACH, DE 19930","302-539-8011","BETHANY BEACH","Sussex"
"BETHANY CLUB TENNIS","","","","100","Ground water","30078 Cedar Neck Road
OCEAN VIEW, DE 19970","302-539-5111","OCEAN VIEW","Sussex"
"BETHANY CREST LLC","","","","60","Ground water","35753 Bethany Crest Lane
CLARKSVILLE, DE 19970","302-541-4114","MILLVILLE","Sussex"
"BIDERMAN GOLF COURSE","","","","175","Ground water","PO BOX 3501
WILMINGTON, DE 19807","302-655-3333","WILMINGTON","New Castle"
"BIG OAK FAMILY CAMPING","","","","300","Ground water","35567 Big Oak Lane
REHOBOTH BEACH, DE 19971","302-645-6838","LEWES","Sussex"
"BLADES, TOWN OF","","","","1,200","Ground water","20 W. Fourth Street
BLADES, DE 19973","302-629-7366","SEAFORD","Sussex"
"BLANTON'S MANUFACTURED HOME COMMUNITY","","","","75","Ground water","P.O. Box 268
FELTON, DE 19943","302-382-1370","CHESWOLD","Kent"
"BLUE HERON ESTATES","","","","90","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","GEORGETOWN","Sussex"
"BLUE MARLIN ICE, LLC","","","","34","Ground water","273 Walnut Shade Rd
DOVER, DE 19904","302-697-7800","DOVER","Kent"
"BOMBAY HOOK REFUGE","","","","160","Ground water","Department of Interior
2591 Whitehall Neck Road
SMYRNA, DE 19977","302-653-9345","SMYRNA","Kent"
"BOONDOCKS RESTAURANT","","","","450","Ground water","PO BOX 348
SMYRNA, DE 19977","302-653-6962","SMYRNA","Kent"
"BRAFMAN FAMILY DENTISTRY","","","","46","Ground water","31381 Dogwood Acres
Unit 1
DAGSBORO, DE 19939","302-732-3852","DAGSBORO","Sussex"
"BRANDYWINE CREEK STATE PARK","","","","200","Ground water","41 Adams Dam Road
WILMINGTON, DE 19807","302-577-3534","WINTERTHUR","New Castle"
"BRENFORD PLAZA BUSINESS CENTER","","","","37","Ground water","192 QUAILS NEST DR.
DOVER, DE 19904","302-678-8557","DOVER","Kent"
"BRIARWOOD MANOR MHP","","","","296","Ground water","1080 Pittsford-Victor Road
Suite 202
PITTSFORD, NY 14534","585-381-0570","LAUREL","Sussex"
"BRIDGEVILLE COMMERCIAL PARK","","","","44","Ground water","208 N. Main Street
BRIDGEVILLE, DE 19933","562-355-4546","BRIDGEVILLE","Sussex"
"BRIDGEVILLE MALL","","","","700","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","BRIDGEVILLE","Sussex"
"BRIDGEVILLE PUMP DISTRICT","","","","1,425","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","BRIDGEVILLE","Sussex"
"BRIDGEVILLE WATER DEPARTMENT","","","","2,256","Ground water","101 North Main St.
BRIDGVILLE, DE 19933","302-337-7135","BRIDGEVILLE","Sussex"
"BROADKILN BEACH WATER COMPANY","","","","2,361","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","MILFORD","Sussex"
"BRUMBLEY'S FAMILY PARK","","","","48","Ground water","25601 Amy's Lane
MILTON, DE 19968","302-684-5189","MILTON","Sussex"
"BUCKLEYS TAVERN COMPLEX","","","","150","Ground water","C/O THE WIND ROSE COMPANY
PO BOX 261
MONTCHANIN, DE 19710","302-472-2950","GREENVILLE, WINTERTHUR","New Castle"
"BURGER KING - SEAFORD","","","","525","Ground water","144 East Side Dr.
REHOBOTH, DE 19971","302-841-0083","SEAFORD","Sussex"
"BURTONWOOD","","","","1,503","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","CHESWOLD","Kent"
"BYLERS STORE (WEST DOVER)","","","","601","Ground water","1368 Rose Valley School Rd.
DOVER, DE 19904","302-270-1162","DOVER","Kent"
"CAMDEN PUMP DISTRICT","","","","15,174","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","CAMDEN-WYOMING","Kent"
"CAMDEN WYOMING MOOSE","","","","70","Ground water","760Moose Lodge Road
CAMDEN WYOMING, DE 19934","302-697-7161","CAMDEN-WYOMING","Kent"
"CAMDEN WYOMING SEWER AND WATER AUTHORITY","","","","5,000","Ground water","P.O. BOX 405
CAMDEN, DE 19934","302-697-6372","CAMDEN-WYOMING","Kent"
"CAMP BARNES INC","","","","100","Ground water","23652 Shotly Rd
GEORGETOWN, DE 19947","302-856-5850","BETHANY BEACH","Sussex"
"CANTERBURY CROSSING PUMP DISTRICT","","","","471","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","FELTON","Kent"
"CAPE WINDSOR COMMUNITY ASSOCIATION INC","","","","600","Ground water","38755 Cleveland Ave.
SELBYVILE, DE 19975","302-436-0182","FENWICK ISLAND","Sussex"
"CAREY ESTATES, LLC","","","","312","Ground water","P.O. Box 1363
REHOBOTH BEACH, DE 19971","302-226-8334","MILLSBORO","Sussex"
"CARPENTERS ROW","","","","60","Ground water","119 Carpenters Row
WILMINGTON, DE 19807","484-802-2328","MONTCHANIN","New Castle"
"CEDAR LANDING","","","","351","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","OCEAN VIEW","Sussex"
"CEDAR SHORES CONDO ASSOCIATION","","","","300","Ground water","20375 John J Williams Hwy
LEWES, DE 19958","302-260-9595","OCEAN VIEW","Sussex"
"CEDAR VILLAGE L.L.C.","","","","445","Ground water","P.O. Box 103
REHOBOTH BEACH, DE 19971","302-226-8334","LINCOLN","Sussex"
"CENTER FOR THE CREATIVE ARTS","","","","115","Ground water","P.O. Box 146
410 Upper Snuff Mill Row
YORKLYN, DE 19736","302-239-2434","YORKLYN","New Castle"
"CENTRAL CHRISTIAN SCHOOL","","","","100","Ground water","220 West Dennys Road
DOVER, DE 19904","302-492-8772","DOVER","Kent"
"CENTRAL DELAWARE CHRISTIAN ACADEMY","","","","110","Ground water","4698 South DuPont HWY
DOVER, DE 19901","302-697-8407","WOODSIDE","Kent"
"CENTRAL DELAWARE HABITAT FOR HUMANITY","","","","142","Ground water","2311 S. DuPont Highway
DOVER, DE 19901","302-526-2366","DOVER","Kent"
"CENTREVILLE LAYTON SCHOOL","","","","47","Ground water","6201 Kennett Pike
CENTREVILLE, DE 19807","302-571-0230","CENTERVILLE","New Castle"
"CENTREVILLE SCHOOL","","","","170","Ground water","6201 Kennett Pike
CENTREVILLE, DE 19807","302-571-0230","CENTERVILLE","New Castle"
"CHERRY CREEK VALLEY","","","","78","Ground water","18682 Munchy Branch Road
REHOBOTH BEACH, DE 19971","302-645-9655","DEWEY BEACH","Sussex"
"CHILD CRAFT COMPANY","","","","88","Ground water","26396 SEAFORD RD
SEAFORD, DE 19973","302-628-1231","SEAFORD","Sussex"
"CHILD'S PLAY BY THE BAY","","","","60","Ground water","1510 Savannah Road
LEWIS, DE 19958","215-514-2265","LEWES","Sussex"
"CHILDRENS CENTER, THE","","","","30","Ground water","25749 Whoville Lane
MILTON, DE 19968","302-684-3175","MILTON","Sussex"
"CHILDRENS SECRET GARDEN","","","","60","Ground water","717 Hatchery Road
DOVER, DE 19901","302-730-1717","DOVER","Kent"
"CHURCH CREEK","","","","7,665","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","MAGNOLIA","Kent"
"CLAYTON WATER DEPARTMENT","","","","3,500","Ground water","P.O. Box 1130
CLAYTON, DE 19938","302-653-4376","CLAYTON","Kent"
"CLEARBROOKE ESTATES PUMP DISTRICT","","","","603","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","SEAFORD","Sussex"
"COLONIAL ESTATES MOBILE HOME PARK","","","","165","Ground water","31052 Shady Acres Lane
LAUREL, DE 19956","302-875-9571","MILLSBORO","Sussex"
"CONNECTION COMMUNITY CHURCH, INC.","","","","31","Ground water","4744 Summit Bridge Road
MIDDLETOWN, DE 19709","302-593-5160","MIDDLETOWN","New Castle"
"COOLSPRING HEADSTART","","","","75","Ground water","28607 West Meadowview Drive
MILTON, DE 19968","302-684-3234","MILTON","Sussex"
"COOPER FARM PUMP DISTRICT","","","","228","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","LITTLE CREEK","Kent"
"COUNTRY CENTER GIRL SCOUT CAMP","","","","100","Ground water","225 Old Baltimore Pike
NEWARK, DE 19702","800-341-4007","HOCKESSIN","New Castle"
"COUNTRY CLUB VILLAGE","","","","72","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","GEORGETOWN","Sussex"
"COUNTRY CORNERS MARKET","","","","200","Ground water","C/O Baker Petroleum
P.O. Box 250
MILTON, DE 19968","302-684-8569","MILFORD","Kent"
"COUNTRY GROVE","","","","147","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","DELMAR","Sussex"
"COUNTRY LIVING MOBILE COURT","","","","250","Ground water","22481 Country Living Road
MILLSBORO, DE 19966","302-934-9090","MILLSBORO","Sussex"
"COUNTRY REST HOME","","","","65","Ground water","12046 Sunset Lane
GREENWOOD, DE 19950","302-349-4114","GREENWOOD","Sussex"
"COUNTRYSIDE ESTATES","","","","50","Ground water","EASTERN SHORE PROPERTY MANAGEMENT
854 BIG OAK Road
SMYRNA, DE 19977","302-363-3619","VIOLA","Kent"
"COUNTRYSIDE HAMLET","","","","66","Ground water","36097 ZionChurch Road
FRANKFORD, DE 19945","443-250-0092","FRANKFORD","Sussex"
"COUNTY SEAT GARDENS","","","","297","Ground water","Exantus & Son Homes, LLC
78 Garden Circle
GEORGETOWN, DE 19947","302-856-7854","GEORGETOWN","Sussex"
"COURTSIDE PICKLEBALL & TENNIS CLUB","","","","80","Ground water","4 Forest Hills Court
DOVER, DE 19904","302-270-8000","DOVER","Kent"
"COZY CRITTERS DAYCARE","","","","120","Ground water","35371 Beaver Dam Rd
FRANKFORD, DE 19945","302-541-8210","FRANKFORD","Sussex"
"CRABBY DICKS","","","","200","Ground water","P.O. Box 527
DELAWARE CITY, DE 19706","443-790-4197","REHOBOTH BEACH","Sussex"
"CRODA UNIQEMA, INC","","","","200","Surface water purchased","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","NEW CASTLE","New Castle"
"CROSSROAD CHRISTIAN CHURCH ACADEMY","","","","68","Ground water","Crossroad Christian Church
4867 N. Dupont Highway
DOVER, DE 19903","302-744-9390","DOVER","Kent"
"CROSSWINDS MHP, LLC","","","","210","Ground water","First State Management
P.O. Box 950
GEORGETOWN, DE 19947","","LINCOLN","Sussex"
"CRYSTAL STEEL FABRICATORS","","","","40","Ground water","9430 Old Race Track Road
DELMAR, DE 19940","302-846-0613","DELMAR","Sussex"
"DAGSBORO WATER DEPT","","","","900","Ground water purchased","P.O. Box 420
DAGSBORO, DE 19939","302-732-3777","DAGSBORO","Sussex"
"DANIELS TRAILER PARK","","","","54","Ground water","C/O BREEZY KNOLL INC
1018 PORT PENN ROAD
MIDDLETOWN, DE 19709","302-838-5254","LEWES","Sussex"
"DE-LUX DAIRY MARKET - SEAFORD","","","","916","Ground water","10599 Concord Road
SEAFORD, DE 19973","302-629-2654","SEAFORD","Sussex"
"DEEP BRANCH  FAMILY CAMPGROUND","","","","246","Ground water","P.O. BOX 9
MILTON, DE 19968","302-684-4031","MILTON","Sussex"
"DEER MEADOWS","","","","447","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","MILFORD","Kent"
"DELAWARE BEACHES JELLYSTONE PARK","","","","412","Ground water","8295 Brick Granary Road
LINCOLN, DE 19960","302-491-6614","LINCOLN","Sussex"
"DELAWARE CITY WATER DEPARTMENT","","","","1,872","Ground water","P.O BOX 4159
DELAWARE CITY, DE 19706","302-834-3660","DELAWARE CITY","New Castle"
"DELAWARE CORRECTIONAL CENTER","","","","2,000","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","SMYRNA","New Castle"
"DELAWARE ELECTRIC CO-OP","","","","130","Ground water","P.O. BOX 600
GREENWOOD, DE 19950","302-349-3131","GREENWOOD","Sussex"
"DELAWARE MUSEUM OF NATURAL HISTORY","","","","700","Ground water","P.O. Box 3937
GREENVILLE, DE 19807","302-658-9111","GREENVILLE","New Castle"
"DELAWARE STATE FAIR","","","","2,952","Ground water","DELAWARE STATE FAIR
P.O. BOX 28
HARRINGTON, DE 19952","302-398-3269","HARRINGTON","Kent"
"DELAWARE STATE FIRE SCHOOL","","","","219","Ground water","Division of facilities management
192 transit lane
DOVER, DE 19901","302-739-4611","DOVER","Kent"
"DELAWARE STATE POLICE TROOP 4","","","","35","Ground water","23652 Shortly Road
GEORGETOWN, DE 19947","302-856-5850","GEORGETOWN","Sussex"
"DELAWARE STATE POLICE TROOP 9","","","","50","Ground water","DELAWARE STATE POLICE TROOP 9
PO Box 430
DOVER, DE 19903","","ODESSA","New Castle"
"DELAWARE TURNPIKE ADMINISTRATION","","","","80","Ground water","DelDOT TOLL OPERATIONS
1200 WHITAKER ROAD
NEWARK, DE 19702","302-366-7210","NEWARK","New Castle"
"DELMAR UTILITY COMM  (TN OF DELMAR)","","","","4,500","Ground water","100 South Pennsylvania Avenue
DELMAR, MD 21875","410-896-2777","DELMAR","Sussex"
"DEWEY BEACH WATER DEPARTMENT","","","","22,400","Ground water purchased","33711 South Coastal Lane
FRANKFORD, DE 19945","302-855-7330","DEWEY BEACH","Sussex"
"DISCOVERY COVE LEARNING CENTER","","","","55","Ground water","12034 County Seat Hwy.
LAUREL, DE 19956","302-875-7733","LAUREL","Sussex"
"DOLLAR GENERAL - KENTON","","","","34","Ground water","400 Penn Center Blvd.
Building # 4, Suite #1000
PITTSBURG, PA 15235","972-333-9172","KENTON","Kent"
"DONOVAN/SMITH MOBILE HOME PARK","","","","369","Ground water","1080 Pittsford-Victor Road
Suite 202
PITTSFORD, NY 14534","585-381-0570","LEWES","Sussex"
"DOVE ESTATES","","","","111","Ground water","P.O. Box 858
RIDGELY, MD 21660","410-310-3393","SEAFORD","Sussex"
"DOVER AIR FORCE BASE","","","","6,124","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","DOVER AFB","Kent"
"DOVER AIR PARK","","","","252","Ground water","83 Glenn Street
DOVER, DE 19901","302-674-2266","DOVER","Kent"
"DOVER INDOOR TENNIS","","","","87","Ground water","163 South Shore Drive
DOVER, DE 19901","302-734-1404","DOVER","Kent"
"DOVER MEADOWS PUMP DISTRICT","","","","135","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","CHESWOLD","Kent"
"DOVER SKATING CENTER","","","","500","Ground water","801 Christiana Road
CHRISTIANA, DE 19713","302-366-8920","CAMDEN-WYOMING","Kent"
"DOVER WATER DEPARTMENT","","","","38,000","Ground water","City of Dover, Public Utilities Depat.
P.O. Box 475, The Plaza
DOVER, DE 19903","302-736-7025","DOVER","Kent"
"DRAWYERS CREEK PUMP DISTRICT","","","","192","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","ODESSA","New Castle"
"DUNKIN - NORTH DOVER","","","","550","Ground water","435 S. DuPont Hwy
DOVER, DE 19901","302-222-8769","DOVER","Kent"
"EAGLES NEST FELLOWSHIP CHURCH","","","","400","Ground water","26633 Zion Church Road
MILTON, DE 19968","302-684-3149","MILTON","Sussex"
"EAST NCC DISTRICT","","","","3,954","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","ODESSA","New Castle"
"EDS MOBILE HOME PARK","","","","66","Ground water","Ed's MHP
P.O. Box 306
NASSAU, DE 19969","302-228-9760","LINCOLN","Sussex"
"EMERGENCY OPERATIONS CENTER","","","","200","Ground water","192 Transit Lane
DOVER, DE 19901","302-739-4611","SMYRNA","New Castle"
"ENCHANTED ACRES MHC LLC","","","","225","Ground water","2131 Espey Ct., Ste 1
CROFTON, MD 21114","410-721-3374","MILLSBORO","Sussex"
"EPWORTH CHRISTIAN SCHOOL","","","","400","Ground water","14511 SYCAMORE ROAD
LAUREL, DE 19956","302-875-4488","LAUREL","Sussex"
"EVANS FARMS/FROZEN FARMER, LLC","","","","31","Ground water","9843 Seashore Hwy
BRIDGEILLE, DE 19933","302-242-4821","BRIDGEVILLE","Sussex"
"EVELYN MORRIS ELEMENTARY SCHOOL","","","","780","Ground water","8609 Third Street
LINCOLN, DE 19960","302-422-1650","LINCOLN","Sussex"
"FAIRWAYS INN","","","","105","Ground water","4167 S. DuPont Hwy
SMYRNA, DE 19977","302-653-7044","SMYRNA","Kent"
"FARMINGTON MINI MART","","","","433","Ground water","332 Main Street
FARMINGTON, DE 19940","302-786-2715","FARMINGTON","Kent"
"FELTON WATER DEPARTMENT","","","","1,591","Ground water","P.O.Box 329
FELTON, DE 19943","302-284-9365","FELTON","Kent"
"FELTON-GOOSE CREEK FOOD STORES","","","","500","Ground water","c/o Cato Incorporated
P.O. Box 1030
SALISBURY, MD 21803","410-546-1215","FELTON","Kent"
"FENWICK CENTER I","","","","350","Ground water","40149 DELAWARE AVE.
FENWICK, DE 19944","302-537-2612","FENWICK ISLAND","Sussex"
"FENWICK ISLAND TRAILER PARK","","","","30","Ground water","305 Paul Drive
SMYRNA, DE 19977","302-653-8650","FENWICK ISLAND","Sussex"
"FIELDSTONE GOLF CLUB","","","","124","Ground water","1000 Dean Rd
GREENVILLE, DE 19807","302-658-2600","GREENVILLE","New Castle"
"FIRST STEP PRESCHOOL","","","","50","Ground water","10037 Dupont Blvd.
LINCOLN, DE 19960","302-422-6565","LINCOLN","Sussex"
"FISH HOOK MOBILE HOME PARK","","","","72","Ground water","P.O. Box 587
GEORGETOWN, DE 19947","302-856-4166","GEORGETOWN","Sussex"
"FISHERMANS VILLAGE","","","","40","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","BOWERS BEACH","Kent"
"FLYING DUTCHMAN MOBILE HOME PARK 1","","","","30","Ground water","188 ANGIE DRIVE
FELTON, DE 19943","302-284-4700","FELTON","Kent"
"FLYING DUTCHMAN MOBILE HOME PARK 2","","","","30","Ground water","188 ANGIE DRIVE
FELTON, DE 19943","302-284-4700","FELTON","Kent"
"FLYING DUTCHMAN MOBILE HOME PARK 3","","","","81","Ground water","188 ANGIE DRIVE
FELTON, DE 19943","302-284-4700","FELTON","Kent"
"FOREST GROVE PUMP DISTRICT","","","","339","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","HARTLY","Kent"
"FOREST PARK","","","","46","Ground water","24253 Croppers Corner
MILLSBORO, DE 19966","302-934-8556","MILLSBORO","Sussex"
"FORT DELAWARE STATE PARK","","","","700","Ground water","108 North Reedy Point Road
DELAWARE CITY, DE 19706","302-834-7941","DELAWARE CITY","New Castle"
"FORT DUPONT","","","","69","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","DELAWARE CITY","New Castle"
"FOX HUNTER CROSSING","","","","7,035","Ground water","664 Churchmans Road
NEWARK, DE 19702","302-453-6925","MIDDLETOWN","New Castle"
"FOX POINTE SUBDIVISION","","","","500","Ground water","Fox Pointe Subdivision
2 Big Oak Road
SMYRNA, DE 19977","302-270-0032","CHESWOLD","Kent"
"FRANKFORD WATER DEPARTMENT","","","","1,014","Ground water","P.O. Box 550
FRANKFORD, DE 19945","302-732-9424","FRANKFORD","Sussex"
"FREDERICA PUMP DISTRICT","","","","441","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","FREDERICA","Kent"
"FREDERICA WATER DEPARTMENT","","","","870","Ground water","P.O. Box 294
FREDERICA, DE 19946","302-335-5417","FREDERICA","Kent"
"FREDERICK LODGE PUMP DISTRICT","","","","204","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","TOWNSEND","New Castle"
"FREDERICKS COUNTRY CENTER","","","","30","Ground water","10 OWLS NEST ROAD
WILMINGTON, DE 19807","302-654-4669","MONTCHANIN","New Castle"
"G AND R CAMPGROUND","","","","145","Ground water","4075 Gun and Rod Club Road
HOUSTON, DE 19954","302-398-8108","HOUSTON","Kent"
"G AND R CAMPGROUND II","","","","100","Ground water","4075 Gun and Rod Club Road
HOUSTON, DE 19954","302-398-8108","HOUSTON","Kent"
"GANDER WOODS PUMP DISTRICT","","","","42","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","DAGSBORO","Sussex"
"GARRISON LAKE PUMP DISTRICT","","","","8,559","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","SMYRNA","Kent"
"GEORGETOWN WATER DEPARTMENT","","","","6,422","Ground water","39 The Circle
GEORGETOWN, DE 19947","302-856-6045","GEORGETOWN","Sussex"
"GLASGOW DELI","","","","40","Ground water","3920 N. DuPont Hwy
DOVER, DE 19901","302-736-3041","DOVER","Kent"
"GRANADA MOBILE HOME COURT","","","","138","Ground water","20-B Nascar Lane
MAGNOLIA, DE 19962","302-538-8037","MAGNOLIA","Kent"
"GRANTS WAY PUMP DISTRICT","","","","237","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","MILTON","Sussex"
"GRAYS TRAILER PARK","","","","30","Ground water","305 Paul Drive
SMYRNA, DE 19977","302-653-8650","FENWICK ISLAND","Sussex"
"GREEN ACRES PUMP DISTRICT","","","","213","Ground water","1100 South Little Creek Road
DOVER, DE 19901","302-734-7500","SEAFORD","Sussex"
"GREEN STINGER, THE","","","","145","Ground water","4446 SUMMIT BRIDGE RD
SUIT ONE , 2ND FLOOR
MIDDLETOWN, DE 19709","","WOODSIDE","Kent"
"GREENVILLE COUNTRY CLUB","","","","200","Ground water","P.O. Box 3920
WILMINGTON, DE 19807","302-652-3255","MONTCHANIN","New Castle"
"GREENWOOD COUNTRY RETIREMENT","","","","50","Ground water","12046 Sunset Lane
GREENWOOD, DE 19950","302-349-4114","GREENWOOD","Sussex"
"GREENWOOD MENNONITE SCHOOL","","","","260","Ground water","12802 Mennonite School Road
GREENWOOD, DE 19950","302-349-4131","GREENWOOD","Sussex"
"GREENWOOD WATER DEPARTMENT","","","","973","Ground water","23005 Huff Road
MILTON, DE 19968","302-841-1210","GREENWOOD","Sussex"
"GROTTO PIZZA SOUTH BETHANY","","","","150","Ground water","Grotto Pizza, Inc.
20376 Coastal Hwy.
REHOBOTH BEACH, DE 19971","302-227-3567","BETHANY BEACH","Sussex"
"GUARDIAN ANGELS DAYCARE","","","","35","Ground water","25193 Zoar Road
GEORGTOWN, DE 19947","302-934-0130","GEORGETOWN","Sussex"
"GULLS WAY CAMPGROUND","","","","1,617","Ground water","31684 Jimmy Lane
DAGSBORO, DE 19939","302-732-9629","DAGSBORO","Sussex"
"HAND-N-HAND EARLY LEARNING CENTER","","","","41","Ground water","18526 Pentecostal Road
ELLENDALE, DE 19941","302-222-0862","ELLENDALE","Sussex"
"HANOVER FOODS CORPORATION","","","","217","Ground water","P.O. Box 1150
CLAYTON, DE 19938","302-653-9281","CLAYTON","Kent"
