"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"BAXTER HEALTHCARE CORP","","","","637","Ground water","911 NORTH DAVIS AVENUE
CLEVELAND, MS 38732","662-846-5900","","Bolivar"
"BAYOU BERNARD INDUSTRIAL PARK","","","","1,900","Ground water","1228 INTERPLEX PARKWAY
GULFPORT, MS 39503","228-896-5020","","Harrison"
"BCM WATER ASSOCIATION","","","","1,465","Ground water","1285 CR 14
MYRTLE, MS 38650","662-534-2271","","Marshall"
"BEAR CREEK W/A -EAST","","","","14,243","Ground water","P O BOX 107
CANTON, MS 39046","601-856-5969","","Madison"
"BEAR CREEK W/A-WEST","","","","24,671","Ground water","P O BOX 107
CANTON, MS 39046","601-856-5969","","Madison"
"BEAT III W/A #1-SAND HILL","","","","4,263","Ground water","39560 HIGHWAY 63 NORTH
RICHTON, MS 39476","601-989-2850","","Greene"
"BEAVER MEADOW WATER ASSN.","","","","1,668","Ground water","153 DALLAS BROWNLEE RD
LAUREL, MS 39443","601-425-4452","","Jasper"
"BEAVERDAM W/A-NORTH","","","","1,800","Ground water","PO BOX 286
VOSSBURG, MS 39366","601-787-4714","","Jasper"
"BELMONT WATER ASSOCIATION","","","","2,107","Ground water","P O BOX 156
HERNANDO, MS 38632","662-449-5551","","DeSoto"
"BENNDALE SCHOOL","","","","182","Ground water","5152 MAIN ST
LUCEDALE, MS 39452","251-753-9522","","George"
"BENNDALE SUPER STORE","","","","200","Ground water","142 FAWN LANE
MCLAIN, MS 39456","601-945-2457","LUCEDALE","George"
"BETHLEHEM WATER ASSOCIATION","","","","908","Ground water purchased","1034 CR 82
NEW ALBANY, MS 38652","662-659-0123","","Union"
"BEULAH HUBBARD WATER ASSN","","","","2,197","Ground water","P O BOX 275
UNION, MS 39365","601-774-0501","","Newton"
"BEXLEY WATER ASSOCIATION","","","","1,368","Ground water","1196 HWY 198 WEST
LUCEDALE, MS 39452","601-947-2865","","George"
"BIG BILOXI RECREATION AREA","","","","50","Ground water","654 FRONTAGE DRIVE W
WIGGINS, MS 39577","601-528-6179","","Harrison"
"BIG BLACK W/A-CAMDEN","","http://www.cmu.com/water-quality-reports.php","","1,183","Ground water","225 N HARGON ST
CANTON, MS 39046","601-859-2474","","Madison"
"BIG BLACK WATER ASSOCIATION","","http://www.cmu.com/water-quality-reports.php","","1,122","Ground water","225 N HARGON ST
CANTON, MS 39046","601-859-2474","","Madison"
"BIG CREEK WATER ASSOCIATION","","","","950","Ground water","P O BOX 2037
BIG CREEK, MS 38914","662-414-1013","","Calhoun"
"BIG FIELD WATER ASSOCIATION","","","","599","Ground water","P O BOX 309
MARKS, MS 38646","662-326-3322","","Quitman"
"BIG V WATER ASSOCIATION","","","","3,656","Ground water","410 OUTLET RD
BOONEVILLE, MS 38829","662-728-6901","","Prentiss"
"BIG YEAGER WATER ASSOCIATION","","","","270","Ground water","95 LOMBARDY RD
DREW, MS 38737","662-588-6556","","Sunflower"
"BILLYS CREEK RURAL W/A","","","","1,532","Ground water","3841 CR 225
WATER VALLEY, MS 38965","662-473-0019","","Yalobusha"
"BIRDIE WATER ASSOCIATION","","","","148","Ground water","P O BOX 309
MARKS, MS 38646","662-326-3322","","Quitman"
"BLACK BAYOU WATER ASSN.","","","","4,493","Ground water","1044 LAKE JACKSON RD
GLEN ALLAN, MS 38744","","","Washington"
"BLACK CREEK RETREAT","","","","100","Ground water","613 GOLF COURSE ROAD
MENDENHALL, MS 39114","601-382-2538","","Forrest"
"BLACK HAWK WATER ASSN #1","","","","408","Ground water","574 CR 238
COILA, MS 38923","662-458-1001","","Carroll"
"BLACK JACK WATER ASSN #1","","","","1,050","Ground water","P.O. BOX 1677
STARKVILLE, MS 39760","662-323-9202","","Oktibbeha"
"BLACKJACK DEVELOPMENT ASSN","","","","613","Ground water","P O BOX 117
FALKNER, MS 38629","662-837-4940","","Benton"
"BLACKLAND WATER ASSOCIATION","","","","1,103","Ground water","230 CR 7081
BONNEVILLE, MS 38829","662-720-3518","","Prentiss"
"BLEAKHOUSE WATER ASSOCIATION","","","","414","Ground water purchased","P O BOX 1489
WOODVILLE, MS 39669","601-888-6523","","Wilkinson"
"BLEAKHOUSE WATER ASSOCIATION #2","","","","158","Ground water purchased","P O BOX 1489
WOODVILLE, MS 39669","601-888-6523","","Wilkinson"
"BLUE CANE, COWART & TIPPO W/A.","","","","1,700","Ground water","3681 SHARKEY RD
CHARLESTON, MS 38921","662-375-0007","","Tallahatchie"
"BLUE LAKE WATER ASSN. INC","","","","270","Ground water purchased","P O BOX 834
ITTA BENA, MS 38941","662-254-7231","","Leflore"
"BLUE SPRINGS W/A","","","","3,000","Ground water","PO BOX 95
BLUE SPRINGS, MS 38828","662-534-2021","","Union"
"BLUFF CREEK MOBILE HOME PARK","","","","66","Ground water","8716 PINE GROVE ROAD #36
GAUTIER, MS 39553","228-623-6149","","Jackson"
"BOGGAN RIDGE W/A","","","","1,523","Ground water","P O BOX 3
PINOLA, MS 39149","601-847-1729","","Simpson"
"BOGGAN RIDGE W/A-PINE GROVE","","","","1,133","Ground water","P O BOX 3
PINOLA, MS 39149","601-847-1729","","Simpson"
"BOGUE CHITTO WATER ASSOCIATION","","","","2,160","Ground water","PO BOX 101
BOGUE CHITTO, MS 39629","601-734-6642","","Lincoln"
"BOND WATER ASSOCIATION #1","","","","1,256","Ground water","2225 MCNEIL ROAD
LOUISVILLE, MS 39339","662-773-6906","","Winston"
"BOONEVILLE WATER DEPT.","","","","9,000","Ground water","203 NORTH MAIN ST
BOONEVILLE, MS 38829","662-728-5601","","Prentiss"
"BOSWELL REGIONAL CENTER","","","","450","Ground water","PO BOX 128
MAGEE, MS 39111","601-867-5008","","Simpson"
"BOYLE-SKENE W/A #2","","","","1,042","Ground water","P O BOX 475
BOYLE, MS 38730","662-843-2320","","Bolivar"
"BOYLE-SKENE W/A#3","","","","1,426","Ground water","P O BOX 475
BOYLE, MS 38730","662-843-2320","","Bolivar"
"BOYLE-SKENE WATER ASSN","","","","818","Ground water","P O BOX 475
BOYLE, MS 38730","662-843-2320","","Bolivar"
"BOYLE-SKENE-BENOIT","","","","401","Ground water","P O BOX 475
BOYLE, MS 38730","662-843-2320","","Bolivar"
"BRADLEY WATER ASSOCIATION","","","","442","Ground water","8408 MS HWY 12 W
STARKVILLE, MS 39759","","","Oktibbeha"
"BRAZIL-SUMNER WATER ASSN.","","","","290","Ground water purchased","PO BOX 444
SUMNER, MS 38957","662-375-8773","","Tallahatchie"
"BREWER WATER ASSOCIATION","","","","1,000","Surface water purchased","484 CR 484
SHANNON, MS 38868","","","Lee"
"BROADMOOR UTILITIES, INC","","","","1,400","Ground water","61 EAST WILDERNESS RD
NATCHEZ, MS 39121","601-442-8547","","Adams"
"BROOKLYN WATER ASSOCIATION","","","","1,640","Ground water","P O BOX 69
BROOKLYN, MS 39425","601-582-1948","","Forrest"
"BROWN'S CORNER STORE","","","","500","Ground water","7000 BAYOU CUMBEST RD
MOSS POINT, MS 39562","228-285-7909","","Jackson"
"BRYANDALE W/A","","","","295","Ground water purchased","8717 EDGEWATER BLVD
OCEAN SPRINGS, MS 39564","228-872-4904","","Adams"
"BUCKATUNNA WATER ASSOCIATION","","","","4,290","Ground water","PO BOX 242
BUCKATUNNA, MS 39322","601-648-2532","","Wayne"
"BUENA VISTA LAKES","","","","768","Ground water","P O BOX 2146
COLUMBUS, MS 39704","662-245-0052","","DeSoto"
"BUFFALO WATER ASSOCIATION","","","","1,200","Ground water","10488 HWY 61 N
WOODVILLE, MS 39669","601-888-6977","","Wilkinson"
"BUNKER HILL WATER ASSOCIATION","","","","1,800","Ground water","282 GRICE RD
COLUMBIA, MS 39429","601-731-2295","","Marion"
"BURLESON MOBILE HOME PARK","","","","184","Ground water","370 CR 151
TUPELO, MS 38801","662-841-0964","","Lee"
"C & C W/A","","","","1,584","Ground water","11596 CLIFTON RD
FOREST, MS 39074","601-625-8428","","Scott"
"C & R PROPERTIES","","","","60","Ground water","6313 SEAWINDS
BILOXI, MS 39532","228-297-0207","","Harrison"
"C S & I WATER ASSN #1","","","","910","Ground water","P O BOX 850
PORT GIBSON, MS 39150","601-437-4304","","Claiborne"
"CADARETTA WATER ASSOCIATION","","","","445","Ground water","3814 CADARETTA RD
GORE SPRINGS, MS 38929","662-258-8453","","Webster"
"CALHOUN WATER ASSOCIATION","","","","3,532","Ground water","99 CALHOUN RD
LAUREL, MS 39443","601-425-1093","","Jones"
"CALVARY WATER ASSOCIATION","","","","900","Ground water","137 MCCULLY RD
LOUISVILLE, MS 39339","662-773-9465","","Winston"
"CAMERON COMMUNITY WATER SYSTEM","","","","465","Ground water","1299 OLD HWY 51 RD
PICKENS, MS 39146","662-617-3480","","Madison"
"CAMP HIDDEN LAKE","","","","250","Ground water","1450 RIVERSIDE DR
JACKSON, MS 39202","601-969-7560","","Holmes"
"CAMP MCCAIN TRAINING CENTER","","","","155","Ground water","3152 JAMES H BIDDY RD
GRENADA, MS 38901","662-294-0073","GRENADA","Grenada"
"CAMP RIDGE POINT-SIDE 1 NORTH","","","","120","Ground water","710 HOMECHITTO CAMP-OUT RD S E
MEADVILLE, MS 39653","601-532-7159","","Franklin"
"CAMP RIDGE POINT-SIDE 2 SOUTH","","","","400","Ground water","710 HOMECHITTO CAMP-OUT RD S E
MEADVILLE, MS 39653","601-532-7159","","Franklin"
"CAMP RIDGE POINT-SIDE 3 SANDHILL","","","","120","Ground water","710 HOMECHITTO CAMP-OUT RD S E
MEADVILLE, MS 39653","601-532-7159","","Franklin"
"CAMP SHELBY TRAINING SITE","","","","1,349","Ground water","1001 LEE AVE (BLDG 6600)
CAMP SHELBY, MS 39407","601-558-2690","","Forrest"
"CAMP SHELBY TRAINING SITE - HURRICANE PT","","","","25","Ground water","1001 LEE AVE (BLDG 6600)
CAMP SHELBY, MS 39407","601-558-2690","","Perry"
"CAMP TIK-A-WITHA","","","","220","Ground water","P O BOX 126
VAN VLEET, MS 38877","205-527-9290","","Chickasaw"
"CAMPGROUND WATER ASSN","","","","1,151","Ground water","P O BOX 1095
OXFORD, MS 38655","662-816-7469","","Lafayette"
"CANEBRAKE UTILITY ASSOC INC","","","","2,587","Ground water","112 SHEFFIELD LOOP
SUITE D
HATTIESBURG, MS 39402","601-264-0403","","Lamar"
"CANTON MUN UTL","","","","50","Ground water","225 N HARGON ST
CANTON, MS 39046","601-859-2474","","Madison"
"CARNES WATER ASSOCIATION","","","","1,131","Ground water","1084 CARNES RD
WIGGINS, MS 39577","601-716-3270","","Forrest"
"CARNES WATER ASSOCIATION #2","","","","1,926","Ground water","312 A MILL AVE
WIGGINS, MS 39577","","","Stone"
"CARSON CENTRAL WATER ASSN","","","","330","Ground water","P O BOX 280
CARSON, MS 39427","601-731-8229","","Jefferson Davis"
"CASCILLA WATER ASSOCIATION","","","","798","Ground water","P O BOX 157
CHARLESTON, MS 38921","662-647-2846","","Tallahatchie"
"CASEY JONES WATER ASSN.","","","","1,112","Ground water","945 BEND RD
VAUGHAN, MS 39179","662-373-9706","","Yazoo"
"CASON WATER ASSOCIATION","","","","4,414","Ground water","30007 CASON RD
NETTLETON, MS 38858","662-256-2442","","Monroe"
"CASTALIAN W/A","","","","388","Ground water purchased","P O BOX 222
SALLIS, MS 39160","662-289-4909","","Holmes"
"CCM WATER ASSOCIATION","","","","359","Ground water","565 CR 179
OKOLONA, MS 38860","662-319-8958","","Chickasaw"
"CEDAR GROVE-HARMONY W/A","","","","1,500","Ground water","P O BOX 370
COLUMBIA, MS 39429","601-736-9999","","Marion"
"CEDAR LAKE BILOXI, LLC","","","","384","Ground water purchased","P O BOX 6336
BILOXI, MS 39540","228-392-5324","","Harrison"
"CENTER GROVE W/A #1","","","","240","Ground water","93 DOUGLASTOWN RD
MABEN, MS 39750","662-323-5823","","Oktibbeha"
"CENTER GROVE W/A #2","","","","278","Ground water purchased","93 DOUGLASTOWN RD
MABEN, MS 39750","662-323-5823","","Oktibbeha"
"CENTER RIDGE WATER ASSOCIATION","","","","1,974","Ground water","PO BOX 727
RALEIGH, MS 39153","601-782-4321","","Smith"
"CENTER W/A-CAESAR SYSTEM","","","","5,318","Ground water","1050 BOUIE RD
CARRIERE, MS 39426","601-798-1401","","Pearl River"
"CENTERVILLE COMMUNITY W/A","","","","871","Ground water","5441 OLD WILSON RD
WEST, MS 39192","662-967-0100","","Holmes"
"CENTRAL MISS CORR FACILITY","","","","3,210","Ground water","339 RANDY AVE
BRANDON, MS 39042","601-932-2880","","Rankin"
"CENTRAL RANKIN WATER ASSN","","","","2,508","Ground water","P O BOX 418
STAR, MS 39167","601-845-7035","","Rankin"
"CENTRAL W/A-ARLINGTON","","","","1,399","Ground water","P O BOX 33
PHILADELPHIA, MS 39350","601-656-6171","","Neshoba"
"CENTRAL W/A-EAST SIDE","","","","6,306","Ground water","P O BOX 33
PHILADELPHIA, MS 39350","601-656-6171","","Neshoba"
"CENTRAL W/A-HOUSE","","","","3,115","Ground water","P O BOX 33
PHILADELPHIA, MS 39350","601-656-6171","","Neshoba"
"CENTRAL W/A-NORTH PEARL RIVER","","","","1,138","Ground water","P O BOX 33
PHILADELPHIA, MS 39350","601-656-6171","","Neshoba"
"CENTRAL W/A-SOUTHWEST","","","","5,206","Ground water","P O BOX 33
PHILADELPHIA, MS 39350","601-656-6171","","Neshoba"
"CENTRAL YAZOO #1 FLETCHERS CH.","","","","2,523","Ground water","P O BOX 116
YAZOO CITY, MS 39194","662-746-7531","","Yazoo"
"CENTRAL YAZOO #2","","","","582","Ground water","P O BOX 116
YAZOO CITY, MS 39194","662-746-7531","","Yazoo"
"CENTRAL YAZOO #3 MECHANICSBRG","","","","3,122","Ground water","P O BOX 116
YAZOO CITY, MS 39194","662-746-7531","","Yazoo"
"CENTRAL YAZOO #4-BENTON","","","","1,393","Ground water","P O BOX 116
YAZOO CITY, MS 39194","662-746-7531","","Yazoo"
"CENTRAL YAZOO W/A #5","","","","2,949","Ground water","P O BOX 116
YAZOO CITY, MS 39194","662-746-7531","","Yazoo"
"CF INDUSTRIES NITROGEN, LLC","","","","300","Ground water","P O BOX 1348
YAZOO CITY, MS 39194","662-751-2614","","Yazoo"
"CHALYBEATE WATER ASSN","","","","1,703","Ground water","2551 HWY 354
WALNUT, MS 38683","662-750-8038","","Tippah"
"CHAPEL HILL-PLEASANT GROVE W/A","","","","1,100","Ground water","860 CEDAR LANE
CRAWFORD, MS 39743","662-272-8790","","Oktibbeha"
"CHARLESTON UTILITIES","","","","3,100","Ground water","PO BOX 420
CHARLESTON, MS 38921","662-647-8612","","Tallahatchie"
"CHARLOTTE DEV CO-KNOLLWOOD S/D","","","","87","Ground water","2786 PASS RD
BILOXI, MS 39531","228-388-4342","","Harrison"
"CHEVRON USA","","","","1,600","Ground water","P O BOX 1300
PASCAGOULA, MS 39568","228-938-4600","","Jackson"
"CHICKASAW HILLS","","","","44","Ground water","PO BOX 10
ENID, MS 38927","662-563-4571","","Panola"
"CHICKASAW HILLS SUBDIVISION","","","","173","Ground water","P. O. BOX 1969
BATESVILLE, MS 38606","662-563-5189","","Panola"
"CHOCTAW WATER ASSN","","","","583","Ground water purchased","1679 MS HWY 9
ACKERMAN, MS 39735","","","Choctaw"
"CITY OF AMORY","","","","9,250","Ground water","P O BOX 266
AMORY, MS 38821","662-256-3931","AMORY","Monroe"
"CITY OF BATESVILLE","","","","9,971","Ground water","P O BOX 689
BATESVILLE, MS 38606","662-563-4576","BATESVILLE","Panola"
"CITY OF BAY ST LOUIS","","","","8,936","Ground water","688 HWY 90
BAY ST LOUIS, MS 39520","228-467-5505","BAY ST LOUIS","Hancock"
"CITY OF BELZONI","","","","4,406","Ground water","P O BOX 674
BELZONI, MS 39038","662-247-1343","BELZONI","Humphreys"
"CITY OF BILOXI","","","","24,053","Ground water","214 A DELAUNEY ST
BILOXI, MS 39530","228-435-6254","BILOXI","Harrison"
"CITY OF BILOXI-FRENCH","","","","3,643","Ground water","214 A DELAUNEY ST
BILOXI, MS 39530","228-435-6254","BILOXI","Harrison"
"CITY OF BILOXI-MAGNOLIA BEND","","","","179","Ground water","214 A DELAUNEY ST
BILOXI, MS 39530","228-435-6254","D'IBERVILLE","Harrison"
"CITY OF BILOXI-NORTH","","","","9,606","Ground water","214 A DELAUNEY ST
BILOXI, MS 39530","228-435-6254","BILOXI","Harrison"
"CITY OF BRANDON","","","","27,627","Ground water","P O BOX 1539
BRANDON, MS 39043","601-825-5021","BRANDON","Rankin"
"CITY OF BROOKHAVEN","","","","12,513","Ground water","301 S FIRST STREET
BROOKHAVEN, MS 39601","601-833-1414","BROOKHAVEN","Lincoln"
"CITY OF BRUCE","","","","3,089","Ground water","PO BOX 667
BRUCE, MS 38915","662-983-2453","BRUCE","Calhoun"
"CITY OF CALHOUN CITY","","","","1,774","Ground water","P O BOX E
CALHOUN CITY, MS 38916","662-628-8345","CALHOUN CITY","Calhoun"
"CITY OF CANTON","","http://www.cmu.com/water-quality-reports.php","","16,872","Ground water","225 N HARGON ST
CANTON, MS 39046","601-859-2474","CANTON","Madison"
"CITY OF CARTHAGE","","","","5,075","Ground water","212 W MAIN ST
CARTHAGE, MS 39051","601-267-8322","CARTHAGE","Leake"
"CITY OF CLEVELAND","","","","13,000","Ground water","100 BELVEDERE COURT
CLEVELAND, MS 38732","662-843-5365","CLEVELAND","Bolivar"
"CITY OF CLINTON","","","","25,000","Ground water","PO BOX 156
CLINTON, MS 39056","601-925-6103","CLINTON","Hinds"
"CITY OF COLLINS","","","","2,586","Ground water","P O BOX 400
COLLINS, MS 39428","601-765-4491","COLLINS","Covington"
"CITY OF COLUMBIA","","","","6,050","Ground water","201 SECOND ST
COLUMBIA, MS 39429","601-736-8201","COLUMBIA","Marion"
"CITY OF CORINTH","","","","16,000","Surface water","2710 HWY 72 E
GLEN, MS 38846","662-286-2263","CORINTH","Alcorn"
"CITY OF DREW","","","","2,349","Ground water","400 W GERTRUDE
DREW, MS 38737","662-745-8556","","Sunflower"
"CITY OF DURANT","","","","2,932","Ground water","P O BOX 272
DURANT, MS 39063","662-653-3221","DURANT","Holmes"
"CITY OF ELLISVILLE","","","","4,549","Ground water","110 N COURT ST
ELLISVILLE, MS 39437","601-477-3323","ELLISVILLE","Jones"
"CITY OF EUPORA","","","","5,166","Ground water","390 CLARK AVE
EUPORA, MS 39744","662-258-2291","EUPORA","Webster"
"CITY OF FAYETTE","","","","2,301","Ground water","PO BOX 637
FAYETTE, MS 39069","601-786-3682","","Jefferson"
"CITY OF FLOWOOD","","","","29,962","Ground water","PO BOX 320069
FLOWOOD, MS 39232","601-939-4243","FLOWOOD","Rankin"
"CITY OF FLOWOOD - NORANCO","","","","3,837","Ground water","PO BOX 320069
FLOWOOD, MS 39232","601-939-4243","","Rankin"
"CITY OF FOREST","","","","5,987","Ground water","P O BOX 298
FOREST, MS 39074","601-469-2921","FOREST","Scott"
"CITY OF FULTON","","","","8,248","Surface water purchased","213 W WIYGUL ST
FULTON, MS 38843","662-862-4929","FULTON","Itawamba"
"CITY OF GAUTIER","","","","18,572","Ground water","3330 HWY 90
GAUTIER, MS 39553","228-497-2276","","Jackson"
"CITY OF GREENVILLE","","","","31,517","Ground water","P O BOX 897
GREENVILLE, MS 38701","662-378-1501","GREENVILLE","Washington"
"CITY OF GREENVILLE (AIRBASE)","","","","25","Ground water","P O BOX 897
GREENVILLE, MS 38701","662-378-1501","GREENVILLE","Washington"
"CITY OF GREENWOOD","","","","16,000","Ground water","P O BOX 866
GREENWOOD, MS 38935-0866","662-455-8118","GREENWOOD","Leflore"
"CITY OF GRENADA","","","","12,761","Ground water","P O BOX 310
GRENADA, MS 38902","662-227-3415","GRENADA","Grenada"
"CITY OF GULFPORT","","","","72,935","Ground water","17420 W CENTRAL DR
SAUCIER, MS 39574","228-832-6841","GULFPORT","Harrison"
"CITY OF HATTIESBURG","","","","46,000","Ground water","P O BOX 1898
HATTIESBURG, MS 39403","601-545-4501","HATTIESBURG","Forrest"
"CITY OF HERNANDO","","","","13,083","Ground water","475 W COMMERCE
HERNANDO, MS 38632","662-429-9092","HERNANDO","DeSoto"
"CITY OF HERNANDO - LAUGHTER","","","","964","Ground water","475 W COMMERCE
HERNANDO, MS 38632","662-429-9092","HERNANDO","DeSoto"
"CITY OF HERNANDO-JAYBIRD","","","","4,837","Ground water","475 W COMMERCE
HERNANDO, MS 38632","662-429-9092","","DeSoto"
"CITY OF HOLLANDALE","","","","2,702","Ground water","PO BOX 395
HOLLANDALE, MS 38748","662-827-2241","HOLLANDALE","Washington"
"CITY OF HOLLY SPRINGS","","","","8,676","Ground water","160 SOUTH MEMPHIS STREET
HOLLY SPRINGS, MS 38635","662-252-4280","HOLLY SPRINGS","Marshall"
"CITY OF HORN LAKE","","","","13,263","Ground water","3101 GOODMAN RD WEST
HORN LAKE, MS 38637","662-394-3502","HORN LAKE","DeSoto"
"CITY OF HORN LAKE - HOLLY HILLS","","","","665","Ground water","3101 GOODMAN RD WEST
HORN LAKE, MS 38637","662-394-3502","","DeSoto"
"CITY OF HORN LAKE - TWIN LAKES","","","","1,803","Ground water","3101 GOODMAN RD WEST
HORN LAKE, MS 38637","662-394-3502","","DeSoto"
"CITY OF HOUSTON","","","","3,623","Ground water","P O BOX 548
HOUSTON, MS 38851","662-456-3339","HOUSTON","Chickasaw"
"CITY OF INDIANOLA","","","","10,683","Ground water","101 FRIBT ST
INDIANOLA, MS 38751","662-887-3427","INDIANOLA","Sunflower"
"CITY OF ITTA BENA","","","","2,049","Ground water","P O BOX 563
ITTA BENA, MS 38941","662-254-7231","ITTA BENA","Leflore"
"CITY OF IUKA","","","","7,764","Ground water","118 SOUTH PEARL STREET
IUKA, MS 38852","662-423-3781","IUKA","Tishomingo"
"CITY OF JACKSON","http://www.jacksonms.gov/government/publicworks/sewer/","","","156,959","Surface water","PO BOX 17
JACKSON, MS 39205","601-960-1651","JACKSON","Hinds"
"CITY OF JACKSON-MADDOX RD.","","","","16,555","Ground water","PO BOX 17
JACKSON, MS 39205","601-960-1651","JACKSON","Hinds"
"CITY OF KOSCIUSKO","","","","9,646","Ground water","P O BOX 866
KOSCIUSKO, MS 39090","662-289-1141","KOSCIUSKO","Attala"
"CITY OF LAUREL","","","","20,293","Ground water","PO BOX 647
LAUREL, MS 39440","601-428-6401","LAUREL","Jones"
"CITY OF LELAND","","","","4,500","Ground water","P O BOX 271
LELAND, MS 38756","662-686-4577","LELAND","Washington"
"CITY OF LEXINGTON","","","","1,735","Ground water","112 SPRING ST
LEXINGTON, MS 39095","662-834-1261","LEXINGTON","Holmes"
"CITY OF LONG BEACH","","","","15,700","Ground water","201 JEFF DAVIS AVE
LONG BEACH, MS 39560","228-863-1556","LONG BEACH","Harrison"
"CITY OF LOUISVILLE","","","","8,010","Ground water","P O BOX 849
LOUISVILLE, MS 39339","662-773-7147","LOUISVILLE","Winston"
"CITY OF LOUISVILLE - NORTHEAST","","","","824","Ground water","P O BOX 849
LOUISVILLE, MS 39339","662-773-7147","","Winston"
"CITY OF LUCEDALE","","","","3,062","Ground water","5126 MAIN ST
LUCEDALE, MS 39452","601-947-2082","LUCEDALE","George"
"CITY OF LUMBERTON","","","","2,086","Ground water","P O BOX 211
LUMBERTON, MS 39455","601-796-8341","LUMBERTON","Lamar"
