"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"108 MAIN STREET","","","","29","Ground water","108 MAIN STREET
ROCKFALL, CT 06481","860-346-8140","MIDDLEFIELD","Middlesex"
"109 BLACK ROCK TNPK","","","","48","Ground water","109 Black Rock Turnpike
REDDING, CT 06896","203-257-4491","REDDING","Fairfield"
"1103 QUEEN STREET, LLC","","","","25","Ground water","PO Box 99
PLAINVILLE, CT 06062","860-793-6413","SOUTHINGTON","Hartford"
"1114 FEDERAL ROAD","","","","50","Ground water","257 North Street
HINGHAM, MA 02043","617-594-6049","BROOKFIELD","Fairfield"
"1126 PLAINFIELD PIKE","","","","25","Ground water","1126 PLAINFIELD PIKE
P. O. BOX 22
ONECO, CT 06373","860-564-8235","STERLING","Windham"
"1165 LITCHFIELD TURNPIKE","","","","25","Ground water","THE BAKERSVILLE MALL, LLC
P.O. BOX 223
NEW HARTFORD, CT 06057","860-294-6826","NEW HARTFORD","Litchfield"
"117 HAZARD AVENUE","","","","25","Ground water","119 HAZARD AVENUE
ENFIELD, CT 06093","860-745-5504","ENFIELD","Hartford"
"1189 WOLCOTT ROAD","","","","25","Ground water","1189 WOLCOTT ROAD
WOLCOTT, CT 06716","203-257-5546","WOLCOTT","New Haven"
"119 AMITY ROAD","","","","28","Ground water","45 BANNER DR
MILFORD, CT 06460","203-878-6524","BETHANY","New Haven"
"119 BLACK ROCK TURNPIKE","","","","25","Ground water","85 Hill Rd.
REDDING, CT 06896","203-917-2001","REDDING","Fairfield"
"12 RAE PALMER ROAD - EAST HADDAM","","","","25","Ground water","450 Vineyard Point Road
GUILFORD, CT 06437","203-458-2376","EAST HADDAM","Middlesex"
"12 TOLLAND TURNPIKE (ROUTE 74)","","","","25","Ground water","16 TOLLAND TURNPIKE
WILLINGTON, CT 06279","860-477-1400","WILLINGTON","Tolland"
"120 CLAPBOARD RIDGE ROAD","","","","40","Ground water","120 CLAPBOARD RIDGE ROAD
DANBURY, CT 06810","203-744-5941","DANBURY","Fairfield"
"1217 QUEEN ST","","","","25","Ground water","1217 Queen Street
SOUTHINGTON, CT 06489","","SOUTHINGTON","Hartford"
"1226-1234 QUEEN ST - STRIP MALL","","","","25","Ground water","16 WOOD AVENUE
TRUMBULL, CT 06611","203-261-8861","SOUTHINGTON","Hartford"
"123, 125, & 127 NORWICH ROAD","","","","45","Ground water","127 NORWICH ROAD
P. O. BOX 405
CENTRAL VILLAGE, CT 06337","860-886-9603","PLAINFIELD","Windham"
"125 COMMERCE DRIVE","","","","37","Ground water","3 PRODUCTION DRIVE
UNIT #1
BROOKFIELD, CT 06804","203-938-0751","BROOKFIELD","Fairfield"
"125 MAIN ST (NORTHWOOD VILLAGE)","","","","36","Ground water","107 Main Street North
WOODBURY, CT 06798","203-266-4444","WOODBURY","Litchfield"
"125-131 BRADLEY ROAD - WOODBRIDGE","","","","385","Ground water","21 Lawrence St
WOODBRIDGE, CT 06525","203-410-6852","WOODBRIDGE","New Haven"
"127 MAIN ST (NORTHWOOD VILLAGE)","","","","34","Ground water","107 Main Street North
WOODBURY, CT 06798","203-266-4444","WOODBURY","Litchfield"
"1273 WOLCOTT ROAD (WOLCOTT INN & SUITES)","","","","25","Ground water","1273 WOLCOTT RD
WOLCOTT, CT 06716","203-879-4618","WOLCOTT","New Haven"
"13 NORTH MAIN STREET","","","","25","Ground water","13 North Main Street, LLC
24 Lafayette Road
MARLBOROUGH, CT 06447","860-250-9894","EAST HAMPTON","Middlesex"
"133 MT PLEASANT ROAD","","","","25","Ground water","131 MT PLEASANT ROAD
NEWTOWN, CT 06470","203-426-1459","NEWTOWN","Fairfield"
"1365 MOUNTAIN ROAD - SUFFIELD","","","","25","Ground water","3 Red Oak Drive
SOUTHWICK, MA 01077","","SUFFIELD","Hartford"
"137 NORWICH RD - VILLAGE COMMONS","","","","45","Ground water","153 PLAINFIELD PIKE
PLAINFIELD, CT 06374","860-564-1822","PLAINFIELD","Windham"
"1409 MIDDLETOWN AV. (WELLS FARGO BANK)","","","","25","Ground water","1409 Middletown Ave
NORTHFORD, CT 06472","203-284-7445","NORTH BRANFORD","New Haven"
"1434 ROUTE 85","","","","44","Ground water","921 VAUXHALL STREET EXTENSION
QUAKER HILL, CT 06375","","MONTVILLE","New London"
"144 MERIDEN RD","","","","25","Ground water","57 South Broad Street
MERIDEN, CT 06450","203-238-3482","MIDDLEFIELD","Middlesex"
"144 OXFORD ROAD, LLC","","","","25","Ground water","1636 Dixwell Avenue
HAMDEN, CT 06514","203-281-5521","OXFORD","New Haven"
"144 SUGAR STREET","","","","25","Ground water","144 SUGAR STREET
NEWTOWN, CT 06470","203-270-1406","NEWTOWN","Fairfield"
"1495 ROUTE 85","","","","60","Ground water","209 Niantic River Rd
WATERFORD, CT 06385","","MONTVILLE","New London"
"15 MAIN STREET","","","","25","Ground water","15 MAIN STREET SOUTH
BETHLEHEM, CT 06751","203-266-5558","BETHLEHEM","Litchfield"
"15 ORCHARD PARK INDUSTRIAL AREA","","","","50","Ground water","40 Mungertown Road
MADISON, CT 06443","203-245-9599","MADISON","New Haven"
"15 RIVER ROAD PLAZA","","","","25","Ground water","15 RIVER ROAD
WILLINGTON, CT 06279","860-487-3501","WILLINGTON","Tolland"
"1500-1514 SOUTHFORD ROAD","","","","25","Ground water","1500 SOUTFORD ROAD
SOUTHBURY, CT 06488","203-264-8999","SOUTHBURY","New Haven"
"151 MAIN STREET, LLC.","","","","49","Ground water","151 MAIN STREET N
BETHLEHEM, CT 06751","203-266-6577","BETHLEHEM","Litchfield"
"160 SOUTH MAIN STREET - NEWTOWN","","","","125","Ground water","160 South Main Street
NEWTOWN, CT 06470","203-270-0788","NEWTOWN","Fairfield"
"1610-1616 HOPMEADOW STREET","","","","31","Ground water","45 Hannaford Cove Road
SIMSBURY, CT 06070","207-450-8927","SIMSBURY","Hartford"
"162 BAKER ROAD","","","","36","Ground water","89 FLAG SWAMP RD
ROXBURY, CT 06783","203-232-8461","ROXBURY","Litchfield"
"163 BOSTON POST ROAD","","","","25","Ground water","163 BOSTON POST RD
OLD LYME, CT 06371","860-514-4840","OLD LYME","New London"
"163 ROUTE 81","","","","35","Ground water","8 JACOB LANE
KILLINGWORTH, CT 06419","203-809-5025","KILLINGWORTH","Middlesex"
"1633 MAIN STREET - WOODBURY","","","","25","Ground water","30 Morey Road
SHARON, CT 06069","860-689-3298","WOODBURY","Litchfield"
"1657 BOSTON TURNPIKE - COVENTRY","","","","203","Ground water","531 RIVER ROAD
LISBON, CT 06351","860-742-4241","COVENTRY","Tolland"
"166 & 180 BOSTON TURNPIKE","","","","31","Ground water","271 HOP RIVER RD
BOLTON, CT 06043","860-649-2871","BOLTON","Tolland"
"167 TOLLAND STAGE ROAD - TOLLAND","","","","25","Ground water","PO BOX 502
167 Tolland Stage Rd
TOLLAND, CT 06084-0502","860-872-3371","TOLLAND","Tolland"
"17 BEACH POND ROAD","","","","25","Ground water","368 Escoheag Road
EXITOR, RI 02822","401-206-3967","VOLUNTOWN","New London"
"172 ROUTE 7 N","","","","25","Ground water","172 ROUTE 7 N
FALLS VILLAGE, CT 06031","860-824-4661","CANAAN","Litchfield"
"1734 HOUSE LLC","","","","97","Ground water","P. O. Box 504
COLUMBIA, CT 06237","860-477-1199","MANSFIELD","Tolland"
"176 RTE 81","","","","55","Ground water","183 Quarry Road
MILFORD, CT 06460","203-877-3276","KILLINGWORTH","Middlesex"
"177 ROUTE 81","","","","25","Ground water","P.O. BOX 27124
WEST HAVEN, CT 06516","203-799-9501","KILLINGWORTH","Middlesex"
"179 MAIN STREET - MONROE","","","","25","Ground water","179 MAIN STREET
MONROE, CT 06468","203-261-8499","MONROE","Fairfield"
"18 MILL PLAIN ROAD","","","","25","Ground water","108 MAPLE TREE HILL RD
SOUTHBURY, CT 06488","203-417-1269","DANBURY","Fairfield"
"18 OLD ROUTE 7","","","","25","Ground water","P.O. Box 5242
BROOKFIELD, CT 06804","203-775-5000","BROOKFIELD","Fairfield"
"180 CHERRY BROOK ROAD - CANTON","","","","36","Ground water","153 BABBLING BROOK ROAD
TORRINGTON, CT 06790","860-712-5821","CANTON","Hartford"
"181 MAIN STREET","","","","25","Ground water","9 SURREY LANE
TRUMBULL, CT 06611","203-260-1891","MONROE","Fairfield"
"183 ROUTE 81 LLC","","","","25","Ground water","878 East Pond Meadow Road
WESTBROOK, CT 06498-2807","203-605-6672","KILLINGWORTH","Middlesex"
"184 GREAT PLAIN ROAD","","","","36","Ground water","5 Cloverleaf Farm South
SHERMAN, CT 06784","917-681-0656","DANBURY","Fairfield"
"185 TORRINGTON ROAD - LANSON DRIVE","","","","25","Ground water","15 Mullen Road
ENFIELD, CT 06082","860-746-3200","WINCHESTER","Litchfield"
"1872 MIDDLETOWN AVENUE","","","","29","Ground water","363 Main Street
Suite 510
MIDDLETOWN, CT 06457","860-301-6465","NORTH BRANFORD","New Haven"
"1874 MIDDLETOWN AVENUE","","","","25","Ground water","1874 Middletown Ave
NORTHFORD, CT 06437","203-484-1949","NORTH BRANFORD","New Haven"
"19 PUTNAM RD STORE LLC","","","","25","Ground water","P.O. BOX 21
DURHAM, CT 06422","203-645-6443","POMFRET","Windham"
"1ST BAPTIST CHURCH","","","","25","Ground water","945 Srorrs Rd
STORS/ MANSFIELD, CT 06268","860-429-6043","MANSFIELD","Tolland"
"2 LONG RIDGE ROAD","","","","25","Ground water","2 LONG RIDGE ROAD  P.O.Box 75
WEST REDDING, CT 06896","203-938-3771","REDDING","Fairfield"
"2 MAIN STREET","","","","25","Ground water","8 SASQUA TRAIL
WESTON, CT 06883","203-544-9224","REDDING","Fairfield"
"2 NORTH STREET","","","","25","Ground water","2 north st.
WOLCOTT, CT 06716","203-441-4068","WOLCOTT","New Haven"
"2 NORWICH ROAD","","","","25","Ground water","131 FLATBRROK RD
EAST HAMPTON, CT 06424","860-295-8454","EAST HADDAM","Middlesex"
"20 COPPER HILL ROAD","","","","25","Ground water","80 Wheeler Drive
WEST SUFFIELD, CT 06093","860-653-2123","EAST GRANBY","Hartford"
"20 NORWICH ROAD, LLC","","","","30","Ground water","4 Greene Lane
THOMPSON, CT 06277","860-779-5910","PLAINFIELD","Windham"
"201 SAYBROOK ROAD","","","","25","Ground water","100 EAST MAINE STREET
PLAINVILLE, CT 06062","860-539-4338","HADDAM","Middlesex"
"201 WEST HIGH STREET","","","","68","Ground water","244 Middletown Avenue
EAST HAMPTON, CT 06424","860-267-6623","EAST HAMPTON","Middlesex"
"206 ROUTE 80","","","","25","Ground water","92 R Hellgate Road
DURHAM, CT 06422","203-215-3592","KILLINGWORTH","Middlesex"
"207 BIRGE PARK ROAD - HARWINTON","","","","29","Ground water","67 Main Street
P.O. Box 522
MILLERTON, NY 12546","518-789-0051","HARWINTON","Litchfield"
"207 PROV-N LONDON TNPK -  N STONINGTON","","","","41","Ground water","209 Providence New LOndon Turnpike
NORTH STONINGTON, CT 06385","860-599-3111","NORTH STONINGTON","New London"
"2103 STORRS ROAD","","","","25","Ground water","P.O. BOX 21
DURHAM, CT 06422","203-645-6443","MANSFIELD","Tolland"
"22 NEW HAVEN ROAD","","","","25","Ground water","22 NEW HAVEN ROAD
DURHAM, CT 06422","860-538-4077","DURHAM","Middlesex"
"220 NORWICH / WESTERLY ROAD","","","","35","Ground water","220 Norwich-Westerly Rd.
NORTH STONINGTON, CT 06359","860-415-9055","NORTH STONINGTON","New London"
"227 HORSE POND ROAD - MADISON","","","","55","Ground water","227 HORSE POND ROAD
MADISON, CT 06443","203-245-9757","MADISON","New Haven"
"227 WEST HIGH STREET - E HAMPTON","","","","39","Ground water","227 West High St
EAST HAMPTON, CT 06424","","EAST HAMPTON","Middlesex"
"231 OXFORD ROAD - OXFORD","","","","25","Ground water","231 OXFORD ROAD
OXFORD, CT 06478","203-888-2272","OXFORD","New Haven"
"2311 BOSTON POST ROAD - GUILFORD","","","","33","Ground water","2028 BOSTON POST ROAD
P. O. BOX 361
GUILFORD, CT 06437","203-458-7632","GUILFORD","New Haven"
"234 AMITY ROAD","","","","55","Ground water","19 Ridgewood Drive
BETHANY, CT 06524","203-393-0233","BETHANY","New Haven"
"237 WILLIMANTIC ROAD","","","","66","Ground water","11 TUMBLE BROOK CIRCLE
SOMERS, CT 06071","","CHAPLIN","Windham"
"238 MAIN STREET","","","","47","Ground water","238 Main Street
DURHAM, CT 06422","860-276-1255","DURHAM","Middlesex"
"241 ROOSEVELT DRIVE","","","","25","Ground water","35 Great Neck Rd.
WATERFORD, CT 06385","774-245-3040","MONROE","Fairfield"
"249 ROUTE 39","","","","25","Ground water","11 Southview Rd
NEWFAIRFIELD, CT 06812","203-746-8888","NEW FAIRFIELD","Fairfield"
"249 TERRYVILLE ROAD - BRISTOL","","","","28","Ground water","19 Knob Hill Lane
BRISTOL, CT 06010","860-584-5933","BRISTOL","Hartford"
"25 KENT ROAD","","","","39","Ground water","25 Kent RoadSouth
CORNWALL BRIDGE, CT 06754","860-619-8199","CORNWALL","Litchfield"
"25 OLD ROUTE 37","","","","25","Ground water","25 ROUTE 37
NEW FAIRFIELD, CT 06812","203-746-3700","NEW FAIRFIELD","Fairfield"
"250 BRADLEY STREET","","","","25","Ground water","250 Bradley Street
EAST HAVEN, CT 06512","203-909-6224","EAST HAVEN","New Haven"
"251 ROUTE 7 S","","","","25","Ground water","P.O. BOX 717
187 ROUTE 7
CANAAN, CT 06018","860-824-1397","CANAAN","Litchfield"
"254 TWIN LAKES ROAD - SALISBURY","","","","25","Ground water","254 Twin Lakes Rd
SALISBURY, CT 06068","860-824-7583","SALISBURY","Litchfield"
"26 EAST HIGH STREET","","","","25","Ground water","567 BallFall Road
MIDDLETOWN, CT 06457","860-834-1724","EAST HAMPTON","Middlesex"
"260 ROUTE 32","","","","35","Ground water","275 ROUTE 32
NORTH FRANKLIN, CT 06254","860-642-4200","FRANKLIN","New London"
"260 ROUTE 80 - KILLINGWORTH","","","","25","Ground water","81 HIGHMART LLC
260 Rt 80
KILLINGWORTH, CT 06419","860-663-2733","KILLINGWORTH","Middlesex"
"283 LITCHFIELD RD, LLC","","","","74","Ground water","60 Westleigh Drive
HARWINTON, CT 06791-1106","860-485-0770","HARWINTON","Litchfield"
"292 CANDLEWOOD LAKE RD","","","","35","Ground water","292 Candlewood Lake Drive
BROOKFIELD, CT 06804","203-775-6635","BROOKFIELD","Fairfield"
"292 RIVERSIDE DRIVE - THOMPSON","","","","25","Ground water","64 Messier Road
NORTH GROSVENOR DALE, CT 06255","860-923-3500","THOMPSON","Windham"
"295 NEW MILFORD TURNPIKE","","","","40","Ground water","143 Chestnut Land Road
NEW MILFORD, CT 06776","860-913-5031","WASHINGTON","Litchfield"
"296 ETHAN ALLEN HIGHWAY - REDDING","","","","25","Ground water","296 ETHAN ALLEN HIGHWAY
RIDGEFIELD, CT 06877","203-438-3781","REDDING","Fairfield"
"298-302 ALBANY TURNPIKE","","","","28","Ground water","P.O. Box 912
CANTON, CT 06019","860-543-4005","CANTON","Hartford"
"299 BOSTON TURNPIKE - PLAZA","","","","25","Ground water","266 BOSTON TURNPIKE
BOLTON, CT 06040","860-649-5371","BOLTON","Tolland"
"3 CENTER DRIVE","","","","34","Ground water","3 CENTER DR
LEDYARD, CT 06339","860-501-1327","LEDYARD","New London"
"3 SMITH STREET","","","","48","Ground water","3 Smith St
EAST HAMPTON, CT 06424","860-267-0303","EAST HAMPTON","Middlesex"
"300 KENT ROAD","","","","25","Ground water","43 RIVER ROAD
NEW MILFORD, CT 06776","203-313-7564","NEW MILFORD","Litchfield"
"306 ALBANY TURNPIKE","","","","25","Ground water","15 North East Industrial Drive
BRANFORD, CT 06405","781-402-8893","CANTON","Hartford"
"308 SHERMAN HILL ROAD","","","","25","Ground water","153 Hazel Plain Rd.
WOODBURY, CT 06798","203-263-5256","WOODBURY","Litchfield"
"31 OLD ROUTE SEVEN","","","","50","Ground water","2 STONY HILL RD
SUITE 201
BETHEL, CT 06801","203-790-6888","BROOKFIELD","Fairfield"
"316 SOUTH MAIN STREET","","","","25","Ground water","29 CANTERBURY ROAD
SANDY HOOK, CT 06482","203-426-6256","NEWTOWN","Fairfield"
"3175 GOLDSTAR HIGHWAY","","","","43","Ground water","56 WEST MAIN STREET
MYSTIC, CT 06355","860-536-7469","GROTON","New London"
"32 MAIN STREET - EAST HADDAM","","","","25","Ground water","121 LEESVILLE ROAD
P.O. BOX 415
MOODUS, CT 06469-0415","860-213-0564","EAST HADDAM","Middlesex"
"325 MAIN STREET","","","","25","Ground water","PO BOX 515
DURHAM, CT 06422","860-977-5100","DURHAM","Middlesex"
"34 LYME STREET","","","","35","Ground water","34 LYME STREET
OLD LYME, CT 06371","860-434-6942","OLD LYME","New London"
"345 GOLD STAR HIGHWAY - GROTON","","","","25","Ground water","345 Gold Star Highway
GROTON, CT 06340","860-333-6486","GROTON","New London"
"350 MAIN ST. - WINDSOR GOLD STAR LLC","","","","43","Ground water","5 iron gate ln
CROMWELL, CT 06416","860-250-1122","DURHAM","Middlesex"
"352 MAIN ST - WINDSOR GOLD STAR LLC","","","","29","Ground water","5 iron gate ln
CROMWELL, CT 06416","860-250-1122","DURHAM","Middlesex"
"358 DANBURY ROAD","","","","66","Ground water","360 DANBURY RD
NEW MILFORD, CT 06776","860-799-6752","NEW MILFORD","Litchfield"
"36 EAST HIGH STREET - EAST HAMPTON","","","","25","Ground water","36 EAST HIGH STREET
EAST HAMPTON, CT 06424","860-267-1096","EAST HAMPTON","Middlesex"
"36 KILLINGWORTH TNPK","","","","25","Ground water","36 Killingworth Turnpike-Lantern Square
CLINTON, CT 06413","203-433-8052","CLINTON","Middlesex"
"36 MAIN STREET","","","","33","Ground water","356 HANOVER RD.
BALTIC, CT 06330","860-705-0112","SPRAGUE","New London"
"37 EAST HIGH STREET","","","","25","Ground water","31 East High Street
P.O. Box 319
EAST HAMPTON, CT 06424","860-267-4444","EAST HAMPTON","Middlesex"
"37 PUTNAM ROAD","","","","25","Ground water","P.O. Box 130
NORTH WINDHAM, CT 06256","860-456-0055","POMFRET","Windham"
"374 TOWN STREET","","","","25","Ground water","374 TOWN STREET
EAST HADDAM, CT 06423","860-326-4843","EAST HADDAM","Middlesex"
"381 TOWN STREET - EAST HADDAM","","","","42","Ground water","The Town Tavern
381 Town Street
EAST HADDAM, CT 06423","860-638-8853","EAST HADDAM","Middlesex"
"39 ADAMEC ROAD","","","","25","Ground water","148 LISA DR.
SOUTH WINDSOR, CT 06074","860-716-5489","WILLINGTON","Tolland"
"39 HOP BROOK RD - APT COMPLEX","","","","36","Ground water","P.O. BOX 775
BROOKFIELD, CT 06804-0775","203-948-1163","BROOKFIELD","Fairfield"
"4 COTTON TAIL ROAD","","","","25","Ground water","4 COTTON TAIL ROAD
NEW FAIRFIELD, CT 06812","203-746-9900","NEW FAIRFIELD","Fairfield"
"4 WEST GRANBY ROAD","","","","97","Ground water","7 BAYBERRY DRIVE
EAST GRANBY, CT 06026","860-653-7241","GRANBY","Hartford"
"40 SAYBROOK ROAD","","","","27","Ground water","297 Farm Hill Road
MIDDLETOWN, CT 06457","860-965-1803","HADDAM","Middlesex"
"40 WILLIAM F. PALMER RD","","","","30","Ground water","40B William F. Palmer Road
P.O. Box 464
MOODUS, CT 06469","860-873-3876","EAST HADDAM","Middlesex"
"404 MERROW ROAD - TOLLAND","","","","33","Ground water","404 Merrow Rd
TOLLAND, CT 06084","860-871-7788","TOLLAND","Tolland"
"41 VILLAGE LANE OFFICE PARK","","","","33","Ground water","41 Village Lane
BETHANY, CT 06524","203-393-9750","BETHANY","New Haven"
"411C NORWICH WESTERLY RD","","","","100","Ground water","66 COAL PIT HILL ROAD
GRISWOLD, CT 06351","860-535-1174","NORTH STONINGTON","New London"
"421 WOLCOTT ROAD, LLC","","","","30","Ground water","25 State Street
WATERBURY, CT 06702","203-509-5100","WOLCOTT","New Haven"
"430 LEDGE ROAD","","","","33","Ground water","375 Ledge Rd
DAYVILLE, CT 06241","860-774-8221","KILLINGLY","Windham"
"44 STONY HILL ROAD","","","","37","Ground water","44Stonyhill Rd
BETHEL, CT 06801","203-948-7933","BETHEL","Fairfield"
"452 STAFFORD ROAD - GRANDMA COMFORT FOOD","","","","25","Ground water","811 MAIN STREET
P O BOX 1021
MANCHESTER, CT 06045-1021","860-646-1442","MANSFIELD","Tolland"
"459 MADISON RD","","","","25","Ground water","59 Mustang Dr
GUILFORD, CT 06437","959-888-2945","DURHAM","Middlesex"
"45R OZICK DRIVE - UNIT 18-R","","","","38","Ground water","PO BOX  117
DURHAM, CT 06422","860-305-7219","DURHAM","Middlesex"
"464 WOLCOTT ROAD","","","","40","Ground water","PO BOX 6205
WOLCOTT, CT 06716","203-879-4651","WOLCOTT","New Haven"
"466 STORRS RD","","","","25","Ground water","48 CEDAR SWAMP RD
STORRS, CT 06268","860-429-7383","MANSFIELD","Tolland"
"47 STONY HILL ROAD","","","","45","Ground water","47 STONY HILL ROAD
BETHEL, CT 06801","203-794-0563","BETHEL","Fairfield"
"474 PUTNAM PIKE","","","","46","Ground water","P.O. BOX 518
DAYVILLE, CT 06241","860-774-0167","KILLINGLY","Windham"
"482 SPRING STREET","","","","25","Ground water","6 STEPPING STONE DRIVE
BROAD BROOK, CT 06096","860-254-5522","WINDSOR LOCKS","Hartford"
"491 BANTAM ROAD","","","","34","Ground water","491 BANTAM RD
LITCHFIELD, CT 06759","860-567-8771","LITCHFIELD","Litchfield"
"496 SALMON BROOK STREET","","","","25","Ground water","496 SALMON BROOK STREET
GRANBY, CT 06035","860-653-2742","GRANBY","Hartford"
"5 ARDSLEY AVENUE","","","","50","Ground water","56 Spellman Point Rd
EAST HAMPTON, CT 06424","860-267-7335","NORTH BRANFORD","New Haven"
"5 WATERTOWN ROAD (RT 63) - MORRIS","","","","25","Ground water","5 watertown rd
MORRIS, CT 06763","786-837-4536","MORRIS","Litchfield"
"500 EAST PLAZA","","","","25","Ground water","44 CAISSON ROAD
COLCHESTER, CT 06415-2100","860-537-8844","VERNON","Tolland"
"500 PURDY HILL ROAD","","","","35","Ground water","26 ARROWHEAD DR
MONROE, CT 06468","203-559-6965","MONROE","Fairfield"
"518 NORWICH ROAD - PLAINFIELD","","","","25","Ground water","518 norwich road
PLAINFIELD, CT 06374","860-230-0719","PLAINFIELD","Windham"
"52 ROUTE 66","","","","25","Ground water","P.O. BOX 132
COLUMBIA, CT 06237","860-228-9343","COLUMBIA","Tolland"
"531 FOREST ROAD","","","","25","Ground water","531 FOREST ROAD
Rt 22 Chat-n-Chew
NORTHFORD, CT 06472","203-247-0005","NORTH BRANFORD","New Haven"
"563 PROVIDENCE-NEW LONDON TNPK","","","","25","Ground water","98 COUNTY STREET
TAUNTON, MA 02780","860-514-8788","NORTH STONINGTON","New London"
"565 SALMON BROOK ST - GRANBY","","","","25","Ground water","134 NOTCH ROAD
GRANBY, CT 06035","","GRANBY","Hartford"
"584-586 WOLCOTT ROAD","","","","36","Ground water","7 MUNSON RD
WOLCOTT, CT 06716","203-879-1404","WOLCOTT","New Haven"
"588 MONROE TNPK - DDH ASSOCIATES, LLC","","","","25","Ground water","50 ROOSEVELT DRIVE
TRUMBULL, CT 06611","203-261-3876","MONROE","Fairfield"
"590 DANBURY ROAD LLC","","","","42","Ground water","590 DANBURY ROAD
RIDGEFIELD, CT 06877","203-438-7977","RIDGEFIELD","Fairfield"
"597 PUTNAM ROAD","","","","30","Ground water","117 Parkmeadow Dr
PITTSFORD, NY 14534","860-774-0191","PLAINFIELD","Windham"
"598 VOLUNTOWN ROAD - GRISWOLD","","","","37","Ground water","598 Voluntown Road
GRISWOLD, CT 06351","860-591-1021","GRISWOLD","New London"
"6 HARTLAND BOULEVARD","","","","25","Ground water","320 CENTER HILL RD
BARKHAMSTED, CT 06063","860-307-6692","HARTLAND","Hartford"
"6 WAY ROAD","","","","78","Ground water","6 WAY ROAD
MIDDLEFIELD, CT 06455","860-349-7017","MIDDLEFIELD","Middlesex"
"60 HARTFORD PIKE","","","","29","Ground water","96 Murdock Road
POMFRET CENTER, CT 06259","860-942-3707","KILLINGLY","Windham"
"60 VILLA LOUISA - VILLA LOUISA/ROSSITTOS","","","","25","Ground water","60 VILLA LOUISA ROAD
BOLTON, CT 06043","860-646-3161","BOLTON","Tolland"
"603 MIDDLE TURNPIKE - MANSFIELD","","","","25","Ground water","P.O. Box 85
ANDOVER, CT 06232","860-377-1362","MANSFIELD","Tolland"
"607 CORNWALL BRIDGE ROAD","","","","35","Ground water","73 Scoville Rd
WEST CORNWALL, CT 06796","860-672-0184","SHARON","Litchfield"
"610 WAUREGAN ROAD","","","","25","Ground water","612 WAUREGAN ROAD
DANIELSON, CT 06239","860-779-6336","KILLINGLY","Windham"
"622 MIDDLE TURNPIKE EAST","","","","25","Ground water","380 BIDWELL ST
MANCHESTER, CT 06040","860-432-2016","MANCHESTER","Hartford"
"632 DANBURY ROAD","","","","25","Ground water","4 CHRISTOPHER COLUMBUS AVENUE
DANBURY, CT 06810","203-797-8005","RIDGEFIELD","Fairfield"
"64-68 LYME STREET","","","","36","Ground water","411-1 HAMBURG RD
LYME, CT 06371","860-434-8532","OLD LYME","New London"
"644 DANBURY ROAD","","","","33","Ground water","65 Jesup Road
WESTPORT, CT 06880","203-227-9585","WILTON","Fairfield"
"650 DANBURY ROAD","","","","25","Ground water","650 DANBURY ROAD
RIDGEFIELD, CT 06877","914-244-9100","RIDGEFIELD","Fairfield"
"655 MAIN STREET - PLYMOUTH","","","","37","Ground water","2 MAPLE AVE
PLYMOUTH, CT 06782","860-283-9821","PLYMOUTH","Litchfield"
