"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"AFC POTABLE TRUCK 22-276","","","","50","Surface water purchased","P.O. Box 224889
ANCHORAGE, AK 99522-4889","907-562-5303","DEADHORSE, PRUDHOE BAY","North Slope Borough"
"AK BRIDGE OF HOPE","","","","306","Ground water","20640 Chapel Drive
CHUGIAK, AK 99567","907-688-2242","CHUGIAK","Anchorage Municipality"
"AK CHILD AND FAMILY","","","","100","Ground water","4600 Abbott Road
ANCHORAGE, AK 99507","907-538-3264","ANCHORAGE","Anchorage Municipality"
"AK DIV PARKS - BIG DELTA","","","","30","Ground water","3700 AIRPORT WAY
FAIRBANKS, AK 99709","907-451-2698","DELTA JUNCTION","Southeast Fairbanks Census Area"
"AK DIV PARKS - DELTA SRS","","","","53","Ground water","3700 AIRPORT WAY
FAIRBANKS, AK 99709","907-451-2698","FAIRBANKS","Fairbanks North Star Borough"
"AK GATEWAY SD - MENTASTA LAKE","","","","43","Ground water","P.O. Box 226
TOK, AK 99780-0226","907-883-5151","MENTASTA","Valdez-Cordova Census Area"
"AK GATEWAY SD - NORTHWAY SCH","","","","57","Ground water","PO BOX 519
NORTHWAY, AK 99764-0519","907-778-2287","NORTHWAY","Southeast Fairbanks Census Area"
"AK GATEWAY SD - TETLIN SCHOOL","","","","42","Ground water","General Delivery
TETLIN, AK 99779","907-324-2104","TETLIN","Southeast Fairbanks Census Area"
"AK GATEWAY SD - TOK SCHOOL","","","","261","Ground water","PO BOX 249
TOK, AK 99780-0249","","TOK","Southeast Fairbanks Census Area"
"AK OPERATING ENGINEERS EMPLOYER TRAINING","","","","40","Ground water","PO BOX 0989
PALMER, AK 99645","907-746-3117","","Matanuska-Susitna Borough"
"AK RIVERWAYS / CHENA VILLAGE","","","","998","Ground water","1975 discovery drive
FAIRBANKS, AK 99709","907-479-6673","FAIRBANKS","Fairbanks North Star Borough"
"AK STATE ELKS YOUTH CAMP","","","","62","Ground water","231 Knoll Circle
SOLDOTNA, AK 99669","907-746-3925","PALMER","Matanuska-Susitna Borough"
"AKHIOK","","","","90","Surface water","PO Box 5050
AKHIOK, AK 99615","907-836-2229","AKHIOK","Kodiak Island Borough"
"AKIACHAK WATER SYSTEM","","","","627","Ground water","P.O. BOX 70
AKIACHAK, AK 99551","907-825-4626","AKIACHAK","Bethel Census Area"
"AKIAK COMMUNITY WATER SYSTEM","","","","346","Ground water","P.O. Box 187
AKIAK, AK 99552","907-765-7112","AKIAK","Bethel Census Area"
"AKLCITF - TRAINING FACILITY","","","","28","Ground water","ALASKA LABORERS TRAINING SCHOOL
17805 OLD GLENN HWY
CHUGIAK, AK 99567","907-345-3853","CHUGIAK","Anchorage Municipality"
"AKUTAN","","","","95","Surface water","P.O. BOX 109
AKUTAN, AK 99553","907-274-7565","AKUTAN","Aleutians East Borough"
"ALAKANUK WATER SYSTEM","","","","570","Surface water","P.O. Box 167
ALAKANUK, AK 99554","907-238-3313","ALAKANUK","Wade Hampton Census Area"
"ALASKA AIRLINES BETHEL","","","","457","Ground water","PO Box 68900
SEAZE
SEATTLE, WA 98168","562-572-4454","BETHEL","Bethel Census Area"
"ALASKA AIRLINES CORDOVA","","","","110","Ground water","PO Box 68900
SEAZE
SEATTLE, WA 98168","562-572-4454","CORDOVA","Valdez-Cordova Census Area"
"ALASKA AIRLINES YAKUTAT","","","","37","Ground water","PO Box 68900
SEAZE
SEATTLE, WA 98168","562-572-4454","YAKUTAT","Yakutat City and Borough"
"ALASKA BIBLE COLLEGE","","","","50","Ground water","P.O. Box 323
248 E Elmwood Avenue Palmer, AK 99645
GLENNALLEN, AK 99588","907-320-6074","GLENNALLEN","Valdez-Cordova Census Area"
"ALASKA BRAIN CENTER","","","","34","Ground water","4551 E Bogard Rd
WASILLA, AK 99654","907-373-6500","WASILLA","Matanuska-Susitna Borough"
"ALASKA CHRISTIAN COLLEGE","","","","70","Ground water","35109 Royal Pl.
SOLDOTNA, AK 99669","907-260-7422","SOLDOTNA","Kenai Peninsula Borough"
"ALASKA CORPORATION OF SEVENTH-DAY ADVENT","","","","68","Ground water","6100 O'Malley Road
ANCHORAGE, AK 99507","907-346-1004","ANCHORAGE","Anchorage Municipality"
"ALASKA FAMILY SERVICES","","","","193","Ground water","1825 S. Chugach Street
PALMER, AK 99645","907-746-4080","WASILLA","Matanuska-Susitna Borough"
"ALASKA GARDEN GATE B & B","","","","40","Ground water","950 S Snodgrass Drive
PALMER, AK 99645","907-746-2333","PALMER","Matanuska-Susitna Borough"
"ALASKA GENERAL SEAFOODS NAKNEK - CANNERY","","","","600","Ground water","6425 NE 175th St.
KENMORE, WA 98028","425-485-7755","NAKNEK","Bristol Bay Borough"
"ALASKA GENERAL SEAFOODS NAKNEK-FREEZING","","","","120","Ground water","6425 NE 175th St.
KENMORE, WA 98028","425-485-7755","NAKNEK","Bristol Bay Borough"
"ALASKA LAESTADIAN LUTHERAN CHURCH","","","","200","Ground water","950 N. Shenandoah Drive
PALMER, AK 99645","907-315-1197","WASILLA","Matanuska-Susitna Borough"
"ALASKA RAINBOW LODGE","","","","36","Ground water","PO Box 280
RED OAK, TX 75154","800-451-6198","LEVELOCK","Lake and Peninsula Borough"
"ALASKA RENDEZVOUS LODGE","","","","56","Ground water","HC1 BOX 90
VALDEZ, AK 99686","307-690-9418","VALDEZ","Valdez-Cordova Census Area"
"ALASKA ROADHOUSE","","","","25","Ground water","48289 Golddust Dr
SOLDOTNA, AK 99669","907-262-9887","SOLDOTNA","Kenai Peninsula Borough"
"ALASKA SALES & SERVICE VALLEY","","","","75","Ground water","1300 East 5th Avenue
ANCHORAGE, AK 99501","907-265-7571","WASILLA","Matanuska-Susitna Borough"
"ALASKA SELECT INN","","","","34","Ground water","3451 E. Palmdale Drive
WASILLA, AK 99654","907-373-8277","","Matanuska-Susitna Borough"
"ALASKA WEST KANEKTOK RIVER CAMP","","","","44","Groundwater under influence of surface water","200 West 34th Avenue, St 1160
ANCHORAGE, AK 99503","907-563-9788","QUINHAGAK","Bethel Census Area"
"ALASKA WILDLIFE CENTER","","","","1,005","Groundwater under influence of surface water","AK Willife Conservation Cntr: Di Whitney
P.O. Box 949
GIRDWOOD, AK 99587","907-783-0058","ANCHORAGE, GIRDWOOD","Anchorage Municipality"
"ALASKA ZOO","","","","477","Ground water","4731 O'MALLEY ROAD
ANCHORAGE, AK 99507","907-346-2133","ANCHORAGE","Anchorage Municipality"
"ALASKA'S GOLD CREEK LODGE","","","","32","Ground water","PO Box 136
KING SALMON, AK 99613","907-469-0705","KING SALMON","Bristol Bay Borough"
"ALASKAN ANGLER R V RESORT","","","","60","Ground water","PO Box 39388
NINILCHIK, AK 99639","","NINILCHIK","Kenai Peninsula Borough"
"ALASKAN STEAKHOUSE & MOTEL","","","","46","Ground water","P.O. BOX 1532
DELTA JCT., AK 99737","907-895-5175","DELTA JUNCTION","Southeast Fairbanks Census Area"
"ALASKAN VIEW MOTEL","","","","51","Ground water","2650 E Parks Highway
WASILLA, AK 99654","907-376-6787","WASILLA","Matanuska-Susitna Borough"
"ALCANTRA NATIONAL GUARD CAMP","","","","207","Ground water","PO Box 5800
JBER, AK 99505","907-428-7151","WASILLA","Matanuska-Susitna Borough"
"ALDERWOOD","","","","175","Ground water","P.O. Box 727
VALDEZ, AK 99686","907-201-2341","VALDEZ","Valdez-Cordova Census Area"
"ALEUTIAN ESTATES #1","","","","63","Ground water","P.O. BOX 872047
WASILLA, AK 99687","907-357-1770","WASILLA","Matanuska-Susitna Borough"
"ALLAKAKET PUBLIC WATER SYSTEM","","","","135","Ground water","P.O. BOX 50
ALLAKAKET, AK 99720","907-968-2237","ALLAKAKET","Yukon-Koyukuk Census Area"
"ALPAT WATER - CREEKWOOD DIVISION","","","","192","Surface water","P.O. Box 233368
ANCHORAGE, AK 99523","907-222-4084","WASILLA","Matanuska-Susitna Borough"
"ALPAT WATER - MOOREHAND DIV.","","","","350","Surface water purchased","P.O. BOX 233368
dave@nusalaska.com
ANCHORAGE, AK 99523-3368","907-222-4084","ANCHORAGE","Anchorage Municipality"
"ALPAT WATER - SHERWOOD ESTATES DIVISION","","","","147","Ground water","P.O. Box 233368
ANCHORAGE, AK 99523","907-222-4084","WASILLA","Matanuska-Susitna Borough"
"ALPAT WATER-HOMESTEAD DIV.","","","","852","Ground water","P.O. BOX 233368
dave@nusalaska.com
ANCHORAGE, AK 99523-3368","907-222-4084","EAGLE RIVER","Anchorage Municipality"
"ALPENGLOW SKI LODGE","","","","354","Ground water","P.O. Box 200546
ANCHORAGE, AK 99520-0546","907-351-3256","ANCHORAGE","Anchorage Municipality"
"ALPINE INN","","","","55","Ground water","BOX 419
PALMER, AK 99645","907-745-9955","PALMER","Matanuska-Susitna Borough"
"ALPINE INN","","","","30","Ground water","PO Box 826
COOPER LANDING, AK 99572","509-414-3219","COOPER LANDING","Kenai Peninsula Borough"
"ALPINE TRUCK AH-2047","","","","200","Surface water purchased","P.O. BOX  196860
CPAI HSE-ALP14
ANCHORAGE, AK 99519-6869","907-670-4200","","North Slope Borough"
"ALPINE WOODS WATER SYSTEM","","","","200","Ground water","P.O. Box 112274
ANCHORAGE, AK 99511","907-345-8908","ANCHORAGE","Anchorage Municipality"
"ALYESKA  5 MILE WELL/SPRING","","","","40","Ground water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","FAIRBANKS","Fairbanks North Star Borough"
"ALYESKA CHALET CONDOS HOA","","","","60","Ground water","P.O. Boc 1045
GIRDWOOD, AK 99587","907-830-7988","GIRDWOOD","Anchorage Municipality"
"ALYESKA CREEKSIDE APARTMENTS","","","","60","Ground water","P.O. Box 676
GIRDWOOD, AK 99587","907-350-9672","GIRDWOOD","Anchorage Municipality"
"ALYESKA MCCF #2 CAMP","","","","51","Ground water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","FAIRBANKS","Fairbanks North Star Borough"
"ALYESKA PS 1 PERM","","","","50","Surface water purchased","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","DEADHORSE","North Slope Borough"
"ALYESKA PS 4 PERM","","","","60","Ground water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","FAIRBANKS","Fairbanks North Star Borough"
"ALYESKA PS 5 PERM","","","","60","Ground water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","FAIRBANKS","Fairbanks North Star Borough"
"ALYESKA VMT EAST","","","","200","Surface water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","VALDEZ","Valdez-Cordova Census Area"
"ALYESKA VMT FABRICATION-PAINT SHOP","","","","50","Surface water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","VALDEZ","Valdez-Cordova Census Area"
"ALYESKA VMT WEST","","","","150","Surface water","APSC - Water Quality SME
P.O. Box 196660
ANCHORAGE, AK 99519","907-787-8806","VALDEZ","Valdez-Cordova Census Area"
"AMAZING GRACE LUTHERAN CHURCH","","","","354","Ground water","10955 Elmore Road
ANCHORAGE, AK 99516","907-344-4317","ANCHORAGE","Anchorage Municipality"
"AMBER RIDGE #1 PW HIGHWAY","","","","28","Ground water","5901 E. 6th Ave. #343
ANCHORAGE, AK 99504","907-929-1884","WASILLA","Matanuska-Susitna Borough"
"AMBER RIDGE PW HIGHWAY","","","","28","Ground water","5901 E. 6th Ave. #343
ANCHORAGE, AK 99504","907-929-1884","WASILLA","Matanuska-Susitna Borough"
"AMBER RIDGE/PARK PLACE APARTMENTS","","","","210","Ground water","7040 Homer Drive
ANCHORAGE, AK 99518","907-561-5211","WASILLA","Matanuska-Susitna Borough"
"AMBLER COMMUNITY WATER SYSTEM","","","","261","Ground water","PO BOX 9
AMBLER, AK 99786-0009","907-445-2205","AMBLER","Northwest Arctic Borough"
"AMERICAN LEGION POST 15","","","","27","Ground water","PO Box 1146
PALMER, AK 99645","907-745-4440","PALMER","Matanuska-Susitna Borough"
"AMERICAN LEGION POST 33","","","","50","Ground water","PO Box 670118
CHUGIAK, AK 99567","907-688-2354","CHUGIAK","Anchorage Municipality"
"AMERICAN LEGION POST 35","","","","38","Ground water","4160 Tweed Ct.
WASILLA, AK 99654","907-376-3500","WASILLA","Matanuska-Susitna Borough"
"AMORE MOCHA","","","","56","Ground water","44196 K-Beach Rd.
SOLDOTNA, AK 99669","907-262-1290","SOLDOTNA","Kenai Peninsula Borough"
"AMVETS POST #4","","","","38","Ground water","42126 K-Beach Rd.
SOLDOTNA, AK 99669","907-690-2350","SOLDOTNA","Kenai Peninsula Borough"
"ANCHOR MISSIONARY BAPTIST CHURCH (ABMC)","","","","30","Ground water","P.O. Box 142335
ANCHORAGE, AK 99514","907-538-4895","ANCHORAGE","Anchorage Municipality"
"ANCHOR POINT SAFE WATER CORPORATION","","","","348","Ground water","P.O. Box 382
ANCHOR POINT, AK 99556","907-235-2411","ANCHOR POINT","Kenai Peninsula Borough"
"ANCHORAGE BIBLE FELLOWSHIP","","","","250","Ground water","7348 Elmore Road
ANCHORAGE, AK 99507","907-522-9077","ANCHORAGE","Anchorage Municipality"
"ANCHORAGE GOLF COURSE","","","","308","Ground water","3651 O'Malley Road
ANCHORAGE, AK 99507","907-522-3425","ANCHORAGE","Anchorage Municipality"
"ANCHORAGE GRACE CHURCH 1","","","","693","Ground water","12407 Pintail Street
ANCHORAGE, AK 99516","907-644-2239","ANCHORAGE","Anchorage Municipality"
"ANCHORAGE JUNIOR ACADEMY","","","","45","Ground water","5511 O'Malley Road
ANCHORAGE, AK 99507","907-346-2164","ANCHORAGE","Anchorage Municipality"
"ANCHORAGE SANDS APARTMENTS","","","","160","Ground water","P.O. BOX 92685
1627 W 32ND AVENUE
ANCHORAGE, AK 99509-2685","907-277-5168","ANCHORAGE","Anchorage Municipality"
"ANGOON PUBLIC WATER","","","","450","Surface water","PO Box 189
ANGOON, AK 99820","","ANGOON","Skagway Municipality"
"ANVIK WATER SYSTEM","","","","96","Ground water","P.O. Box 50
ANVIK, AK 99558","907-663-6328","ANVIK","Yukon-Koyukuk Census Area"
"ANVIL MTN CORRECTION CENTER","","","","135","Ground water purchased","P.O. BOX 730
1810 Center Creek Rd
NOME, AK 99762-5193","907-443-2241","NOME","Nome Census Area"
"ANYTIME FITNESS","","","","254","Ground water","42115 D Kalifornsky Beach Rd
SOLDOTNA, AK 99669","907-283-4446","SOLDOTNA","Kenai Peninsula Borough"
"APOSTOLIC ASSEMBLY OF JESUS CHRIST","","","","250","Ground water","Apostolic Assembly of Jesus Christ
39322 Dudley Ave
SOLDOTNA, AK 99669","907-262-5909","SOLDOTNA","Kenai Peninsula Borough"
"ARCTIC CHIROPRACTIC","","","","65","Ground water","1150 S Colony Way
#3 PMB 221
PALMER, AK 99645","907-746-7842","PALMER","Matanuska-Susitna Borough"
"ARCTIC CIRCLE OF NORTH AMERICA","","","","54","Ground water","2750 E Palmer-Wasilla Highway
WASILLA, AK 99654","907-357-6888","WASILLA","Matanuska-Susitna Borough"
"ARCTIC ROAD BUILDERS #2869","","","","100","Surface water purchased","351 E International Airport Road
ANCHORAGE, AK 99518","907-664-4744","PRUDHOE BAY","North Slope Borough"
"ARCTIC ROAD BUILDERS #2870","","","","25","Surface water purchased","351 E International Airport Road
ANCHORAGE, AK 99518","907-664-4744","PRUDHOE BAY","North Slope Borough"
"ARCTIC VILLAGE WATER SYSTEM","","","","175","Surface water","P.O. Box 22059
ARCTIC VILLAGE, AK 99722","907-587-5523","ARCTIC VILLAGE","Yukon-Koyukuk Census Area"
"ARCTIC WOLF CAMP","","","","62","Surface water purchased","Program Manager, QHSE
6250 S. Airpark Place
ANCHORAGE, AK 99502","907-245-6109","PRUDHOE BAY","North Slope Borough"
"ASD BEAR VALLEY ELEMENTARY","","","","524","Ground water","1301 Labar Street
ANCHORAGE, AK 99515","907-348-5111","ANCHORAGE","Anchorage Municipality"
"ASD HUFFMAN ELEMENTARY SCHOOL","","","","506","Ground water","1301 Labar Street
ANCHORAGE, AK 99515","907-348-5111","ANCHORAGE","Anchorage Municipality"
"ASD O MALLEY ELEMENTARY SCH","","","","370","Ground water","1301 Labar Street
ANCHORAGE, AK 99515","907-348-5111","ANCHORAGE","Anchorage Municipality"
"ASD RAVENWOOD SCHOOL","","","","472","Ground water","1301 Labar Street
ANCHORAGE, AK 99515","907-348-5111","EAGLE RIVER","Anchorage Municipality"
"ASHTON PARK","","","","75","Ground water","34694 Pisces Court
SOLDOTNA, AK 99669","907-252-3569","SOLDOTNA","Kenai Peninsula Borough"
"ASRC /ALYESKAVMT TRAILER 237-025","","","","48","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","","North Slope Borough"
"ASRC WATER TANKER #237-037","","","","25","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","PRUDHOE BAY","North Slope Borough"
"ASRC WATER TANKER 237-038","","","","25","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","PRUDHOE BAY","North Slope Borough"
"ASRC WATER TANKER 237-039","","","","25","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","PRUDHOE BAY","North Slope Borough"
"ASRC WATER TANKER 237-040","","","","25","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","PRUDHOE BAY","North Slope Borough"
"ASRC/AES/HCC WATER TRUCK 146-004","","","","48","Surface water purchased","3900 C Street, Suite 602
ANCHORAGE, AK 99503","907-339-6424","DEADHORSE, PRUDHOE BAY","North Slope Borough"
"ATKA","","","","97","Surface water","P.O. Box 47070
ATKA, AK 99547","907-839-2233","","Aleutians West Census Area"
"ATMAUTLUAK WATER SYSTEM","","","","311","Ground water","P.O. Box 6568
ATMAUTLUAK, AK 99559","907-553-5610","ATMAUTLUAK","Bethel Census Area"
"AURORA DENALI LODGE","","","","40","Ground water","P.O. BOX 1000
HEALY, AK 99743-1000","","HEALY","Denali Borough"
"BABCOCK FINE ARTS","","","","33","Ground water","330 S. Jerome Drive
WASILLA, AK 99654","907-357-3933","WASILLA","Matanuska-Susitna Borough"
"BADGER DEN","","","","158","Ground water","1447 OLD BADGER RD
NORTH POLE, AK 99705","907-488-6757","FAIRBANKS","Fairbanks North Star Borough"
"BADGER PLAZA","","","","119","Ground water","P.O. Box 58041
FAIRBANKS, AK 99711","907-388-1242","FAIRBANKS","Fairbanks North Star Borough"
"BADGER ROAD BAPTIST CHURCH","","","","40","Ground water","PO BOX 58074
FAIRBANKS, AK 99711-0074","907-488-6485","NORTH POLE","Fairbanks North Star Borough"
"BAND OF BROTHERS","","","","55","Ground water","2050 N Merciful Cir
WASILLA, AK 99654","570-506-6180","WASILLA","Matanuska-Susitna Borough"
"BARROW UTILITIES & ELEC. COOP., INC. (BU","","","","4,900","Surface water","P.O. BOX 449
1295 AGVIK ST.
BARROW, AK 99723","907-852-6166","BARROW","North Slope Borough"
"BARTLETT COVE WATER SYS","","","","123","Surface water","P.O. BOX 140
#1 PARK ROAD
GUSTAVUS, AK 99826","907-697-2630","GUSTAVUS","Skagway Municipality"
"BAY VIEW TRAILER COURT","","","","51","Ground water","Salmon Creek TC
P.O. Box 3004
SEWARD, AK 99664","907-231-6220","SEWARD","Kenai Peninsula Borough"
"BAYCREST FUEL AND RV PARK","","","","58","Surface water purchased","PO Box 3695
Home Run Oil Co., Inc.
HOMER, AK 99603","907-399-1495","HOMER","Kenai Peninsula Borough"
"BBAHC - KANAKANAK HOSPITAL","","","","275","Ground water","P.O. BOX 130
DILLINGHAM, AK 99576","907-842-6507","DILLINGHAM","Dillingham Census Area"
"BBBSD NAKNEK","","","","130","Ground water","2 School Road
NAKNEK, AK 99633","907-246-4225","NAKNEK","Bristol Bay Borough"
"BEACH LAKE TRAIL CENTER","","","","93","Ground water","12001 Business Blvd., Ste 123
EAGLE RIVER, AK 99577","907-343-1501","CHUGIAK","Anchorage Municipality"
"BEACHSIDE ESTATES","","","","60","Ground water","35635 Kalifornsky Beach Rd.
KENAI, AK 99611","907-398-9392","KENAI","Kenai Peninsula Borough"
"BEAR CREEK RV PARK","","","","62","Ground water","33508 Lincoln Avenue
SEWARD, AK 99664","907-224-5725","SEWARD","Kenai Peninsula Borough"
"BEAR MOUNTAIN CONDO ASSN.","","","","65","Ground water","Bear Mountain Condo Association
P.O. Box 92130
ANCHORAGE, AK 99509-2130","907-562-2929","CHUGIAK","Anchorage Municipality"
"BEAR PAW PLAZA","","","","120","Ground water","PO Box 876852
WASILLA, AK 99687","907-355-2473","WASILLA","Matanuska-Susitna Borough"
"BEAR TRAP CAFE","","","","28","Ground water","P.O. Box 440
SKAGWAY, AK 99840","907-983-4444","SKAGWAY","Skagway Municipality"
"BEAVER LK RESORT / 2521 OUTSIDE BLVD.","","","","52","Ground water","P.O. Box 56137
NORTH POLE, AK 99705","907-488-9600","NORTH POLE","Fairbanks North Star Borough"
"BEAVER LK. RESORT 2545/2555 MISSION","","","","102","Ground water","P.O. Box 56137
NORTH POLE, AK 99705","907-488-9600","NORTH POLE","Fairbanks North Star Borough"
"BEAVER WATER SYSTEM","","","","80","Ground water","P.O. BOX 24029
BEAVER, AK 99724-0029","907-628-6126","BEAVER","Yukon-Koyukuk Census Area"
"BELLA VISTA SUBDIVISION","","","","240","Ground water","357 E. Parks HWY, Ste. 200
WASILLA, AK 99654","907-775-0286","PALMER","Matanuska-Susitna Borough"
"BELLS FLATS","","","","150","Ground water","6431 Riverside Drive
REDDING, CA 96001","530-243-3077","KODIAK","Kodiak Island Borough"
"BERING ST SD - TELLER SC/WASH","","","","295","Groundwater under influence of surface water","P.O. Box 548
TELLER, AK 99778","907-624-3401","TELLER","Nome Census Area"
"BETHEL CHURCH","","","","500","Ground water","1963 Donald Avenue
FARIBANKS, AK 99701","907-458-7024","FAIRBANKS","Fairbanks North Star Borough"
"BETHEL HEIGHTS WATER SYSTEM","","","","2,220","Ground water","P.O. BOX 1388
BETHEL, AK 99559","907-545-0111","BETHEL","Bethel Census Area"
"BETHEL LONGHOUSE HOTEL","","","","90","Ground water","P.O. BOX 489
BETHEL, AK 99559","907-543-4612","BETHEL","Bethel Census Area"
"BETHEL NATIVE CORP OFFICES","","","","99","Ground water","P.O. BOX 719
BETHEL, AK 99559","907-543-2124","BETHEL","Bethel Census Area"
"BETHEL NATIVE CORPORATION APTS","","","","224","Ground water","P.O. BOX 719
BETHEL, AK 99559","907-543-2124","BETHEL","Bethel Census Area"
"BETHEL TRAILER COURT","","","","500","Ground water","P.O. BOX 3433
BETHEL, AK 99559","907-545-2900","BETHEL","Bethel Census Area"
"BETHEL TROOPER HOUSING","","","","60","Ground water","P.O. BOX 233929
ANCHORAGE, AK 99523","907-344-2522","BETHEL","Bethel Census Area"
"BETHEL-CITY S/D WATER","","","","1,650","Ground water","P.O. BOX 1388
BETHEL, AK 99559","907-545-0111","BETHEL","Bethel Census Area"
"BIBLE BAPTIST CHURCH","","","","250","Ground water","P.O. Box 670332
CHUGIAK, AK 99567","907-631-2432","EAGLE RIVER","Anchorage Municipality"
"BIG BEAR RV PARK","","","","131","Ground water","2010 S. Church St.
PALMER, AK 99645","907-745-7445","WASILLA","Matanuska-Susitna Borough"
"BIG JOHN'S - K-BEACH","","","","209","Ground water","47 Spur View Dr.
KENAI, AK 99611","907-741-2747","SOLDOTNA","Kenai Peninsula Borough"
"BIG JOHN'S - STERLING","","","","100","Ground water","47 Spur View Dr.
KENAI, AK 99611","907-741-2747","SOLDOTNA","Kenai Peninsula Borough"
"BIG LAKE BAPTIST CHURCH","","","","82","Ground water","PO BOX 521711
BIG LAKE, AK 99652","907-892-6646","WASILLA","Matanuska-Susitna Borough"
"BIG LAKE INDEPENDENT BAPTIST CHURCH","","","","45","Ground water","PO BOX 520803
13852 W. Big Lake Rd.
BIG LAKE, AK 99652","907-892-7327","BIG LAKE","Matanuska-Susitna Borough"
"BIG LAKE KINGDOM HALL","","","","39","Ground water","PO BOX 298095
WASILLA, AK 99629","907-223-1191","WASILLA","Matanuska-Susitna Borough"
"BIG LAKE LIONS RECREATION CENTER","","","","102","Ground water","P.O. Box 520048
BIG LAKE, AK 99652","907-841-8040","BIG LAKE","Matanuska-Susitna Borough"
"BIG LAKE SUPER STORE","","","","58","Ground water","PO BOX 52115
BIG LAKE, AK 99652","907-892-8000","BIG LAKE","Matanuska-Susitna Borough"
"BING BROWNS RESORT","","","","29","Ground water","PO Box 1213
Sterling Hwy.
STERLING, AK 99672","907-262-4780","STERLING","Kenai Peninsula Borough"
"BIRCH HARBOR BAPTIST CHURCH","","","","70","Ground water","P.O. Box 877214
WASILLA, AK 99687","907-376-0256","WASILLA","Matanuska-Susitna Borough"
"BIRCH RIDGE GOLF COURSE, INC.","","","","30","Ground water","PO Box 828
SOLDOTNA, AK 99669","907-262-5270","SOLDOTNA","Kenai Peninsula Borough"
"BIRCH RUN ESTATES","","","","167","Ground water","P.O. BOX 520777
BIG LAKE, AK 99652","907-892-2789","PALMER","Matanuska-Susitna Borough"
"BIRCHTREE CHARTER SCHOOL","","","","125","Ground water","2820 Commercial Drive
ANCHORAGE, AK 99501","","WASILLA","Matanuska-Susitna Borough"
"BIRCHVIEW PROPERTIES","","","","41","Ground water","P.O. Box 10240
FAIRBANKS, AK 99710","","FAIRBANKS","Fairbanks North Star Borough"
