"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"AMA MINI MART #1","","","","150","Ground water","7255 S 6TH ST
KLAMATH FALLS, OR 97603","541-892-1232","","Klamath"
"AMA MINI MART #2","","","","40","Ground water","7255 S 6TH ST
KLAMATH FALLS, OR 97603","541-892-1232","","Klamath"
"AMAZON DATA HERMISTON PDX080","","","","40","Ground water","4828 LOOP CENTRAL DRIVE, SUITE 800
HOUSTON, TX 77081","713-576-3547","","Umatilla"
"AMAZON DATA UMATILLA PDX063","","","","60","Ground water","4828 LOOP CENTRAL DRIVE, SUITE 800
HOUSTON, TX 77081","713-576-3547","","Umatilla"
"AMERICAN LAMINATORS--TIDEWATER","","","","50","Ground water","PO BOX 99
SWISSHOME, OR 97480","541-268-4428","","Lane"
"AMIGO VILLA WATER SERVICE INC","","","","100","Ground water","3511 40TH AVE SE
ALBANY, OR 97322","541-905-0208","","Linn"
"AMITY, CITY OF","","","","1,620","Surface water","PO BOX 159
AMITY, OR 97101","971-237-0987","","Yamhill"
"AMSTAD FARMS","","","","50","Ground water","16300 SW 192ND AVE
SHERWOOD, OR 97140","503-625-2540","","Washington"
"ANGLERS COVE/SCHWC","","","","83","Surface water","PO BOX 412
SHADY COVE, OR 97539","541-878-2498","","Jackson"
"ANGLERS TRAILER VILLAGE","","","","34","Ground water","95706 JERRYS FLAT RD SP 13
GOLD BEACH, OR 97444","541-247-7922","","Curry"
"ANNEX CHARTER SCHOOL","","","","50","Ground water","402 ANNEX RD
ONTARIO, OR 97914","541-262-3280","","Malheur"
"ANTELOPE, CITY OF","","","","46","Ground water","PO BOX 105
ANTELOPE, OR 97001","503-757-5742","","Wasco"
"ANTHONY LAKES MOUNTAIN RESORT","","","","150","Ground water","47500 ANTHONY LAKES HWY
NORTH POWDER, OR 97867","541-856-3277","","Union"
"ANTIQUE POWERLAND - NORTH","","","","140","Ground water","3995 BROOKLAKE RD NE
SALEM, OR 97303","503-508-6108","","Marion"
"ANTIQUE POWERLAND - SOUTH","","","","280","Ground water","3995 BROOKLAKE RD NE
SALEM, OR 97303","503-508-6108","","Marion"
"ANTONIOS BAR AND GRILL","","","","25","Ground water","2345 N. SILVERSIDE DRIVE
OTIS, OR 97368","541-961-4993","","Lincoln"
"APPLEGATE CHRISTIAN FELLOWSHIP","","","","600","Ground water","PO BOX 1090
JACKSONVILLE, OR 97530","541-944-5989","","Jackson"
"APPLEGATE COUNTRY CLUB","","","","25","Ground water","3170 HUMBUG CREEK RD
JACKSONVILLE, OR 97530","970-682-5125","","Jackson"
"APPLEGATE ELEMENTARY 66","","","","120","Ground water","85955 TERRITORIAL RD
EUGENE, OR 97405","541-510-5986","","Lane"
"APPLEGATE GOLF","","","","100","Ground water","7350 NEW HOPE RD
GRANTS PASS, OR 97527","702-768-0209","","Josephine"
"APPLEGATE MOBILE PARK","","","","70","Ground water","537 THOMPSON CREEK RD #32
APPLEGATE, OR 97530","541-846-1507","","Jackson"
"APPLEGATE RIVER LODGE & RESTAURANT","","","","35","Ground water","15100 HWY 238
APPLEGATE, OR 97530","541-660-0244","","Jackson"
"APPLEGATE SCHOOL","","","","75","Ground water","126 RINGUETTE ST
GRANTS PASS, OR 97527","541-476-6304","","Jackson"
"APPLEGATE STORE & CAFE","","","","75","Ground water","15095 HWY 238
APPLEGATE, OR 97530","541-630-0094","","Jackson"
"APPLEGATE VALLEY FAM MED PRAC","","","","25","Ground water","6450 WILLIAMS HWY
GRANTS PASS, OR 97527","541-862-2101","","Josephine"
"APPLEWOOD MOBILE HOME PARK","","","","100","Ground water","PO BOX 21838
EUGENE, OR 97402","541-915-2884","","Lane"
"ARAGO COMMUNITY CHURCH","","","","100","Surface water purchased","54239 ARAGO FISHTRAP RD
MYRTLE POINT, OR 97458","541-297-6707","","Coos"
"ARBOR SCHOOL","","","","150","Ground water","4201 SW BORLAND ROAD
TUALATIN, OR 97062","503-638-6399","","Clackamas"
"ARBOR SCHOOL - NORTH","","","","30","Ground water","4201 SW BORLAND ROAD
TUALATIN, OR 97062","503-638-6399","","Clackamas"
"ARBOR SCHOOL - WEST","","","","180","Ground water","4201 SW BORLAND ROAD
TUALATIN, OR 97062","503-638-6399","","Clackamas"
"ARCH CAPE WATER DISTRICT","http://archcape.com/waterquality/2014_Consumer_Confidence_Water_Quality_Report.pdf","http://archcape.com/acsd.shtml","ARCH CAPE WATER
ARCH CAPE WATER SUPPLY","150","Surface water","32065 E SHINGLE MILL LN
ARCH CAPE, OR 97102","503-436-2790","","Clatsop"
"ARCO AM/PM #82610","","","","400","Ground water","33200 SE HWY 34
ALBANY, OR 97322","541-924-0459","","Linn"
"ARK RV PARK","","","","30","Ground water","22375 SE 442ND AVE
SANDY, OR 97055","503-668-8168","","Clackamas"
"ARLINGTON CITY WATER SUPPLY","","","","610","Ground water","PO BOX 68
ARLINGTON, OR 97812","541-454-2740","","Gilliam"
"ARNEYS FOREST VIEW MHP","","","","50","Ground water","PO BOX 2180
TERREBONNE, OR 97760","541-419-6542","","Lane"
"ARRAH WANNA ESTATES WS","","","","25","Ground water","3340 NE 92ND AVE
PORTLAND, OR 97220","503-255-3873","","Clackamas"
"ARRAH WANNA WATER COMPANY","","","","40","Ground water","PO BOX 880
WELCHES, OR 97067","503-310-9262","","Clackamas"
"ARROWHEAD GOLF CLUB","","","","200","Ground water","PO BOX 1020
MULINO, OR 97042","503-829-8080","","Clackamas"
"ARROWHEAD MOBILE HOME PARK","","","","220","Ground water","5422 PORTLAND ROAD NE
SALEM, OR 97305","503-393-7446","","Marion"
"ARROWOOD COMMUNITY WATER CO","","","","170","Ground water purchased","250 NW FRANKLIN AVE STE 403
BEND, OR 97701","541-322-5900","","Deschutes"
"ASH GROVE CEMENT DURKEE PLANT","","","","90","Ground water","PO BOX 287
DURKEE, OR 97905","541-877-2640","","Baker"
"ASH GROVE CEMENT WEST-RVRGATE","","","","32","Ground water","13939 N RIVERGATE BLVD
PORTLAND, OR 97203","503-247-5423","","Multnomah"
"ASHDOWN WOOD WATER COMPANY","","","","75","Ground water","PO BOX 699
NEWBERG, OR 97132","503-554-8333","","Clackamas"
"ASHLAND ACRES MOBILE ESTATES","","","","30","Ground water","PO BOX 3575
CENTRAL POINT, OR 97502","541-601-6000","","Jackson"
"ASHLAND BURGER KING","","","","500","Ground water","303 N OREGON ST
YREKA, CA 96097","541-324-7208","","Jackson"
"ASHLAND COUNTRY ESTATES","","","","85","Ground water","2305-C ASHLAND ST #500
ASHLAND, OR 97520","541-488-4621","","Jackson"
"ASHLAND LDS CHURCH","","","","44","Ground water","7575 PACIFIC AVE
WHITE CITY, OR 97503","541-879-3182","","Jackson"
"ASHLAND VALLEY INN","","","","100","Ground water","50 LOWE RD
ASHLAND, OR 97520","541-482-4700","","Jackson"
"ASHLAND WATER DEPARTMENT","http://www.ashland.or.us/SIB/files/2013%20Water%20Quality%20Report%20CCR%20(4).pdf","http://www.ashland.or.us/SectionIndex.asp?SectionID=454","","20,700","Surface water","90 N MOUNTAIN AVE
ASHLAND, OR 97520","541-488-6016","","Jackson"
"ASHLAND YMCA","","","","200","Ground water","540 YMCA WAY
ASHLAND, OR 97520","541-482-9622","","Jackson"
"ASHLANDS CREEKSIDE CAMPGROUND & RV PARK","","","","66","Ground water","5310 HIGHWAY 66
ASHLAND, OR 97520","541-488-1785","","Jackson"
"ASPEN INN MOTEL","","","","27","Ground water","PO BOX 500
FORT KLAMATH, OR 97626","541-381-2321","","Klamath"
"ASPEN LAKES UTILITY CO LLC","","","","150","Ground water","16900 ASPEN LAKES DRIVE
SISTERS, OR 97759","541-549-4653","","Deschutes"
"ASPINWALLS NURSERY AND PRODUCE","","","","100","Ground water","5152 SALEM DALLAS HWY NW
SALEM, OR 97304","503-362-1363","","Polk"
"ASTORIA, CITY OF","http://www.astoria.or.us/page/276","http://www.astoria.or.us/","","9,802","Surface water","550 30TH ST
ASTORIA, OR 97103","503-325-3524","","Clatsop"
"AT RIVERS EDGE RV RESORT","","","","220","Ground water purchased","98703 S BANK CHETCO RIVER RD
BROOKINGS, OR 97415","541-469-3356","","Curry"
"ATHENA, CITY OF","","","","1,170","Ground water","PO BOX 686
ATHENA, OR 97813","541-566-0228","","Umatilla"
"ATHEY CREEK CHR FELLOWSHIP","","","","850","Ground water","2700 SW ELK ROAD
WEST LINN, OR 97068","971-327-2120","","Clackamas"
"ATHEY CREEK MIDDLE SCHOOL","","","","565","Ground water","2755 SW BORLAND
TUALATIN, OR 97062","503-673-7975","","Clackamas"
"AUBREY-WATZEK CASCADE PACIFIC BSA","","","","225","Ground water","76201 DUFUR VALLEY RD
DUFUR, OR 97021","541-467-2550","","Hood River"
"AUCTION SALES CO","","","","50","Ground water","PO BOX 1550
THE DALLES, OR 97058","541-980-2885","","Wasco"
"AUDUBON SOCIETY PDX-MARMOT","","","","30","Ground water","5151 NW CORNELL RD
PORTLAND, OR 97210","971-222-6135","","Clackamas"
"AUMSVILLE, CITY OF","","","","3,945","Ground water","595 MAIN ST
AUMSVILLE, OR 97325-0227","503-749-1185","","Marion"
"AURORA ACRES RV RESORT","","","","240","Ground water","21599 DOLORES WAY NE
AURORA, OR 97002","503-678-2646","","Marion"
"AURORA COLONY VINEYARD","","","","25","Ground water","4248 GALEWOOD ST
LAKE OSWEGO, OR 97035","503-675-4300","","Marion"
"AURORA, CITY OF","","","","985","Ground water","21420 MAIN ST
AURORA, OR 97002","971-930-3597","","Marion"
"AVION WC - BRASADA RANCH","","","","1,008","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Crook"
"AVION WC - CHAPARRAL","","","","470","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - CINDER BUTTE ESTS","","","","110","Ground water","60813 PARRELL ROAD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - DESERT SPRINGS","","","","130","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - DRID","","","","32","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - GREATER AVION","","","","31,700","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - HIGHLAND ESTATES","","","","75","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - ODIN FALLS RANCH","","","","110","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - RED CLOUD","","","","442","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Crook"
"AVION WC - SOUTH REDMOND HEIGHTS","","","","175","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - SQUAW CREEK CANYON","","","","325","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - TETHEROW CROSSING","","","","185","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - TUMALO RIM","","","","145","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - TUSCARORA","","","","117","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"AVION WC - WILD RIVER","","","","276","Ground water","60813 PARRELL RD
BEND, OR 97702","541-382-5342","","Deschutes"
"BACKROADS PUB & GRUB","","","","200","Ground water","13230 SE ORIENT DR
BORING, OR 97009","503-621-2904","","Clackamas"
"BAILEY NURSERY II","","","","35","Ground water","14301 SE WALLACE RD
DAYTON, OR 97114","503-868-7971","","Yamhill"
"BAILEY NURSERY II","","","","160","Ground water","14301 SE WALLACE RD
DAYTON, OR 97114","503-868-7971","","Yamhill"
"BAILEY NURSERY REEDER RD MAIN","","","","54","Ground water","18616 NW REEDER RD
PORTLAND, OR 97231","503-519-8768","","Multnomah"
"BAKER CITY","","","","9,890","Surface water","PO BOX 650
BAKER CITY, OR 97814","541-524-2019","","Baker"
"BAKER CO PKS - HEWITT","","","","100","Ground water","1995 3RD ST
BAKER CITY, OR 97814","541-523-8200","","Baker"
"BAKER CO PKS - HOLCOMB","","","","26","Ground water","1995 3RD ST
BAKER CITY, OR 97814","541-523-8200","","Baker"
"BALDINIS","","","","50","Ground water","PO BOX 1350
MERLIN, OR 97532","541-479-0034","","Josephine"
"BANDON BY THE SEA RV","","","","60","Ground water","49612 HWY 101 S
BANDON, OR 97411","541-347-5155","","Coos"
"BANDON BY THE SEA RV WEST","","","","100","Ground water","49612 HWY 101 S
BANDON, OR 97411","541-347-5155","","Coos"
"BANDON CHRISTIAN FELLOWSHIP","","","","125","Ground water","1190 FACE ROCK DRIVE
BANDON, OR 97411","541-404-8749","","Coos"
"BANDON COASTAL DUNES","","","","600","Ground water","57744 ROUND LAKE DR
BANDON, OR 97411-6360","541-347-5751","","Coos"
"BANDON CROSSINGS GC - SNACK SHACK","","","","60","Ground water","87530 DEW VALLEY LANE
JIM WAKEMAN
BANDON, OR 97411","541-347-3232","","Coos"
"BANDON CROSSINGS GC CYPRESS","","","","60","Ground water","87530 DEW VALLEY LANE
JIM WAKEMAN
BANDON, OR 97411","541-347-3232","","Coos"
"BANDON, CITY OF","","","","3,175","Surface water","PO BOX 67
BANDON, OR 97411","541-347-3007","","Coos"
"BANDON/PORT ORFORD KOA","","","","146","Ground water","PO BOX 1041
LANGLOIS, OR 97450","541-348-2358","","Curry"
"BANKS WATER DEPARTMENT","","","","2,070","Surface water","13680 NW MAIN ST
BANKS, OR 97106","503-324-5112","","Washington"
"BARENBRUG WATER SYSTEM","","","","100","Ground water","PO BOX 239
TANGENT, OR 97389","541-619-0187","","Linn"
"BARLOW TRAIL ESTATES","","","","180","Ground water","18150 SW BOONES FERRY RD
PORTLAND, OR 97224","503-244-2300","","Clackamas"
"BARLOW WATER DISTRICT","","","","497","Ground water","11 S. COUNTY RD
TYGH VALLEY, OR 97063","541-544-2920","","Wasco"
"BARLOW, CITY OF","","","","140","Ground water","106 MAIN ST - BARLOW
CANBY, OR 97013","503-810-0560","","Clackamas"
"BARNES BUTTE HOA","","","","146","Ground water","2630 NE TENNESSEE LN
PRINEVILLE, OR 97754","541-447-4417","","Crook"
"BARTON COMMUNITY BAPTIST ANNEX","","","","100","Ground water","25400 SE HWY 224
BORING, OR 97009","503-637-3258","","Clackamas"
"BARTON FOOD MART","","","","570","Ground water","16575 SE OAK MEADOW CT
PRASHANT GUPTA
DAMASCUS, OR 97089","503-637-3069","","Clackamas"
"BARTON PARK PRIMITIVE","","","","26","Ground water","150 BEAVERCREEK ROAD
OREGON CITY, OR 97045","503-781-3137","","Clackamas"
"BATES PIZZA & MOTEL","","","","50","Ground water","1101 A ST WEST
VALE, OR 97918","541-473-3234","","Malheur"
"BAUMANS FARM AND GARDEN","","","","75","Ground water","12989 HOWELL PRAIRIE RD NE
GERVAIS, OR 97026","503-792-3524","","Marion"
"BAY AIRE MOBILE HOME PARK","","","","82","Ground water","4600 IDAVILLE RD #29
TILLAMOOK, OR 97141","503-801-3541","","Tillamook"
"BAY CITY WATER SYSTEM","","","","1,400","Ground water","PO BOX 3309
BAY CITY, OR 97107","503-377-4121","","Tillamook"
"BAY HILLS WATER ASSOCIATION","","","","45","Surface water","72 SE YAQUINA VIEW DR
NEWPORT, OR 97365","541-265-3245","","Lincoln"
"BAYER FAMILY ESTATE","","","","40","Ground water","11663 AGATE RD
EAGLE POINT, OR 97524","702-882-8139","","Jackson"
"BAYOU GOLF CLUB","","","","100","Ground water","9301 SW BAYOU DRIVE
MCMINNVILLE, OR 97128","503-472-4651","","Yamhill"
"BCMAC, LLC","","","","75","Ground water","140 OLD STAGE RD
SUNNY VALLEY, OR 97497","541-479-0209","","Josephine"
"BEACH LOOP RV PARK","","","","60","Ground water","53887 BEACH LOOP RD
BANDON, OR 97411","541-347-2100","","Coos"
"BEAR CREEK ARTICHOKES","","","","40","Ground water","67667 HWY 20
BEND, OR 97703","503-398-5334","","Tillamook"
"BEAR CREEK MOBILE HOME PARK","","","","120","Ground water","2195 OLD STAGE RD
CENTRAL POINT, OR 97502","541-414-8434","","Jackson"
"BEAR MOUNTAIN RV PARK","","","","30","Ground water","27301 HWY 62
TRAIL, OR 97541","541-878-2400","","Jackson"
"BEAR VALLEY SHOPPING CENTER","","","","69","Ground water","1977 HWY 99 N
ASHLAND, OR 97520","541-482-2521","","Jackson"
"BEAVER CREEK RV PARK","","","","98","Ground water","1200 MERLIN RD
GRANTS PASS, OR 97526","541-479-7658","","Josephine"
"BEAVER WATER DISTRICT","","","","600","Surface water","9500 SLAB CREEK ROAD
NESKOWIN, OR 97149","503-392-3966","","Tillamook"
"BEAVERCREEK UNITED CHURCH OF CHRIST","","","","70","Ground water","23345 S BEAVERCREEK ROAD
BEAVERCREEK, OR 97004","503-780-1504","","Clackamas"
"BEAVERTON, CITY OF","","","","70,000","Surface water purchased","PO BOX 4755
BEAVERTON, OR 97076","503-526-2646","","Washington"
"BEAZELL MEMORIAL FOREST","","","","33","Ground water","360 SW AVERY AVE
CORVALLIS, OR 97333","541-766-6026","","Benton"
"BECKLIN HOLDINGS INC","","","","205","Ground water","PO BOX 188
GRANTS PASS, OR 97528","541-476-8871","","Josephine"
"BELKNAP RESORT & HOT SPRINGS","","","","100","Ground water","PO BOX 518
CRESWELL, OR 97426","541-822-3512","","Lane"
"BELLA CASA PARK","","","","125","Ground water","30086 FEDERAL LANE
EUGENE, OR 97402","541-342-1718","","Lane"
"BELLA ROSA INN","","","","26","Ground water","7799 ROGUE RIVER HWY
GRANTS PASS, OR 97527","541-582-3762","","Jackson"
"BELLAGIO AUTO CAMP","","","","20","Ground water","PO BOX 422
SELMA, OR 97538","541-659-8876","","Josephine"
"BELLE PASSI ESTATES","","","","30","Ground water","8910 SE FULLER RD
PORTLAND, OR 97086","503-208-3268","","Marion"
"BELLFOUNTAIN COMMUNITY CHURCH","","","","32","Ground water","25387 DAWSON ROAD
MONROE, OR 97456","541-424-3503","","Benton"
"BELLINGER PRODUCE LLC","","","","100","Ground water","29088 BRIDGE RD
HERMISTON, OR 97838","541-571-2360","","Umatilla"
"BEND AIRPORT","","","","160","Ground water","62975 BOYD ACRES RD
BEND, OR 97701","541-693-2180","","Deschutes"
"BEND METRO PARKS-SHEVLIN PARK","","","","300","Ground water","1675 SW SIMPSON AVE
BEND, OR 97702","541-948-4104","","Deschutes"
"BEND METRO PARKS-SKYLINE PARK","","","","300","Ground water","1675 SW SIMPSON AVE
BEND, OR 97702","541-948-4104","","Deschutes"
"BEND RESEARCH INC","","","","110","Ground water","64550 RESEARCH RD
BEND, OR 97701","541-382-4100","","Deschutes"
"BEND WATER DEPARTMENT","http://bendoregon.gov/waterreport","http://www.bendoregon.gov/government/departments/utilities/water","","62,091","Surface water","62975 BOYD ACRES RD
BEND, OR 97701","541-693-2180","","Deschutes"
"BENTON CO PKS BELLFOUNTAIN PK","","","","25","Ground water","360 SW AVERY AVE
CORVALLIS, OR 97333","541-766-6026","","Benton"
"BENTS COURT WATER COMPANY","","","","2,500","Ground water","620 SW FIFTH AVENUE, SUITE 1100
PORTLAND, OR 97204","503-224-3454","","Marion"
"BENTWOOD ESTATES WATER SYSTEM","","","","75","Ground water","2866 SW BENTWOOD DR
REDMOND, OR 97756","541-350-4595","","Deschutes"
"BERGSTROM WINES","","","","46","Ground water","18215 NE CALKINS LANE
NEWBERG, OR 97132","503-554-0468","","Yamhill"
"BERNDT CREEK WATER CORP","","","","28","Surface water","15278 CREEK VIEW LANE
VERNONIA, OR 97064","971-295-1965","","Columbia"
"BEST WESTERN PIER POINT INN","","","","100","Ground water","PO BOX 2097
FLORENCE, OR 97439","541-997-7191","","Lane"
"BETASEED INC","","","","30","Ground water","34303 HWY 99 E
TANGENT, OR 97389","541-926-0162","","Linn"
"BETHANY BIBLE CHURCH","","","","50","Ground water","20965 NW ROCK CREEK BLVD
PORTLAND, OR 97229","503-430-4592","","Washington"
"BETHANY ELEMENTARY SCHOOL","","","","90","Ground water","612 SCHLADOR STREET
SILVERTON, OR 97381","503-873-5303","","Marion"
"BETHEL BAPTIST CHURCH","","","","90","Ground water","5220 CENTER STREET NE
SALEM, OR 97317","541-915-0104","","Marion"
"BETHEL ELEMENTARY SD 24J","","","","160","Ground water","3630 STATE ST
SALEM, OR 97301","503-399-3070","","Marion"
"BETHEL PARK","","","","100","Ground water","25030 SW PARKWAY AVE, SUITE 110
WILSONVILLE, OR 97070","503-320-0888","","Marion"
"BEVERLY BEACH WATER DISTRICT","","","","152","Surface water","PO BOX 576
NEWPORT, OR 97365","541-222-9997","","Lincoln"
"BIG EDDY MARINA","","","","75","Ground water","19609 NE MARINE DR L-12
PORTLAND, OR 97230","503-666-3515","","Multnomah"
"BIG FOOT MOBILE PARK","","","","60","Ground water","47000 SE HWY 26 UNIT #20
SANDY, OR 97055","503-482-0422","","Clackamas"
"BIG K GUEST RANCH, THE","","","","25","Ground water","20029 HIGHWAY 138 W
ELKTON, OR 97436","541-584-2295","","Douglas"
"BIG LAKE YOUTH CAMP","","","","87","Surface water","26435 BIG LAKE ROAD
SISTERS, OR 97759","541-390-5587","","Linn"
"BIG MOUNTAIN TOWING","","","","25","Ground water","PO BOX 8516
COBURG, OR 97408","541-484-6595","","Klamath"
"BIG SPRINGS MARKET INC","","","","250","Ground water","PO BOX 518
BONANZA, OR 97623","541-331-0685","","Klamath"
"BIG SPRUCE MHP LLC","","","","80","Ground water","4678 ISABELLE STREET
EUGENE, OR 97402","541-505-9968","","Lane"
"BIG VALLEY WOODS WATER CORP","","","","420","Ground water","32700 SE LEEWOOD LN
BORING, OR 97009","503-668-4443","","Clackamas"
"BIGGS PETROLEUM LLC","","","","25","Ground water","91464 BIGGS RUFUS HWY
TONY SINGH
WASCO, OR 97065","360-601-5404","","Sherman"
"BIRCH CREEK GOLF COURSE","","","","25","Ground water","69772 HWY 395 S
PENDLETON, OR 97801","541-443-8874","","Umatilla"
"BLACK BAR LODGE","","","","30","Surface water","PO BOX 510
MERLIN, OR 97532","541-479-6507","","Josephine"
"BLACK BUTTE ELEMENTARY SD 41","","","","28","Ground water","PO BOX 150
CAMP SHERMAN, OR 97730","541-595-6203","","Jefferson"
"BLACK BUTTE RANCH CORPORATION","","","","740","Ground water","PO BOX 8000
SISTERS, OR 97759","541-595-1280","","Deschutes"
