"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ASHAWAY LINE & TWINE MFG. CO.-LOWER MILL","","","","50","Ground water","P.O. BOX 549
ASHAWAY, RI 02804","401-377-2221","HOPKINTON","Washington"
"ASHAWAY LINE & TWINE MFG. CO.-UPPER MILL","","","","25","Ground water","P.O. BOX 549
ASHAWAY, RI 02804","401-377-2221","HOPKINTON","Washington"
"ASHAWAY PINES RV RESORT LLC","","","","150","Ground water","6547 NORTH AVONDALE AVENUE
CHICAGO, IL 60631","773-499-7255","HOPKINTON","Washington"
"AYOHO CAMPGROUND","","","","50","Ground water","P.O. BOX 1297
COVENTRY, RI 02816","401-255-0371","COVENTRY","Kent"
"BACK IN THYME","","","","50","Ground water","32 NORTH ROAD
HOPKINTON, RI 02833","401-644-4967","HOPKINTON","Washington"
"BARRINGTON INN, THE","","","","25","Ground water","584 Beach Avenue
PO BOX 714
BLOCK ISLAND, RI 02807","401-466-5510","NEW SHOREHAM","Washington"
"BEACON FREE WILL BAPTIST CHURCH","","","","250","Ground water","150 HATCHERY ROAD
NORTH KINGSTOWN, RI 02852","401-294-3198","EXETER","Washington"
"BEAVER RIVER GOLF CLUB","","","","25","Ground water","534 BILLING ROAD
PO BOX 656
SOMERS, CT 06071","860-573-6899","RICHMOND","Washington"
"BEL-AIR MOTOR INN, INC.","","","","30","Ground water","25 Woodstock Ln
CRANSTON, RI 02920","401-474-3609","JOHNSTON","Providence"
"BELLA RESTAURANT","","","","130","Ground water","P.O. BOX 946
GLENDALE, RI 02826","401-568-6996","BURRILLVILLE","Providence"
"BELLEVUE HOUSE","","","","51","Ground water","P.O. BOX 1136
BLOCK ISLAND, RI 02807","203-654-5637","NEW SHOREHAM","Washington"
"BENOIT REALTY LLC DBA ANCHOR SUBARU","","","","125","Ground water","949 Eddie Dowling Hwy
NORTH SMITHFIELD, RI 02896","401-769-1199","NORTH SMITHFIELD","Providence"
"BEST VALUE INN","","","","25","Ground water","50 HARTFORD AVE
NORTH SCITUATE, RI 02857","401-934-9831","SCITUATE","Providence"
"BETHEL VILLAGE WATER ASSN","","","","180","Ground water","7 SOUTH DRIVE
ASHAWAY, RI 02804","401-218-7611","HOPKINTON","Washington"
"BLACKIES BULLDOG TAVERN","","","","100","Ground water","181 GEORGE WASHINGTON HIGHWAY
SMITHFIELD, RI 02917","401-231-4777","SMITHFIELD","Providence"
"BLOCK ISLAND AIRPORT OPERATIONS","","","","400","Ground water","2000 Post Road
WARWICK, RI 02886","401-691-2237","NEW SHOREHAM","Washington"
"BLOCK ISLAND WATER COMPANY","http://www.blockislandwater.org/ccr.html","http://www.blockislandwater.org","","9,999","Ground water","PO BOX 998
BLOCK ISLAND, RI 02807","401-466-3232","NEW SHOREHAM","Washington"
"BLUE SHUTTERS","","","","200","Ground water","4540 SOUTH COUNTY TRAIL
CHARLESTOWN, RI 02813","401-364-9955","CHARLESTOWN","Washington"
"BLUEBERRY HEIGHTS HOUSING COOPERATIVE CO","","","","44","Ground water","672 VICTORY HIGHWAY
WEST GREENWICH, RI 02817","401-241-2684","WEST GREENWICH","Kent"
"BORDER HILL MOBILE HOME PARK","","","","75","Ground water","10 HUNTINGTON WAY
LEDYARD, CT 06339","860-536-6240","CHARLESTOWN","Washington"
"BOWDISH LAKE CAMPING AREA, BROWN 1 & 2","","","","194","Ground water","P.O. BOX 25
CHEPACHET, RI 02814","401-568-8890","GLOCESTER","Providence"
"BREACHWAY PROPERTIES LLC","","","","25","Ground water","1 Charlestown Beach Rd
CHARLESTOWN, RI 02813","917-374-2871","CHARLESTOWN","Washington"
"BRIARWOOD CHILD ACADEMY SMITHFIELD","","","","111","Ground water","85 WEST RESERVOIR ROAD
SMITHFIELD, RI 02917","401-231-2035","SMITHFIELD","Providence"
"BRICK OVEN RESTAURANT, THE, INC.","","","","212","Ground water","P.O. BOX 380
ASHAWAY, RI 02804","401-364-9263","HOPKINTON","Washington"
"BRIGGS BEACH, INC.","","","","250","Ground water","104 shaw Road
LITTLE COMPTON, RI 02837","401-635-0168","LITTLE COMPTON","Newport"
"BRIGGS-BOESCH FARM","","","","25","Ground water","111 PEIRCE STREET
EAST GREENWICH, RI 02818","401-886-8644","EAST GREENWICH","Kent"
"BRISTOL COUNTY WATER AUTHORITY","","","","51,000","Surface water purchased","450 CHILD STREET
WARREN, RI 02885","401-245-2022","BARRINGTON, BRISTOL, WARREN","Bristol"
"BRUIN PLASTICS COMPANY, INC.","","","","50","Ground water","61 JOSLIN ROAD
PO BOX 700
GLENDALE, RI 02826","401-568-3081","BURRILLVILLE","Providence"
"BUCK HILL FAMILY CAMPGROUND","","","","100","Ground water","10 Risho Avenue
PO BOX 14777
EAST PROVIDENCE, RI 02914","401-351-8700","BURRILLVILLE","Providence"
"BUILDING #747 VICTORY HIGHWAY","","","","44","Ground water","747 Victory Highway
NORTH SMITHFIELD, RI 02896","401-766-2800","NORTH SMITHFIELD","Providence"
"BURLINGAME PARK-PROSSER BEACH-PICNIC AN0","","","","305","Ground water","1100 TOWER HILL ROAD
RIDEM/ DIVISION OF PARKS & RECREATION
NORTH KINGSTOWN, RI 02852","401-667-6200","CHARLESTOWN","Washington"
"BURLINGAME RESERVATION-MAIN CAMP-LEGIONT","","","","3,024","Ground water","1100 TOWER HILL ROAD
RIDEM/ DIVISION OF PARKS & RECREATION
NORTH KINGSTOWN, RI 02852","401-667-6200","CHARLESTOWN","Washington"
"BURRILLVILLE MIDDLE SCHOOL","","","","650","Ground water","2300 Broncos Highway
BURRILLVILLE, RI 02830","401-568-1301","BURRILLVILLE","Providence"
"CADYS TAVERN","","","","70","Ground water","P.O. BOX 36
CHEPACHET, RI 02814","508-802-0331","GLOCESTER","Providence"
"CAMP ALDERSGATE CAMPSITE DINING HALL","","","","90","Ground water","1043 Snake Hill Road
NORTH SCITUATE, RI 02857","401-568-4350","SCITUATE","Providence"
"CAMP ALDERSGATE RETREAT CENTER","","","","42","Ground water","1043 Snake Hill Road
NORTH SCITUATE, RI 02857","401-568-4350","SCITUATE","Providence"
"CAMP COOKIE","","","","180","Ground water","500 Greenwich Ave
WARWICK, RI 02886","401-331-4500","GLOCESTER","Providence"
"CAMP E-HUN-TEE","","","","68","Ground water","260 Arcadia Road
HOPE VALLEY, RI 02832","401-539-2356","EXETER","Washington"
"CAMP HOFFMAN","","","","160","Ground water","500 Greenwich Ave
WARWICK, RI 02886","401-331-4500","SOUTH KINGSTOWN","Washington"
"CAMP JORI","","","","250","Ground water","1065 WORDENS POND RD
WAKEFIELD, RI 02879","508-958-6768","SOUTH KINGSTOWN","Washington"
"CAMP KER-ANNA - CABIN","","","","180","Ground water","1030 DEXTER STREET
CENTRAL FALLS, RI 02863","401-333-2286","CUMBERLAND","Providence"
"CAMP PONAGANSETT","","","","86","Ground water","P.O. BOX 399
CHEPACHET, RI 02814","401-647-7377","GLOCESTER","Providence"
"CAMP RUSSELL -CANOE HOUSE WELL- MALLARD","","","","70","Ground water","P.O. BOX 985
WEST KINGSTON, RI 02892","401-783-6740","GLOCESTER","Providence"
"CAMP RUSSELL-PUMP HOUSE   MALLARD SHORES","","","","140","Ground water","P.O. BOX 985
WEST KINGSTON, RI 02892","401-783-6740","GLOCESTER","Providence"
"CAMP WATCHAUG","","","","200","Ground water","95 HIGH STREET
WESTERLY, RI 02891","315-254-1491","CHARLESTOWN","Washington"
"CANONCHET CLIFFS WATER ASSOCIATION INC.","","","","154","Ground water","825 MAIN STREET
HOPE VALLEY, RI 02832","401-539-7490","HOPKINTON","Washington"
"CAPTAIN ISAAC PAINE SCHOOL","","","","460","Ground water","91 ANAN WADE ROAD
NORTH SCITUATE, RI 02857","401-710-7571","FOSTER","Providence"
"CAROUSEL INDUSTRIES","","","","150","Ground water","659 SOUTH COUNTY TRAIL
EXETER, RI 02822","401-583-4951","EXETER","Washington"
"CASTLE ROCK CONDOMINIUMS","","","","292","Ground water","P O BOX 8889
CRANSTON, RI 02920","401-203-0300","CHARLESTOWN","Washington"
"CENTRAL BEACH FIRE DISTRICT","","","","470","Ground water","234 FLORIDA ROAD
RIDGEFIELD, CT 06877","203-470-1189","CHARLESTOWN","Washington"
"CENTRAL COVENTRY PARK PAVILION","","","","360","Ground water","1670 Flat River Rd
COVENTRY, RI 02816","401-822-9107","COVENTRY","Kent"
"CHAMPLIN SCOUT RESERVATION BSA-LOWER PUM","","","","200","Ground water","10 Risho Avenue
PO BOX 14777
EAST PROVIDENCE, RI 02914","401-351-8700","CRANSTON","Providence"
"CHAMPLIN SCOUT RESERVATION BSA-UPPER AN0","","","","75","Ground water","10 RISHO AVENUE
EAST PROVIDENCE, RI 02914","401-351-8700","CRANSTON","Providence"
"CHAMPLINS MARINA & RESORTS, INC.","","","","300","Ground water","P.O. BOX J
WEST SIDE RD.
BLOCK ISLAND, RI 02807","401-466-2641","NEW SHOREHAM","Washington"
"CHARBERT, INC., DIVISION OF NFA CORP AN0","","","","130","Ground water","830 BOYLSTON STREET STE 209
CHESTNUT HILL, MA 02467","617-232-6060","RICHMOND","Washington"
"CHARIHO REGIONAL HIGH SCHOOL","","","","1,300","Ground water","455A Switch Road
WOOD RIVER JUNCTION, RI 02894","401-364-3260","RICHMOND","Washington"
"CHARIHO REGIONAL MIDDLE SCHOOL","","","","1,500","Ground water","455A SWITCH ROAD
RICHMOND, RI 02894","401-364-3260","RICHMOND","Washington"
"CHARIHO SOUTHERN BAPTIST CHURCH","","","","300","Ground water","P.O. BOX 293
BRADFORD, RI 02808","401-377-4418","HOPKINTON","Washington"
"CHARLESTOWN COMMONS","","","","150","Ground water","4009 OLD POST ROAD
BOX 422
CHARLESTOWN, RI 02813","401-364-0569","CHARLESTOWN","Washington"
"CHARLESTOWN ELEMENTARY SCHOOL","","","","350","Ground water","455A SWITCH ROAD
RICHMOND, RI 02894","401-364-3260","CHARLESTOWN","Washington"
"CHARLESTOWN MINI-SUPER, INC.","","","","75","Ground water","P.O. BOX 640
CHARLESTOWN, RI 02813","401-364-6600","CHARLESTOWN","Washington"
"CHARLESTOWN MUNICIPAL OFFICES","","","","30","Ground water","4540 SOUTH COUNTY TRAIL
CHARLESTOWN, RI 02813","401-364-9955","CHARLESTOWN","Washington"
"CHARLESTOWN POLICE STATION","","","","28","Ground water","4540 SOUTH COUNTY TRAIL
CHARLESTOWN, RI 02813","401-364-9955","CHARLESTOWN","Washington"
"CHARLESTOWN RATHSKELLER TAVERN INC.","","","","300","Ground water","1282 SHANNOCK ROAD
CHARLESTOWN, RI 02813","401-265-7199","CHARLESTOWN","Washington"
"CHARLESTOWN SENIOR COMMUNITY CENTER","","","","40","Ground water","4540 SOUTH COUNTY TRAIL
CHARLESTOWN, RI 02813","401-364-9955","CHARLESTOWN","Washington"
"CHARLESTOWN VILLAGE,LLC SIMPLE PLEASURES","","","","144","Ground water","5000 South County Trail
CHARLESTOWN, RI 02813","401-364-9852","CHARLESTOWN","Washington"
"CHEPACHET PROFESSIONAL BUILDING","","","","66","Ground water","60 PINELEDGE ROAD
GREENVILLE, RI 02828","401-934-2426","GLOCESTER","Providence"
"CHEPACHET UNION CHURCH","","","","150","Ground water","1138 Putnam Pike
PO Box E
CHEPACHET, RI 02814","401-568-2518","GLOCESTER","Providence"
"CHIMERA INC","","","","133","Ground water","122 North River Dr
NARRAGANSETT, RI 02882","401-783-4538","GLOCESTER","Providence"
"CHOPMIST HILL COMMUNITY CENTER","","","","50","Ground water","1 Lincoln Circle
NORTH SCITUATE, RI 02857","401-647-3366","SCITUATE","Providence"
"CHURCH WOODS","","","","98","Ground water","P.O. BOX 241
4150 OLD POST ROAD
CHARLESTOWN, RI 02813","401-364-6368","CHARLESTOWN","Washington"
"CINDYS DINER & RESTAURANT, INC.","","","","400","Ground water","P.O. BOX 292
NORTH SCITUATE, RI 02857","401-934-1072","SCITUATE","Providence"
"CLARK MEMORIAL LIBRARY","","","","30","Ground water","PO BOX 190
CAROLINA, RI 02812","401-364-6100","RICHMOND","Washington"
"CLASSIC ACRES INC. DBA WOOD RIVER GOLF","","","","175","Ground water","78A WOODVILLE ALTON RD
HOPE VALLEY, RI 02832","401-539-7760","HOPKINTON","Washington"
"CLASSIC MOTOR LODGE, INC.","","","","35","Ground water","859 Victory Hwy
WEST GREENWICH, RI 02817","401-397-6280","WEST GREENWICH","Kent"
"CLAYVILLE ELEMENTARY SCHOOL","","","","140","Ground water","197 DANIELSON PIKE
PO BOX 188
NORTH SCITUATE, RI 02857","401-647-4100","SCITUATE","Providence"
"CNE - HOPKINS HILL ROAD ENTRY POINT","","","","317","Ground water purchased","20 Newman Ave, Suite 1005
Rumford Center, Bldg #3
RUMFORD, RI 02916","401-270-0600","COVENTRY","Kent"
"CNE - NEW LONDON TURNPIKE ENTRY POINT","","","","9,999","Ground water purchased","20 Newman Ave, Suite 1005
Rumford Center, Bldg #3
RUMFORD, RI 02916","401-270-0600","COVENTRY","Kent"
"COLD BROOK CAFE","","","","100","Ground water","6145 Post Road
NORTH KINGSTOWN, RI 02852","401-884-6464","SCITUATE","Providence"
"COMMONS LUNCH, INC.","","","","96","Ground water","P.O. BOX 507
27 QUICKSAND PD RD
LITTLE COMPTON, RI 02837","401-635-4388","LITTLE COMPTON","Newport"
"CONFREDA GREENHOUSES & FARMS, LLC","","","","300","Ground water","2150 Scituate Avenue
HOPE, RI 02831","401-827-5000","SCITUATE","Providence"
"COOPER HILL OFFICE COMPLEX","","","","75","Ground water","60 PINELEDGE ROAD
GREENVILLE, RI 02828","401-934-2426","GLOCESTER","Providence"
"CORNER BISTRO","","","","105","Ground water","874 CHOPMIST HILL RD
NORTH SCITUATE, RI 02857","401-764-0860","SCITUATE","Providence"
"CORNERSTONE PUB","","","","100","Ground water","273 NOOSENECK HILL ROAD
EXETER, RI 02822","401-385-3025","EXETER","Washington"
"COUNTRY FOOD MART, LLC","","","","150","Ground water","22 COUNTRY MEADOW DRIVE
CRANSTON, RI 02921","401-258-2595","CHARLESTOWN","Washington"
"COUNTRY VIEW GOLF CLUB","","","","170","Ground water","49 CLUB LANE
HARRISVILLE, RI 02830","401-568-7157","BURRILLVILLE","Providence"
"COUR DE LEON LLC","","","","107","Ground water","PO BOX 1619
CHARLESTOWN, RI 02813","401-364-6114","CHARLESTOWN","Washington"
"COVENTRY MENS CLUB, INC.","","","","50","Ground water","30 PHILLIPS HILL RD
COVENTRY, RI 02816","401-385-3536","COVENTRY","Kent"
"COVENTRY NATIONAL GUARD","","","","50","Ground water","RIANG, Environmental Branch
705 NEW LONDON AVE
CRANSTON, RI 02920","401-275-4033","COVENTRY","Kent"
"CRANDALL HOUSE-SR. CITIZENS","","","","30","Ground water","188A Main Street
HOPKINTON, RI 02833","401-377-7761","HOPKINTON","Washington"
"CROWTHERS RESTAURANT, INC.","","","","75","Ground water","90 POTTERVILLE ROAD
LITTLE COMPTON, RI 02837","401-635-8367","LITTLE COMPTON","Newport"
"CUMBERLAND FARMS STORE #1262 CHARLESTOWN","","","","50","Ground water","165 FLANDERS ROAD
WESTBOROUGH, MA 01581","508-270-1504","CHARLESTOWN","Washington"
"CUMBERLAND, TOWN OF","","","","21,178","Surface water","98 NATE WHIPPLE HWY.
CUMBERLAND, RI 02864","401-769-0666","CUMBERLAND","Providence"
"D. B. MART #9 GULF GAS STATION","","","","25","Ground water","2138 SILAS DEANE HWY
ROCKY HILL, CT 06067","860-384-1030","NORTH SMITHFIELD","Providence"
"D.R. MOTEL ENTERPRISES, INC.","","","","30","Ground water","1210 EDDIE DOWLING HWY.
NORTH SMITHFIELD, RI 02896","401-765-3145","NORTH SMITHFIELD","Providence"
"DAEDALUS OFFICE PARK","","","","120","Ground water","44 Poplar Ave
NORTH KINGSTOWN, RI 02852","401-447-8077","HOPKINTON","Washington"
"DANNYS AUCTION","","","","25","Ground water","153A Foster Center Road
FOSTER, RI 02825","401-647-1430","FOSTER","Providence"
"DANS PLACE","","","","75","Ground water","880 VICTORY HIGHWAY
WEST GREENWICH, RI 02817","401-392-3092","WEST GREENWICH","Kent"
"DEAN WAREHOUSE SERVICES","","","","25","Ground water","20 Ives St
BLACKSTONE, MA 01504","508-328-4436","HOPKINTON","Washington"
"DELANO ISLAND WATER ASSOCIATION","","","","25","Ground water","40 DELANO ISLAND
TIVERTON, RI 02878","401-625-1234","TIVERTON","Newport"
"DINOS PARK & SHOP","","","","25","Ground water","P.O. BOX 311
CHEPACHET, RI 02814","401-568-6590","GLOCESTER","Providence"
"DLM VARIETY DBA HARMONY CORNER STORE","","","","104","Ground water","369A SNAKE HILL ROAD
NORTH SCITUATE, RI 02857","401-934-1170","GLOCESTER","Providence"
"DORRS TAVERN LLC","","","","120","Ground water","P.O. BOX 557
CHEPACHET, RI 02814","401-767-7983","GLOCESTER","Providence"
"DOWLING VILLAGE","","","","2,500","Surface water purchased","PO BOX 6187
WARWICK, RI 02887","","NORTH SMITHFIELD","Providence"
"DOWNEY WEAVER POST  #34 AMERICAN LEGION","","","","500","Ground water","PO BOX 38
SHANNOCK, RI 02875","401-364-9715","CHARLESTOWN","Washington"
"DR. DAYCARE CHILD DEVELOPMENT CENTER","","","","82","Ground water","1201 Douglas Pike
Suite #4
SMITHFIELD, RI 02917","401-727-8982","FOSTER","Providence"
"DUBS ENTERPRISE LLC","","","","56","Ground water","P.O. BOX 91
WAKEFIELD, RI 02880","401-480-2949","HOPKINTON","Washington"
"DUNKIN DONUTS - PMM REALTY ASSOCIATES LL","","","","100","Ground water","383 SMITHFIELD AVENUE
PAWTUCKET, RI 02860","401-727-1380","SCITUATE","Providence"
"DUNKIN DONUTS CHEPACHET #338022","","","","100","Ground water","251 Smith St
PROVIDENCE, RI 02908","401-440-6850","GLOCESTER","Providence"
"DUNKIN DONUTS N. SMITHFIELD 330325","","","","100","Ground water","251 Smith St
PROVIDENCE, RI 02908","401-440-6850","NORTH SMITHFIELD","Providence"
"DUNKIN DONUTS RICHMOND 342433","","","","150","Ground water","251 Smith St
PROVIDENCE, RI 02908","401-440-6850","RICHMOND","Washington"
"DYER WOODS NUDIST CAMPGROUND, LLC","","","","106","Ground water","114 JOHNSON ROAD
FOSTER, RI 02825","240-626-9353","FOSTER","Providence"
"EAST GREENWICH GOLF AND COUNTRY CLUB","","","","100","Ground water","One New England Tech Blvd
EAST GREENWICH, RI 02818","401-739-5000","EAST GREENWICH","Kent"
"EAST PROVIDENCE-CITY OF","http://www.eastprovidenceri.net/content/666/738/746/782/826/default.aspx","","","48,688","Surface water purchased","60 COMMERCIAL WAY
EAST PROVIDENCE, RI 02914","401-435-7741","EAST PROVIDENCE","Providence"
"ECHO LAKE CAMPGROUND","","","","200","Ground water","180 MORONEY ROAD
P.O. BOX 4
PASCOAG, RI 02859","401-568-5000","BURRILLVILLE","Providence"
"ECHO LAKE WATER DISTRICT","","","","200","Ground water","P.O. BOX 774
CHEPACHET, RI 02814","401-862-3347","GLOCESTER","Providence"
"ELEANOR SLATER HOSPITAL ZAMBARANO UNIT","","","","540","Surface water","DIVISION OF CAPITAL MANAGEMENT AND MAINT
1 CAPITOL HILL
PROVIDENCE, RI 02908","401-222-6200","BURRILLVILLE","Providence"
"EPISCOPAL CONFERENCE CENTER HOUSE","","","","200","Ground water","872 RESERVOIR ROAD
PASCOAG, RI 02859","401-568-4055","BURRILLVILLE","Providence"
"EPISCOPAL CONFERENCE CENTER-GIRLS AREA","","","","90","Ground water","872 RESERVOIR ROAD
PASCOAG, RI 02859","401-568-4055","BURRILLVILLE","Providence"
"ERNIES OLD HARBOR REST. INC. DBA ERNIE","","","","400","Ground water","P.O. BOX 1748
BLOCK ISLAND, RI 02807","401-466-5391","NEW SHOREHAM","Washington"
"EUREKA HOTEL CORP. INC.","","","","70","Ground water","5 Spring St
PO BOX I
BLOCK ISLAND, RI 02807","401-466-2421","NEW SHOREHAM","Washington"
"EXETER CHAPEL","","","","300","Ground water","765 TEN ROD ROAD
EXETER, RI 02822","401-294-2546","EXETER","Washington"
"EXETER COUNTRY CLUB, INC.","","","","75","Ground water","P.O. BOX 268
HOPE VALLEY, RI 02832","401-295-1178","EXETER","Washington"
"EXETER JOB CORPS CENTER","","","","300","Ground water purchased","1 CAPITOL HILL, Floor 2
DOA, DCAMM, Enviromental Science
PROVIDENCE, RI 02908","401-222-6998","EXETER","Washington"
"EXETER PUBLIC LIBRARY","","","","33","Ground water","773 TEN ROD ROAD
EXETER, RI 02822","401-294-4109","EXETER","Washington"
"EXETER-W.GREENWICH JR/SR HIGH SCHOOL","","","","906","Ground water","930 NOOSENECK HILL RD
WEST GREENWICH, RI 02817","401-397-5125","WEST GREENWICH","Kent"
"FACTORY MUTUAL RESEARCH CENTER","","","","110","Ground water","743 REYNOLDS ROAD
WEST GLOCESTER, RI 02814","401-567-5000","GLOCESTER","Providence"
"FAMOUS PIZZA","","","","204","Ground water","92 HARTFORD PIKE
SCITUATE, RI 02857","401-934-0278","SCITUATE","Providence"
"FANTASTIC UMBRELLA FACTORY","","","","108","Ground water","182 East Ave
WESTERLY, RI 02891","401-207-2515","CHARLESTOWN","Washington"
"FAS MART #335 AN0","","","","25","Ground water","2 Jericho Plaza
Suite 110
JERICHO, NY 11753","516-478-5406","HOPKINTON","Washington"
"FEINSTEIN YOUTH CAMP","","","","225","Ground water","10 Risho Avenue
PO BOX 14777
EAST PROVIDENCE, RI 02914","401-351-8700","BURRILLVILLE","Providence"
"FENNER HILL GOLF CLUB, L.L.C.","","","","250","Ground water","33 WHEELER LANE
HOPE VALLEY, RI 02832","401-539-8000","HOPKINTON","Washington"
"FIRST 7TH DAY BAPTIST CHURCH OF HOPKINTO","","","","30","Ground water","8 CHURCH STREET
PO BOX 438
ASHAWAY, RI 02804","401-741-3085","HOPKINTON","Washington"
"FLEMING SCHOOL AN0","","","","40","Ground water","P.O. BOX 36173
TUCSON, AZ 85740-6173","520-544-2998","NORTH KINGSTOWN","Washington"
"FOGARTY MEMORIAL SCHOOL","","","","427","Ground water","P.O. BOX B
1145 PUTNAM PIKE
CHEPACHET, RI 02814","401-568-6206","GLOCESTER","Providence"
"FOSTER COUNTRY CLUB INC.","","","","200","Ground water","67 JOHNSON ROAD
FOSTER, RI 02825","401-397-5990","FOSTER","Providence"
"FOSTER SENIOR HOUSING INC.","","","","33","Ground water","110 Foster Center Road
FOSTER, RI 02825","401-647-2974","FOSTER","Providence"
"FOSTER TOWN HALL","","","","90","Ground water","181 HOWARD HILL ROAD
FOSTER, RI 02825","401-392-9200","FOSTER","Providence"
"FOSTER XTRA MART","","","","220","Ground water","800 SOUTH STREET, SUITE 500
P.O. BOX 549290
WALTHAM, MA 02454","401-647-3617","FOSTER","Providence"
"FOUR SEASONS MHP CO-OP ASSN.","","","","40","Ground water","PO BOX 520
TIVERTON, RI 02878","401-624-7884","TIVERTON","Newport"
"FREDERICKSON FARMS LLC","","","","100","Ground water","1051 CHOPMIST HILL ROAD
NORTH SCITUATE, RI 02857","401-647-5427","SCITUATE","Providence"
"FREDRICK J. BENSON TOWN BEACH","","","","1,000","Ground water","PO BOX 998
BLOCK ISLAND, RI 02807","401-466-3232","NEW SHOREHAM","Washington"
"FRONTIER CAMPER PARK","","","","438","Ground water","180A MAXSON HILL ROAD
ASHAWAY, RI 02804","401-377-4510","HOPKINTON","Washington"
"FROSTY DREW NATURE CENTER-NINIGRET PARK","","","","28","Ground water","P.O. BOX 160
62 PARK LANE
CHARLESTOWN, RI 02813","401-575-7525","CHARLESTOWN","Washington"
"GALAPAGOS COLLECTION INC","","","","150","Ground water","5193 OLD POST ROAD
CHARLESTOWN, RI 02813","401-322-3000","CHARLESTOWN","Washington"
"GEMELLI BISTRO","","","","1,000","Ground water","98 COUNTY ST
TAUNTON, MA 02780","508-823-7400","CHARLESTOWN","Washington"
"GENERAL STANTON INN","","","","75","Ground water","P.O. BOX 1169
CHARLESTOWN, RI 02813","401-364-8888","CHARLESTOWN","Washington"
"GEORGE MELANIS PROPERTY","","","","25","Ground water","15 SANDY BOTTOM RD
COVENTRY, RI 02816","401-265-0317","COVENTRY","Kent"
"GEORGE WASHINGTON CAMPGROUND","","","","135","Ground water","1100 TOWER HILL ROAD
RIDEM/ DIVISION OF PARKS & RECREATION
NORTH KINGSTOWN, RI 02852","401-667-6200","GLOCESTER","Providence"
"GEORGE WASHINGTON CAMPGROUND REST RM FAC","","","","150","Ground water","1100 TOWER HILL ROAD
RIDEM/ DIVISION OF PARKS & RECREATION
NORTH KINGSTOWN, RI 02852","401-667-6200","GLOCESTER","Providence"
